ridge,knn,rfr,avg
0.3027976453304291,0.3935322371791943,0.31517585434481243,0.33167039779981206
0.22407180070877075,0.07859524499152974,0.2392661377152424,0.19529983028269632
-0.030280128121376038,0.14319757477458658,-0.00878234710563462,0.023838188110485325
0.3924976736307144,0.17135910923385764,0.3162028813904825,0.2990656364113843
0.5493649989366531,0.2678604283972353,0.4192686557001474,0.4139406846835458
-0.5663253515958786,0.23200543708496815,-0.4008817477967393,-0.28402085252609727
-0.09238795936107635,0.08926455735234701,0.09657248264132133,0.04750539081847833
0.10098330676555634,0.16910489332161355,0.25829391857691386,0.1966690093102494
0.02543257176876068,0.24116048141985136,0.09557648328401036,0.11443650493915819
0.40429404377937317,0.3050820522987721,0.33821703259314406,0.34645254031610834
0.39040011167526245,0.39867054821331754,0.37874640919112207,0.38664086956770605
-0.039952412247657776,0.21841600480265588,0.10542751781803471,0.09732965704776689
-0.13160362839698792,0.35291678064024445,0.09792969174979445,0.10429313393571135
0.3805242329835892,0.35691566297098,0.3607389072981725,0.36472942763772853
0.4863937646150589,0.2434850996168141,0.43054324229048857,0.39774133720321253
0.21046528220176697,0.24349844164213733,0.3981895572474769,0.31258570958471454
0.19538883864879608,0.3192844406884673,0.25679594117691273,0.2570662904227722
-0.2000400722026825,0.04141578274053045,0.08280287625193065,0.001745365760427317
-0.11077943444252014,0.32091362957170505,0.2133115126360177,0.15918930510030507
0.35467180609703064,0.1658109630091299,0.40933075981042255,0.3347860721817514
0.07124809920787811,0.35900050538580064,0.27593592638380926,0.24553011434032432
0.4463961273431778,0.23807668396349813,0.39761146151075216,0.36992393358204506
0.20027470588684082,0.141140013327975,0.2971879265748742,0.23394764309114105
-0.4114440083503723,0.04726040067087884,-0.3774009970610921,-0.27974640045041943
0.4368910938501358,0.08578248191544259,0.38255411020088154,0.32194544904183536
0.2516088932752609,0.24936585436208097,0.2826250823469688,0.26655622808281987
0.05610865354537964,0.14572429967276193,0.2482767889064265,0.17459663275774864
0.2654387205839157,0.15240314645234745,0.29033897667608083,0.2496299550971062
0.22744373977184296,0.338404798756091,0.3309391293513897,0.30693169930767833
0.3188873529434204,0.19544267282646446,0.4175751745310728,0.33737009370800763
0.3167658895254135,0.3761385316038655,0.3427297327077938,0.34459097163621666
-0.6532785892486572,-0.26630119246317224,-0.6325385876951517,-0.5461642392755333
-0.1687018871307373,0.2103607010993774,-0.21524204543543982,-0.09720631922555989
0.2119836062192917,0.33256469752487416,0.32713928875085463,0.2997067203114688
0.19044506549835205,0.14111529942549417,0.3101847317381781,0.23798245710005062
