ridge,knn,rfr,avg
0.5065772533416748,0.39835995441645944,0.4996179819282418,0.47604329290365444
0.49448319524526596,0.09340055146697555,0.5216051835481815,0.40777352845215115
0.28986160457134247,0.26731753936223224,0.09629656782095543,0.18744306989387138
0.7625161036849022,0.4667287534369301,0.6285236571518226,0.6215730428563693
0.8321405500173569,0.3384556259076912,0.6772159427280198,0.6312570153452719
-0.1749347820878029,0.18435470022996375,-0.4473326572956793,-0.22131134911229944
0.2505861073732376,0.2620424757715975,0.17691953796338872,0.21661691476790315
0.38409243524074554,0.28570645368014025,0.4307813551889602,0.3828403998247015
0.32440372556447983,0.2378599835935889,0.23395023365292036,0.25754104411597734
0.7513817250728607,0.44113813215446585,0.6105121542839701,0.6033860414488167
0.6695843786001205,0.25598057950015857,0.633666274327334,0.5482243766887368
0.3207859769463539,0.207516379729208,0.18632493242695872,0.22523805538236985
0.42669882625341415,0.1862944621894635,0.17503096811313512,0.240763806167287
0.7883045747876167,0.43502104487965,0.6266506155855575,0.6191567127095954
0.695751816034317,0.5057269742373468,0.6191526013577018,0.6099459982467669
0.42525891959667206,0.25723931894064045,0.5298658260857132,0.4355574726771847
0.5317670404911041,0.27019598259594213,0.6073978590280558,0.5041896852857894
0.28303617238998413,-0.04065163241160767,0.12868045264189953,0.12493636131554388
0.44571876525878906,0.3496187147456728,0.3250621625489898,0.36136545127561037
0.5599596723914146,0.31064725943967736,0.5970225025782894,0.5161629842469178
0.5837599486112595,0.41633965026063585,0.4571779848903038,0.4786138921631257
0.707344189286232,0.2859672881665122,0.6568814625926247,0.5767686006594984
0.4781794846057892,0.30983516115915577,0.4738675287746956,0.4339374258285841
-0.15709534287452698,0.2288074362864798,-0.32798140538610404,-0.1460626793400638
0.7857454270124435,0.2796132892532351,0.6551642775865105,0.5939218178596749
0.5323952883481979,0.310792715149649,0.47326981335330864,0.44743190755111606
0.45964770019054413,0.21300523161239504,0.3226127089012897,0.32946958740137966
0.5705403909087181,0.28090959534814774,0.5896613657410833,0.5076931794347581
0.6851133331656456,0.43642608917861037,0.6428688700263869,0.6018192905992574
0.6818722635507584,0.18063514018334795,0.6332106612558932,0.5322321815614732
0.6900576055049896,0.29810002115748685,0.6486249928732332,0.5713519031022357
-0.2499622106552124,-0.15544889950147342,-0.5225354522515615,-0.36262050366495224
0.04084505885839462,0.1526970824945752,-0.15152591659032166,-0.027377422956918376
0.46125583350658417,0.4843118722771976,0.3623607172378583,0.41757228506487454
0.43175819516181946,0.28554121227989787,0.421438091533591,0.39004389762722486
0.7680773288011551,0.2741233242199619,0.658950161603847,0.5900252440572027
-0.01891719549894333,-0.08808544476846211,-0.02242209053715643,-0.03796170533542957
0.7379656136035919,0.45271609544336405,0.6264327297625221,0.610886792143
0.49126894026994705,0.27005619187819724,0.5145847960944164,0.4476236810842443
0.725041076540947,0.3606848728966987,0.6311027795946129,0.5869828771567178
0.09636818617582321,0.22166788299560383,0.18656115352230207,0.1727895940540078
0.550863653421402,0.36626868750303,0.5875545011263074,0.5230603357942617
-0.2695453613996506,0.02096342543785071,-0.42451709408546906,-0.2744040310331845
-0.4385530427098274,0.22722304402676702,-0.665246001512092,-0.3854555004268111
0.11345960199832916,0.007974631402398225,0.26479917681762005,0.16275814675899186
0.12005133181810379,0.2698133039860884,0.03871727166863325,0.11682479478536467
0.8206844851374626,0.15295148197458905,0.6697943924733869,0.5783061880147063
0.6575170010328293,0.2701804499223057,0.6390080135412977,0.5514283695094326
0.20860065519809723,-0.08923422933400214,0.19021407061133375,0.12494864177169064
0.36884812265634537,0.2085728661424315,0.2508562977070384,0.26978339605321344
-0.11166640371084213,0.0046635571262860975,-0.15005001178666316,-0.1017757175394706
0.4917554631829262,0.324869512801748,0.5651822427894977,0.4867473653909174
-0.11095691472291946,-0.108465015810427,-0.38514907051785163,-0.24743001789226243
0.21506823599338531,0.18435359826676284,0.18850937306862506,0.19411014509934957
0.04601237177848816,0.20023580321015116,0.2094555766081021,0.1662898320512109
0.5616223588585854,0.3071234948701107,0.48324454979545883,0.45880873832990343
0.19654414057731628,0.16181154739431633,0.13705119789370807,0.1581145209397622
0.7362831309437752,0.371591690540532,0.6629561221178356,0.6084467664299946
0.3489355817437172,0.14832052449685337,0.35225186662213004,0.30043995987120764
-0.47916702181100845,-0.10061556803480232,-0.46598524037024797,-0.3779382676465767
0.41231871396303177,0.2771960786022078,0.3323269765352906,0.33854218640895517
0.46714815497398376,0.3187748982938135,0.3908726055295712,0.39191706608173493
0.1296505704522133,0.07576949327629813,0.19018208573742915,0.14644605880084244
0.710719607770443,0.3875532031023871,0.6424340786598093,0.5957852420481122
0.6571572199463844,0.5052383665058403,0.40274870398392004,0.4919732486050162
-0.18544745445251465,-0.1963242130637614,-0.4434456703457228,-0.3171657520519304
0.7894639372825623,0.2891940975076706,0.6625780284228449,0.6009535229089806
0.9111788645386696,0.5375525654253163,0.12801269768624532,0.4261892063341191
0.9073517993092537,0.6705381661588542,0.05366135957579318,0.4213031711549236
0.052363649010658264,-0.025071658946729913,0.0212711287826935,0.017458561907328838
0.15484461188316345,0.14849945084705266,-0.28588211380699297,-0.06710504122094246
0.2870933338999748,0.2556051637863586,0.4485374354833905,0.3599433421632786
0.0601934939622879,0.27401587962654195,0.048646491301753005,0.10787558904808396
0.39343081414699554,0.20490963410062782,0.4199465809957743,0.359558402559793
0.47879204899072647,0.37917314087966825,0.4170003189401231,0.42299145693766027
0.2727847471833229,0.4294192559583036,0.5520237901884321,0.45156289587962267
0.44986847043037415,0.25943049063323614,0.5091539317689522,0.43190170615037865
0.11971822381019592,-0.23704990457773112,0.13607776565341,0.038705962634821206
0.4788806363940239,0.055740700295692815,0.5285919511054007,0.3979513097251295
0.3061371147632599,0.29715016236408043,0.13290435679205972,0.21727399767786493
0.018186651170253754,-0.20673629459744872,-0.005997821317843797,-0.05013632151572064
