ridge,knn,rfr,avg
0.24227778613567352,0.12087596412497632,0.2860417917558508,0.23380933344308785
0.2522590458393097,0.0442882148051364,0.21820936977787156,0.1832415000500473
-0.03498882055282593,0.2250627213832,-0.08523348961200544,0.004901730401590795
0.2463521510362625,0.23803350627404593,0.2689394153989817,0.25556612202706797
0.40230926871299744,0.19954487066555518,0.43687266738254943,0.36889986853591283
-0.4186941981315613,0.31123018577350153,-0.472360096280093,-0.26304605122956143
-0.09748208522796631,0.1831740615651322,0.06082527393163087,0.051835631050106905
0.04842028021812439,0.16732960189055676,0.24988314871645048,0.17887904488539552
-0.06303967535495758,0.13850337342322402,0.04142664874151892,0.039579248887826074
0.3825884163379669,0.24772076048726113,0.3440043897553668,0.3295794890839904
0.2580343186855316,0.21005998094588793,0.34963905129140566,0.2918431005535577
-0.07777123153209686,0.21651265871400704,0.049105496382510674,0.05923810498673288
-0.15396012365818024,0.21693282759659818,0.061907655429888554,0.04669700369954877
0.2562088221311569,0.26931045905797873,0.34373942780218336,0.3032495341983756
0.3236764222383499,0.18908342689999458,0.4025851913563431,0.32948255796275766
0.12689127027988434,0.17114967323513544,0.3049865076017959,0.2270034896796529
0.09891821444034576,0.24892482911409697,0.13360662485809424,0.1537640733176578
-0.2605125606060028,0.001898446407717528,0.03186518872378061,-0.04872093418768102
-0.0913621336221695,0.23656738870926025,0.16356859716690875,0.11808561235522706
0.2652871459722519,0.24874463616636433,0.2825998329212798,0.26980786199529394
0.02507297694683075,0.1811357763014069,0.2588021795564408,0.1809532780902798
0.3600366711616516,0.20422232319358566,0.3655518244593479,0.3238406608184833
0.1095748096704483,0.16272122061865898,0.2563986435558094,0.19627332935018152
-0.40987491607666016,0.13334631248331041,-0.4196637793764023,-0.27896404058653856
0.3356316536664963,0.20500700063201616,0.3526050050615453,0.3114621661054008
0.18571837246418,0.14949720372789807,0.2348756384033091,0.20124171324967408
-0.0068025141954422,0.1553817837739388,0.10738020240264796,0.09083491859594814
0.19667841494083405,0.12873368267556454,0.27293332845360946,0.21781968863090437
0.14071932435035706,0.193436174749339,0.2298996390125604,0.1984886942812042
0.18640027940273285,0.16375359326430042,0.36070895266575,0.2678929444996333
0.20043908059597015,0.25522714282702297,0.2887439810587588,0.25828854638512766
-0.5115945339202881,-0.1334681620414657,-0.5619745795259469,-0.4422529637534119
-0.24704670906066895,0.18102558014252385,-0.24689413562263918,-0.13995235004085588
0.1515008956193924,0.12886345758629367,0.26784918016792764,0.20401567838538534
0.11938357353210449,0.10008144998768094,0.1876565425119661,0.1486945271359294
0.33832068741321564,0.25363880534166316,0.36214998857368214,0.32906486747556074
-0.14987893402576447,-0.1845621119939441,-0.15296610955549375,-0.16009331628267404
0.39271415770053864,0.2621499691043118,0.36259759411977477,0.3450148287611
