fips,y,vote_diff%,vote_prob,dem%,repub%,third_party%,turnout,male%,female%,labor%,armed%,empl%,unempl%,poverty%,income_median,income_percapita,income_10%,income_10-15%,income_15-25%,income_25%,single%,married%,marital_ratio,sepdiv%,widow%,edu_low%,edu_mid%,edu_high%,edulow_age18%,edulow_age45%,edulow_age65%,edumid_age18%,edumid_age45%,edumid_age65%,eduhigh_age18%,eduhigh_age45%,eduhigh_age65%,age_18%,age_45%,age_65%,wht%,wht_m%,wht_f%,blk%,blk_m%,blk_f%,other%,other_m%,other_f%,native%,hispanic%,pop_density,houses_density,pop_tot,area_sqmiles
1001,1,0.5075493612078978,0.7537746806039489,0.2376967124494454,0.7276658791494814,0.03463740840107316,0.4524094202898551,0.48684782608695654,0.5131521739130435,0.466231884057971,0.009909420289855073,0.4370289855072464,0.019293478260869565,0.15257246376811595,58786.0,29372.0,0.02710144927536232,0.022119565217391304,0.03880434782608696,0.2944927536231884,0.20275362318840578,0.4544746376811594,0.44612747638218997,0.10166666666666667,0.04469202898550725,0.09096014492753624,0.4726811594202899,0.19416666666666665,0.04128623188405797,0.025706521739130433,0.023967391304347826,0.22057971014492753,0.16103260869565217,0.09106884057971014,0.08420289855072463,0.07916666666666666,0.030797101449275364,0.3460688405797101,0.26590579710144924,0.14583333333333334,0.7687862318840579,0.3784420289855073,0.3903442028985507,0.19139492753623188,0.09105072463768116,0.10034420289855073,0.03981884057971014,0.017355072463768117,0.02246376811594203,0.9798188405797101,0.027681159420289855,91.332360445146,34.93628244201553,55200,604.386
1003,1,0.5958441444696249,0.7979220722348124,0.193856010082445,0.765457123352413,0.040686866565142046,0.4575290595703172,0.486230640968348,0.513769359031652,0.4710557549722018,0.0014800078805614419,0.44870667493164573,0.020869072159994617,0.10404743713570423,55962.0,31203.0,0.02031166659458836,0.019595688756264808,0.034674470344582355,0.3032142119198297,0.2027418587553518,0.43003839371092756,0.47145060004022615,0.12536339479210215,0.06107915639550808,0.08214524259155147,0.47044549198248975,0.22792121360646206,0.03506369319628845,0.025059224341324415,0.0220223250539386,0.1898638681063107,0.16596750709971314,0.11461411677646595,0.08329849548549544,0.08585487273373793,0.058767845387228686,0.3082260567880946,0.2768816041747755,0.19540428721763323,0.8626619959924462,0.4220713383019312,0.440590657690515,0.09497037581628681,0.045308423070824146,0.04966195274546267,0.04236762819126699,0.018850879595592653,0.02351674859567434,0.9655465697934236,0.04494322632107522,102.6521442527338,38.78157335139345,208107,2027.303
1005,1,0.05646489104116223,0.5282324455205811,0.46527844111185407,0.5209666634826631,0.013754895405482854,0.4060584904196726,0.5312621208595144,0.4687378791404856,0.37382670079900704,0.0,0.33822046388953536,0.03560623690947173,0.2558761926925762,34186.0,18461.0,0.04751376929640835,0.03188270886665115,0.058839500426654257,0.21805911100767977,0.28457838802265145,0.3397331471569312,0.8376527000799178,0.131099216507641,0.06938949654797921,0.21099992242649912,0.48945000387867504,0.08870529827011094,0.09813047862850051,0.05306027461019316,0.05980916918780545,0.21968815452641377,0.1720580249786673,0.09770382437359398,0.029400356838104102,0.03708013342642153,0.02222480800558529,0.34721898999301837,0.262198433015282,0.1797378015669847,0.47381894344891784,0.25052362113102167,0.2232953223178962,0.47575828097122025,0.25126056938949654,0.22449771158172369,0.05042277557986192,0.0294779303389962,0.02094484524086572,0.9749437592118533,0.04289814599332868,28.503799290445336,10.155763722055344,25782,904.511
1007,1,0.5647933116581514,0.7823966558290757,0.21249574781721284,0.7640322031976414,0.023472048985145707,0.39148577262840145,0.5394415590180672,0.46055844098193277,0.38873351977626847,0.0,0.3595241266036312,0.02920939317263728,0.12709193412349626,45340.0,20199.0,0.01939894349003418,0.024814666844231368,0.03919740755537799,0.22022461934567408,0.267234873707107,0.36995605273671595,0.7223422126229901,0.12465041949660408,0.07204687708083633,0.1390331602077507,0.5727349402938696,0.0814134150130954,0.06365694499933414,0.031562125449460646,0.04381408975895592,0.26239623562835707,0.20877169618679806,0.10156700847871443,0.031650907799529455,0.03262751365028632,0.01713499356327962,0.3577040884272206,0.27296133528654504,0.16251609180094995,0.7665468104940738,0.38984329915212856,0.37670351134194524,0.22275491632263505,0.1419185865849869,0.08083632973764815,0.010698273183291161,0.007679673280951747,0.003018599902339415,0.985572868113819,0.02428197274381853,35.97608301951878,10.923620892862274,22527,626.166
1009,1,0.8276234259444334,0.9138117129722166,0.08425824605283727,0.8933484445833985,0.022393309363764265,0.4438893225778472,0.49326047358834246,0.5067395264116575,0.386954636134964,0.0008847254748894093,0.3703009801370457,0.015768930523028885,0.1425969294821754,48695.0,22656.0,0.029889843004597103,0.0201578627808136,0.04069737184491283,0.2666146239916732,0.16554774915430653,0.4695637089079712,0.35255652430914736,0.10831815421979356,0.06380431954202447,0.15007372712290745,0.526775956284153,0.08951340098881083,0.05372538815161766,0.04973544973544974,0.04661288923584005,0.23106947697111632,0.18608725821840577,0.10961922109463093,0.03594414086217365,0.032283806054297856,0.021285454072339317,0.3207390059849077,0.2681065140081534,0.1775175644028103,0.9550524763639517,0.4707606904328216,0.4842917859311302,0.014953595281464133,0.008222742648972157,0.006730852632491977,0.02999392835458409,0.014277040506548704,0.01571688784803539,0.9564055859137827,0.09126550438025847,88.59942363112393,31.661863592699326,57645,650.625
1011,0,-0.5117773019271948,0.24411134903640258,0.7494692144373672,0.24203821656050956,0.008492569002123142,0.45498454404945904,0.5470440494590417,0.4529559505409583,0.4279366306027821,0.0,0.3806027820710974,0.0473338485316847,0.30042503863987635,32152.0,20346.0,0.07930834621329212,0.037480680061823805,0.03149149922720247,0.20034775888717157,0.37702859350850076,0.29569165378670786,1.2750735053903952,0.09746908809891808,0.05882921174652241,0.1918469860896445,0.5043469860896446,0.09611669242658423,0.07003477588871716,0.07206336939721793,0.04974884080370943,0.26632534775888717,0.16093508500772796,0.07708655332302937,0.032360896445131376,0.034486089644513135,0.029269706336939722,0.36872102009273566,0.267484544049459,0.15610510046367854,0.21986089644513138,0.1394899536321484,0.080370942812983,0.7624613601236476,0.3997295208655332,0.36273183925811436,0.01767774343122102,0.007824574961360124,0.009853168469860896,0.990726429675425,0.004926584234930448,16.559464184879893,5.77309758918388,10352,625.141
1013,1,0.1362003013793903,0.5681001506896951,0.4267063673843335,0.5612688960146587,0.012024736601007788,0.43605493133583023,0.4678152309612984,0.5321847690387016,0.4226716604244694,0.000599250936329588,0.3937578027465668,0.028314606741573035,0.2317103620474407,39109.0,20430.0,0.037652933832709116,0.03076154806491885,0.045393258426966294,0.22117353308364543,0.2913358302122347,0.32779026217228463,0.88878732480195,0.12074906367041198,0.07176029962546816,0.12549313358302122,0.533083645443196,0.11340823970037453,0.04968789013732834,0.03850187265917603,0.037303370786516854,0.22561797752808987,0.186167290886392,0.12129837702871411,0.044094881398252184,0.037852684144818974,0.03146067415730337,0.3194007490636704,0.262521847690387,0.1900624219725343,0.5200499375780274,0.2466916354556804,0.2733583021223471,0.45218476903870164,0.2041947565543071,0.2479900124843945,0.02776529338327091,0.01692883895131086,0.01083645443196005,0.9862671660424469,0.0033458177278401996,25.743111387646906,8.623460234124117,20025,777.878
1015,1,0.4255969809356497,0.7127984904678248,0.2766588667892362,0.6866329600534848,0.03670817315727896,0.4158543154529184,0.480590453352795,0.519409546647205,0.4611548419607639,0.002545656744687136,0.4183999721976055,0.04020921301847122,0.18088064084519279,45197.0,24706.0,0.033640897322281885,0.027897965212253906,0.04994873933517524,0.2797702827155989,0.23231507063545848,0.3983127421849207,0.5832479005344094,0.12843837425498272,0.06226867538966793,0.12213070600705486,0.5289318667570244,0.13002832368937775,0.0451962675285409,0.04122573806669099,0.03570870041182297,0.24289735703487464,0.18295713218300927,0.10307737753914056,0.05621296634172618,0.04417105423204574,0.02964430311560583,0.3443065909051417,0.268353924481746,0.16843038106656938,0.7433491459451945,0.36041460320770125,0.3829345427374933,0.20570296616796122,0.0951623833602669,0.11054058280769431,0.050947887886844255,0.025013466784826844,0.02593442110201741,0.9734226485256042,0.036516707501433564,187.98170127212416,73.54932278047896,115098,612.283
1017,1,0.15109708666617744,0.5755485433330887,0.41611510791366907,0.5642446043165468,0.019640287769784173,0.41092650623780524,0.4806066339502158,0.5193933660497841,0.46032637616035005,0.00035475669603263763,0.43711937562821496,0.022852243836102407,0.16351327381304323,39872.0,22827.0,0.035002660675220246,0.028823981552651805,0.06840891621829362,0.26733873351859516,0.25090167326908297,0.37344054869035653,0.6718651044965168,0.12268669071128717,0.08218530124756104,0.1424052503991013,0.5546325311890262,0.0958434340448176,0.04171347484183764,0.04298468633595459,0.05770708922130905,0.24419085910246555,0.20182699698456807,0.10861467510199255,0.03692425944539703,0.03577130018329096,0.023147874416129605,0.3228285933897002,0.2805829835038136,0.1894696387394312,0.5759770590669899,0.2798439070537456,0.29613315201324425,0.393750369538225,0.18193105894873765,0.2118193105894874,0.030272571394785078,0.018831667947732514,0.011440903447052564,0.9861053627387217,0.02270442854608881,56.08586147491921,22.410468388074502,33826,603.111
1019,1,0.7053333333333334,0.8526666666666667,0.14413491102208142,0.8341563402590143,0.021708748718904314,0.4151549143232894,0.4958805554481105,0.5041194445518895,0.401732874327931,0.0,0.3792596603875759,0.022473213940355084,0.14802924225428385,41014.0,23356.0,0.03535373070823502,0.03183382972962519,0.05848450856767106,0.284570456039918,0.1659381889916064,0.49530035199009786,0.3350253807106599,0.11259815108498046,0.0639384210729896,0.15503036398096934,0.5432251576219395,0.09728077979344757,0.04525586972498356,0.050903183382972964,0.058871310873012804,0.19645689088306967,0.20879588442347116,0.1379723823153986,0.04220013151278382,0.03450276563648319,0.02057788264418056,0.28391289212083703,0.29420183344292733,0.21742157583259197,0.9282094921285731,0.4591730166711794,0.46903647545739374,0.049007852086798434,0.02487138823347387,0.024136463853324564,0.022782655784628476,0.01183615054345724,0.010946505241171238,0.9920705527404944,0.015394731752601245,43.0901287553648,17.67740322513438,25853,599.975
