fips,totalvotes,mode,dem,repub,other,pop_tot,pop_male,pop_female,hispanic,labor_total,labor_armed,labor_employed,labor_unemployed,income_median,income_percapita,income_poverty,native_yes,native_no,houses_tot,income_10,income_10-15,income_15-25,income_25,marital_single,marital_married,marital_sepdiv,marital_widow,edu_low,edu_mid,edu_high,edu_low_age_18,edu_low_age_45,edu_low_age_65,edu_mid_age_18,edu_mid_age_45,edu_mid_age_65,edu_high_age_18,edu_high_age_45,edu_high_age_65,race_wht_total,race_wht_male,race_wht_female,race_blk_total,race_blk_male,race_blk_female,race_other_total,race_other_male,race_other_female,CENSUSAREA,pop_density,year
6009,23306,TOTAL,9813,12835,658,45994,22978,23016,4595,20911.0,20.0,19293.0,1598.0,54971.0,28408.0,3773.0,44131.0,1863.0,18794,892.0,1016.0,1946.0,14940.0,7803,23239,5012,2789,3506,26554,6711,1188,996,1322,8699,11748,6107,1449,3479,1783,42099,21030,21069,467,266,201,3428,1682,1746,1020.012,45.09162637302307,2008
6011,6429,TOTAL,2569,3733,127,21165,10839,10326,11136,9987.0,27.0,8547.0,1413.0,48016.0,21317.0,3107.0,15814.0,5351.0,6972,376.0,445.0,797.0,5354.0,4671,8791,1491,1047,4452,8776,1647,2376,1358,718,4353,3029,1394,683,640,324,14169,7185,6984,196,139,57,6800,3515,3285,1150.731,18.39265649400251,2008
6013,451650,TOTAL,306983,136436,8231,1024809,500249,524560,239836,526800.0,654.0,482898.0,43248.0,78385.0,37818.0,91142.0,782896.0,241913.0,368087,14602.0,13384.0,24615.0,315486.0,244124,430587,93818,45026,93090,405373,267776,49566,24293,19231,200820,140927,63626,111801,115320,40655,639036,314209,324827,92810,43232,49578,292963,142808,150155,715.937,1431.4234353022682,2008
6015,9531,TOTAL,4323,4967,241,28471,15654,12817,4896,10572.0,0.0,9503.0,1069.0,36118.0,18974.0,5526.0,26405.0,2066.0,9906,662.0,1289.0,1735.0,6220.0,7527,10012,4070,1708,4174,15096,2845,1979,1096,1099,7322,5492,2282,1033,1258,554,21022,10863,10159,991,907,84,6458,3884,2574,1006.373,28.290703347565962,2008
6017,92926,TOTAL,40529,50314,2083,179053,89764,89289,20641,92541.0,92.0,84829.0,7620.0,70000.0,34393.0,14003.0,164976.0,14077.0,68394,2483.0,2213.0,4818.0,58880.0,35613,83978,18679,7132,10740,86934,39261,5615,2737,2388,34103,37167,15664,14328,18486,6447,157699,78805,78894,1140,604,536,20214,10355,9859,1707.883,104.83914881757123,2008
6019,272289,TOTAL,136706,131015,4568,908830,454107,454723,446727,416557.0,856.0,368278.0,47423.0,46430.0,20329.0,200288.0,711335.0,197495.0,283836,21431.0,19921.0,36897.0,205587.0,241074,324292,81239,36224,167137,358962,108394,87584,49685,29868,211124,103081,44757,50939,42435,15020,556526,275401,281125,45704,23054,22650,306600,155652,150948,5957.991,152.53967318849593,2008
6021,9879,TOTAL,3734,5910,235,27935,14076,13859,9989,12681.0,33.0,11602.0,1046.0,43074.0,19987.0,4875.0,23547.0,4388.0,9660,571.0,792.0,1528.0,6769.0,5924,11839,2122,1500,5201,11906,2866,2429,1571,1201,5880,4140,1886,1125,1246,495,21015,10644,10371,197,114,83,6723,3318,3405,1313.947,21.260370471563924,2008
6023,63727,TOTAL,39692,21713,2322,133058,66509,66549,12251,66742.0,224.0,60816.0,5702.0,40089.0,24025.0,22973.0,125885.0,7173.0,54276,4354.0,4818.0,8041.0,37063.0,39552,48435,16101,6813,10539,70970,24372,4679,2848,3012,36469,23887,10614,9947,10956,3469,110110,54788,55322,1477,813,664,21471,10908,10563,3567.987,37.29217623270488,2008
6025,38820,TOTAL,24162,14008,650,168052,86759,81293,132679,67490.0,172.0,57432.0,9886.0,38685.0,16395.0,33784.0,114438.0,53614.0,47304,4045.0,4568.0,7470.0,31221.0,43675,61612,15232,7087,41984,63576,12801,16705,14676,10603,41032,17064,5480,6983,4608,1210,116384,58500,57884,5824,4411,1413,45844,23848,21996,4176.603,40.23652714897729,2008
6027,8533,TOTAL,3743,4523,267,18434,9224,9210,3310,9275.0,0.0,8646.0,629.0,44808.0,26762.0,2178.0,16548.0,1886.0,7982,444.0,543.0,1126.0,5869.0,4010,7916,2268,1018,1683,9928,2783,748,486,449,3628,4012,2288,793,1308,682,13893,7114,6779,178,17,161,4363,2093,2270,10180.879,1.8106491590755571,2008
6029,232850,TOTAL,93457,134793,4600,815693,420962,394731,388756,355225.0,4115.0,310995.0,40115.0,47089.0,20100.0,159967.0,648344.0,167349.0,248057,16661.0,18238.0,30209.0,182949.0,205639,294087,78610,31482,159985,333173,72902,88752,47709,23524,195651,99811,37711,32254,29481,11167,537410,275933,261477,45273,25325,19948,233010,119704,113306,8131.916,100.30760278389496,2008
6031,35108,TOTAL,14747,19710,651,151122,85889,65233,74726,65709.0,5708.0,52826.0,7175.0,48684.0,17875.0,25713.0,118604.0,32518.0,40606,2158.0,2276.0,5165.0,31007.0,39489,57646,13804,5158,32392,65814,11059,18755,9227,4410,42444,17599,5771,5316,4277,1466,107334,58342,48992,11483,8521,2962,32305,19026,13279,1389.42,108.76624778684631,2008
6033,25542,TOTAL,14854,9935,753,64371,32294,32077,10505,27407.0,44.0,24131.0,3232.0,39491.0,21531.0,12087.0,58651.0,5720.0,25180,1944.0,2424.0,3895.0,16917.0,14287,25517,9252,4048,7804,34924,7578,3218,2535,2051,13572,13983,7369,1978,3996,1604,55225,27717,27508,1378,774,604,7768,3803,3965,1256.464,51.23186975512231,2008
6035,11387,TOTAL,3586,7483,318,35081,22863,12218,5974,11595.0,51.0,10481.0,1063.0,50317.0,19756.0,3438.0,32565.0,2516.0,10276,687.0,710.0,1289.0,7590.0,10345,13215,5204,1211,6762,18769,3164,5019,1027,716,10010,6680,2079,1082,1645,437,24986,14456,10530,2989,2809,180,7106,5598,1508,4541.184,7.725077865155871,2008
6037,3318248,TOTAL,2295853,956425,65970,9758256,4811964,4946292,4599258,4959167.0,5376.0,4522917.0,430874.0,55476.0,27344.0,1508618.0,6280433.0,3477823.0,3217889,199280.0,186531.0,338792.0,2493286.0,3053332,3430779,865972,401865,1716085,3671444,1910214,852866,548294,314925,2135071,1064895,471478,989526,681050,239638,4961910,2476525,2485385,852780,398639,454141,3943566,1936800,2006766,4057.884,2404.7646507391537,2008
6039,42355,TOTAL,17952,23583,820,147738,71232,76506,76719,59681.0,13.0,52484.0,7184.0,46039.0,18724.0,26656.0,117356.0,30382.0,42089,2250.0,2925.0,5003.0,31911.0,36873,56393,13807,5834,34160,58775,12351,20036,8947,5177,30061,19889,8825,4411,5453,2487,117587,58311,59276,5654,1795,3859,24497,11126,13371,2137.069,69.13113240611324,2008
6041,140197,TOTAL,109320,28384,2493,248601,122533,126068,35829,132819.0,200.0,125177.0,7442.0,89268.0,53940.0,16796.0,201756.0,46845.0,102727,3747.0,3471.0,6232.0,89277.0,54899,107657,31758,11523,17562,79132,100458,10717,4161,2684,32138,29580,17414,33899,47274,19285,200047,96928,103119,7470,4825,2645,41084,20780,20304,520.306,477.79768059564947,2008
6043,9651,TOTAL,4100,5298,253,18290,9159,9131,1699,8644.0,0.0,7530.0,1114.0,49098.0,27064.0,2286.0,17606.0,684.0,7724,571.0,686.0,844.0,5623.0,3473,8603,2181,1235,1469,10511,2843,419,485,565,3572,4577,2362,925,1221,697,16510,8194,8316,99,86,13,1681,879,802,1448.816,12.624101335159192,2008
6045,40016,TOTAL,27843,10721,1452,87487,43955,43532,18468,42663.0,43.0,38802.0,3818.0,43759.0,23357.0,14710.0,77324.0,10163.0,34374,2441.0,2549.0,5089.0,24295.0,20401,34102,12158,5020,11747,42220,13892,6146,3243,2358,18509,16661,7050,3477,6798,3617,73196,36596,36600,862,574,288,13429,6785,6644,3506.343,24.95106725154955,2008
6047,63808,TOTAL,34031,28704,1073,250699,126197,124502,134778,110083.0,173.0,94778.0,15132.0,43844.0,18041.0,53738.0,188498.0,62201.0,73586,5570.0,5514.0,10528.0,51974.0,63795,91408,20208,8891,52043,99701,18342,26192,16671,9180,61022,27768,10911,8890,6907,2545,166042,82815,83227,9781,5090,4691,74876,38292,36584,1934.972,129.56208151849225,2008
6049,4420,TOTAL,1313,2981,126,9605,4816,4789,1261,4096.0,0.0,3630.0,466.0,34588.0,20536.0,1709.0,8971.0,634.0,3977,234.0,438.0,797.0,2508.0,1677,4355,1234,590,1171,5190,1115,444,414,313,1801,2140,1249,327,538,250,8470,4265,4205,96,80,16,1039,471,568,3917.77,2.4516497905696353,2008
6051,5571,TOTAL,3093,2354,124,13905,7630,6275,3484,8976.0,176.0,8226.0,574.0,55087.0,27321.0,1664.0,11341.0,2564.0,5283,201.0,284.0,632.0,4166.0,4131,5468,1457,358,1323,6601,3009,971,218,134,3440,2424,737,1353,1370,286,11368,6282,5086,118,118,0,2419,1230,1189,3048.982,4.560538566642899,2008
6053,129783,TOTAL,88453,38797,2533,407435,209831,197604,218868,202244.0,6010.0,176225.0,20009.0,59271.0,25776.0,54276.0,284647.0,122788.0,124963,5209.0,5670.0,12175.0,101909.0,110222,155067,35886,15672,86875,150033,61038,51656,24080,11139,86496,44312,19225,23586,25261,12191,284397,144945,139452,13091,8160,4931,109947,56726,53221,3280.595,124.19545844580024,2008
6055,59642,TOTAL,38849,19484,1309,134051,66748,67303,41074,69135.0,154.0,63873.0,5108.0,67389.0,34310.0,12948.0,103891.0,30160.0,49179,1861.0,2285.0,3960.0,41073.0,30404,57192,13694,7197,18470,56231,28120,10231,5019,3220,25883,19294,11054,9978,12395,5747,108377,54267,54110,2943,1578,1365,22731,10903,11828,748.362,179.1258775833086,2008
6057,55647,TOTAL,28617,25663,1367,98186,48741,49445,7913,49116.0,67.0,45064.0,3985.0,57121.0,30727.0,8740.0,92793.0,5393.0,41255,1928.0,2285.0,3892.0,33150.0,19364,45969,12345,5100,5064,49998,23441,2292,1210,1562,18029,21116,10853,6473,11140,5828,90959,44960,45999,432,294,138,6795,3487,3308,957.772,102.5150035707872,2008
6059,1153687,TOTAL,549558,579064,25065,2965525,1467799,1497726,973899,1559264.0,2568.0,1442008.0,114688.0,74344.0,34017.0,296846.0,2062488.0,903037.0,984503,38752.0,31753.0,69324.0,844674.0,769840,1213771,260126,116106,367686,1134498,722241,200786,105214,61686,613513,351190,169795,343737,278114,100390,1839676,911393,928283,48361,24675,23686,1077488,531731,545757,790.568,3751.132097428684,2008
6061,173107,TOTAL,75112,94647,3348,336477,164341,172136,41206,168436.0,545.0,156296.0,11595.0,74447.0,35680.0,22090.0,302458.0,34019.0,129153,4496.0,4486.0,9230.0,110941.0,63768,158069,32027,14448,19186,154345,79398,9462,4034,5690,67323,55808,31214,33725,32812,12861,284169,139148,145021,4502,2479,2023,47806,22714,25092,1407.009,239.14345963671875,2008
6063,11028,TOTAL,4715,6035,278,20392,10451,9941,1593,9867.0,0.0,8895.0,972.0,44000.0,28732.0,2437.0,19221.0,1171.0,10090,847.0,799.0,949.0,7495.0,3120,9901,2912,1473,1567,11863,3152,617,474,476,4036,5313,2514,664,1553,935,18706,9462,9244,225,111,114,1461,878,583,2553.043,7.9873311965368385,2008
6065,647299,TOTAL,325017,310041,12241,2109464,1050949,1058515,933529,978372.0,4194.0,865088.0,109090.0,57768.0,24431.0,278358.0,1637537.0,471927.0,666906,31641.0,32917.0,67945.0,534403.0,502998,826423,195822,83614,311502,914746,271986,167957,90663,52882,499516,275551,139679,113836,105788,52362,1365281,679654,685627,131258,66872,64386,612925,304423,308502,7206.48,292.71766521241994,2008
6067,541101,TOTAL,316506,213583,11012,1395144,683659,711485,289636,698652.0,1304.0,625894.0,71454.0,56439.0,26953.0,190768.0,1121374.0,273770.0,508499,25150.0,27357.0,49482.0,406510.0,369344,511829,154014,61759,157277,617117,258058,80292,43489,33496,334190,198551,84376,123920,99485,34653,839130,409081,430049,142676,69850,72826,413338,204728,208610,964.644,1446.2786271412044,2008
6069,19705,TOTAL,11917,7425,363,54492,27324,27168,29835,27598.0,51.0,24698.0,2849.0,65771.0,25508.0,6323.0,42906.0,11586.0,16812,929.0,693.0,1312.0,13878.0,12309,23035,4261,1723,10122,21916,6268,5683,2825,1614,11676,7500,2740,2516,2977,775,37593,18428,19165,665,377,288,16234,8519,7715,1388.71,39.23929402106991,2008
6071,606334,TOTAL,315720,277408,13206,2005287,998752,1006535,960138,940945.0,13694.0,823910.0,103341.0,55845.0,21867.0,291020.0,1572656.0,432631.0,596125,31268.0,30690.0,58984.0,475183.0,517316,735961,191169,71667,311189,866084,227358,168978,90503,51708,503182,270288,92614,108621,91702,27035,1219774,612002,607772,178597,87075,91522,606916,299675,307241,20056.938,99.97971774156156,2008
6073,1231047,TOTAL,666581,541032,23434,3022468,1516787,1505681,940777,1575742.0,77935.0,1380907.0,116900.0,63069.0,30715.0,361248.0,2323982.0,698486.0,1061789,52540.0,47066.0,91302.0,870881.0,836833,1180802,295278,119421,331931,1276565,695024,167161,97790,66980,729963,372987,173615,342599,255296,97129,2147740,1083257,1064483,152313,81142,71171,722415,352388,370027,4206.63,718.5010328933137,2008
6075,382865,TOTAL,322220,52292,8353,789172,399683,389489,116075,479039.0,218.0,444628.0,34193.0,71304.0,45478.0,92600.0,508110.0,281062.0,335956,22136.0,20072.0,28019.0,265729.0,327139,267499,68169,37906,94155,256624,331859,28493,32749,32913,132802,81255,42567,211740,87426,32693,406874,215336,191538,49071,25026,24045,333227,159321,173906,46.873,16836.387685874597,2008
6077,209349,TOTAL,113974,91607,3768,673613,335907,337706,253771,310090.0,247.0,271639.0,38204.0,54341.0,22851.0,105502.0,516632.0,156981.0,212905,11106.0,12484.0,21885.0,167430.0,164136,254555,61252,28665,110594,288664,73490,58307,30621,21666,160074,92594,35996,33157,29983,10350,398739,197218,201521,49261,24595,24666,225613,114094,111519,1391.322,484.15320105626165,2008
6079,132653,TOTAL,68176,61055,3422,265577,136223,129354,52751,131444.0,232.0,121560.0,9652.0,57365.0,29790.0,32183.0,239021.0,26556.0,102434,6015.0,5626.0,10245.0,80548.0,73712,109296,28230,13384,24029,134904,55645,13080,6443,4506,69321,42608,22975,18755,25271,11619,223464,112139,111325,5666,4441,1225,36447,19643,16804,3298.567,80.51284087908476,2008
6081,303292,TOTAL,222826,75057,5409,704327,345989,358338,172151,386250.0,190.0,360951.0,25109.0,85648.0,43958.0,48744.0,465102.0,239225.0,255758,8072.0,6815.0,14763.0,226108.0,177873,302644,61061,32177,64091,258652,224390,30913,17656,15522,124287,88072,46293,106462,86696,31232,423328,210909,212419,20503,10219,10284,260496,124861,135635,448.408,1570.7279977163655,2008
6083,174912,TOTAL,105614,65585,3713,416051,208781,207270,170439,211716.0,2051.0,194019.0,15646.0,60078.0,29731.0,57463.0,317266.0,98785.0,141793,7181.0,6690.0,13275.0,114647.0,123845,157330,38415,17609,61514,173566,84123,37332,15197,8985,97148,48697,27721,35033,32889,16201,317602,158136,159466,7976,4541,3435,90473,46104,44369,2735.085,152.11629620286024,2008
6085,665589,TOTAL,462241,190039,13309,1739396,873844,865552,456367,915937.0,604.0,843854.0,71479.0,86850.0,39804.0,152066.0,1095966.0,643430.0,596747,24105.0,18169.0,38262.0,516211.0,441657,742443,137497,65688,182670,587684,547462,90527,51162,40981,319186,186524,81974,293848,189995,63619,879240,444137,435103,44431,22920,21511,815725,406787,408938,1290.1,1348.264475622045,2008
6087,127483,TOTAL,98745,25244,3494,256901,128150,128751,79100,137950.0,62.0,126380.0,11508.0,65253.0,32862.0,31445.0,209644.0,47257.0,93802,5025.0,4813.0,8159.0,75805.0,78507,97800,26394,9428,30592,106571,64583,16824,8849,4919,58602,34626,13343,26707,28667,9209,214289,107370,106919,2424,1372,1052,40188,19408,20780,445.17,577.0851584787833,2008
6089,80390,TOTAL,28867,49588,1935,176906,86998,89908,14162,79720.0,290.0,70143.0,9287.0,43944.0,23772.0,28772.0,167881.0,9025.0,69100,5235.0,5828.0,8461.0,49576.0,38443,72748,22909,9978,16413,94987,24800,6447,5319,4647,40907,35005,19075,8862,10948,4990,156316,76509,79807,1470,872,598,19120,9617,9503,3775.402,46.85752669517047,2008
6091,1991,TOTAL,743,1158,90,3366,1689,1677,264,1784.0,0.0,1616.0,168.0,52950.0,27389.0,365.0,3189.0,177.0,1437,115.0,125.0,64.0,1133.0,535,1377,725,263,340,1846,598,94,99,147,483,941,422,171,318,109,3126,1528,1598,37,11,26,203,150,53,953.214,3.5312112495200445,2008
6093,21470,TOTAL,9292,11520,658,44690,22218,22472,4454,19773.0,18.0,17370.0,2385.0,36981.0,22179.0,7487.0,42085.0,2605.0,20097,1651.0,2286.0,3122.0,13038.0,8751,19428,6645,2493,4201,23809,7465,1469,1311,1421,8751,9660,5398,2003,3726,1736,38777,19243,19534,577,289,288,5336,2686,2650,6277.887,7.118637210258802,2008
6095,160973,TOTAL,102095,56035,2843,410042,205213,204829,94832,208839.0,4271.0,185585.0,18983.0,68409.0,28649.0,41158.0,328413.0,81629.0,139011,5913.0,5565.0,10031.0,117502.0,101908,163554,42006,18557,44833,195550,66200,23170,12346,9317,101355,68410,25785,27152,29840,9208,212062,105669,106393,60784,31225,29559,137196,68319,68877,821.765,498.977201511381,2008
6097,229351,TOTAL,168888,55127,5336,474047,233187,240860,112084,253715.0,606.0,233182.0,19927.0,63274.0,32597.0,48005.0,395419.0,78628.0,184033,8152.0,7891.0,16617.0,151373.0,119045,192371,54388,21789,51733,211319,104473,29052,14780,7901,102241,75135,33943,35095,47827,21551,384721,187325,197396,6997,4001,2996,82329,41861,40468,1575.849,300.82006588194685,2008
6099,161015,TOTAL,80279,77497,3239,509682,252215,257467,206983,237373.0,276.0,207424.0,29673.0,51094.0,22064.0,82480.0,405861.0,103821.0,163841,9373.0,10013.0,19849.0,124606.0,120247,195895,49298,22276,86552,222273,52120,42475,26871,17206,124696,69425,28152,23946,20796,7378,385134,190438,194696,14241,7129,7112,110307,54648,55659,1494.827,340.9638707355433,2008
6101,32941,TOTAL,13412,18911,618,93420,46498,46922,25945,44828.0,740.0,38164.0,5924.0,50944.0,22344.0,13194.0,72601.0,20819.0,31373,1397.0,2122.0,3491.0,24363.0,18671,39873,8780,4677,14574,41506,11347,7351,3938,3285,21517,13753,6236,5125,4344,1878,61613,30470,31143,1505,763,742,30302,15265,15037,602.41,155.07710695373584,2008
6103,24436,TOTAL,8945,14843,648,62575,31198,31377,13017,26112.0,92.0,23076.0,2944.0,38137.0,20198.0,12397.0,55819.0,6756.0,23510,1659.0,2298.0,3393.0,16160.0,12824,24839,8027,3832,9195,31755,5386,4334,2693,2168,13264,11919,6572,2123,2234,1029,52513,26009,26504,374,245,129,9688,4944,4744,2949.709,21.213957037795932,2008
6105,6374,TOTAL,3233,2940,201,13701,6996,6705,892,6029.0,10.0,5213.0,806.0,38725.0,22073.0,1993.0,13276.0,425.0,5889,301.0,493.0,928.0,4167.0,2759,5940,2038,931,1151,7903,2039,470,343,338,2660,3641,1602,478,1018,543,12084,6106,5978,54,54,0,1563,836,727,3179.254,4.309501537153055,2008
6107,105206,TOTAL,43634,59765,1807,429404,215004,214400,253058,189617.0,331.0,166451.0,22835.0,43851.0,17966.0,97012.0,330131.0,99273.0,126664,8979.0,8408.0,17738.0,91539.0,99543,161552,34709,16867,90892,165171,32518,47898,27530,15464,98170,47727,19274,14086,13097,5335,332169,166147,166022,6294,3155,3139,90941,45702,45239,4824.215,89.01012910908821,2008
6109,27181,TOTAL,11532,14988,661,56074,29774,26300,5740,23506.0,4.0,21022.0,2480.0,47462.0,25483.0,5925.0,53869.0,2205.0,22192,1054.0,1493.0,2971.0,16674.0,11985,24161,8179,3759,6174,32517,7346,3285,1601,1288,12153,13314,7050,1588,3282,2476,48883,24980,23903,1275,1237,38,5916,3557,2359,2220.884,25.248504649499928,2008
6111,339800,TOTAL,187601,145853,6346,809080,402061,407019,315604,419563.0,4415.0,385262.0,29886.0,75348.0,32348.0,73842.0,624069.0,185011.0,264305,9002.0,9452.0,19313.0,226538.0,195407,334602,74254,31733,107048,324626,164308,58624,29974,18450,169358,105378,49890,68107,73239,22962,559845,276976,282869,14532,7584,6948,234703,117501,117202,1843.133,438.96994953701113,2008
6113,79749,TOTAL,53488,24592,1669,196418,95908,100510,57963,99507.0,255.0,90422.0,8830.0,57077.0,27420.0,31895.0,156261.0,40157.0,69386,4728.0,3788.0,7247.0,53623.0,65350,70624,16804,6743,20439,84475,46369,10305,5604,4530,55006,20668,8801,24266,16687,5416,131341,63485,67856,4610,2221,2389,60467,30202,30265,1014.689,193.57458295103228,2008
6115,21401,TOTAL,8866,12007,528,71160,35887,35273,17072,32670.0,2020.0,26178.0,4472.0,46807.0,19937.0,13760.0,61831.0,9329.0,23750,1341.0,1610.0,3064.0,17735.0,15411,26759,8271,3209,11212,33605,5432,5999,3343,1870,18674,10816,4115,2238,2251,943,49292,24726,24566,1773,1035,738,20095,10126,9969,631.839,112.62362722149155,2008
8001,160499,TOTAL,93443,63976,3080,425330,214100,211230,156489,226945.0,437.0,208524.0,17984.0,54666.0,23999.0,58550.0,361017.0,64313.0,147951,8153.0,6506.0,14857.0,118435.0,93651,170714,43634,13871,60522,187080,56003,35551,15496,9475,105671,60440,20969,33158,18631,4214,328366,164968,163398,12925,6935,5990,84039,42197,41842,1167.653,364.2606150971222,2008
8003,6286,TOTAL,3521,2635,130,15293,7679,7614,6822,7401.0,0.0,6664.0,737.0,35935.0,18820.0,3353.0,14371.0,922.0,5798,968.0,379.0,753.0,3698.0,4115,5667,1649,641,1497,7488,2413,643,475,379,4388,2291,809,855,1078,480,12333,6184,6149,91,67,24,2869,1428,1441,722.643,21.16259342441565,2008
8005,266148,TOTAL,148218,113866,4064,552860,271065,281795,97559,307666.0,1971.0,285347.0,20348.0,58719.0,31898.0,63615.0,470446.0,82414.0,218909,13577.0,9137.0,18735.0,177460.0,130032,227302,57511,19553,43749,223620,141894,27583,9734,6432,119479,74338,29803,63027,61675,17192,418778,205324,213454,54109,26883,27226,79973,38858,41115,798.1,692.7202104999374,2008
8007,6625,TOTAL,2836,3638,151,12136,6145,5991,2063,5581.0,0.0,4964.0,617.0,56068.0,25421.0,1032.0,11926.0,210.0,3377,117.0,192.0,304.0,2764.0,3192,5235,904,288,725,5463,2765,381,173,171,2588,2025,850,610,1347,808,10929,5613,5316,71,32,39,1136,500,636,1350.175,8.98846445831096,2008
8009,2175,TOTAL,536,1572,67,3833,1864,1969,307,1891.0,0.0,1843.0,48.0,36017.0,21472.0,522.0,3728.0,105.0,1682,213.0,132.0,247.0,1090.0,558,1878,401,355,472,1963,544,134,107,231,636,710,617,185,247,112,3528,1749,1779,33,0,33,272,115,157,2554.967,1.5002150712709792,2008
8011,1920,TOTAL,799,1077,44,6125,3852,2273,1757,2134.0,0.0,1814.0,320.0,36412.0,16505.0,1136.0,5841.0,284.0,1935,214.0,125.0,260.0,1336.0,1587,2228,1074,290,1119,3305,587,695,261,163,1568,1120,617,225,307,55,5012,2989,2023,356,347,9,757,516,241,1512.861,4.048620461496462,2008
8013,171763,TOTAL,124159,44904,2700,290177,145782,144395,37374,163833.0,214.0,153341.0,10278.0,64839.0,36947.0,35657.0,257764.0,32413.0,117629,8163.0,4617.0,9879.0,94970.0,85032,117669,27466,8343,14711,101068,111982,9247,3165,2299,59627,29264,12177,54404,44754,12824,253057,127186,125871,2321,1303,1018,34799,17293,17506,726.289,399.53379439864847,2008
8014,29453,TOTAL,16168,12757,528,52872,26249,26623,5685,30108.0,57.0,28307.0,1744.0,75590.0,35836.0,2886.0,48616.0,4256.0,20116,649.0,508.0,1326.0,17633.0,10963,23426,4865,1982,2071,20846,15968,1075,596,400,9932,7767,3147,9052,5714,1202,46188,22862,23326,463,322,141,6221,3065,3156,33.034,1600.5327844039475,2008
8015,9920,TOTAL,4861,4873,186,17540,9476,8064,1575,8470.0,16.0,7776.0,678.0,42941.0,26110.0,1858.0,16982.0,558.0,7396,464.0,621.0,1046.0,5265.0,3438,8626,2097,1027,1578,8345,4548,878,390,310,3407,3092,1846,1106,2289,1153,16359,8556,7803,329,329,0,852,591,261,1013.403,17.308020599899546,2008
8017,1111,TOTAL,198,890,23,2194,982,1212,203,1162.0,0.0,1094.0,68.0,47125.0,22999.0,253.0,2075.0,119.0,829,43.0,60.0,82.0,644.0,522,967,151,168,204,1165,316,66,32,106,429,462,274,149,114,53,2157,970,1187,0,0,0,37,12,25,1778.276,1.233779233369848,2008
8019,5767,TOTAL,3332,2300,135,9088,4700,4388,386,5767.0,0.0,5364.0,403.0,60426.0,34506.0,725.0,8809.0,279.0,4164,121.0,308.0,330.0,3405.0,1877,4379,1226,251,294,4107,2988,186,53,55,1503,2189,415,1192,1296,500,8654,4504,4150,1,1,0,433,195,238,395.227,22.994380444655857,2008
8021,3874,TOTAL,2154,1653,67,8220,4081,4139,4497,3637.0,21.0,3295.0,321.0,33627.0,17541.0,1434.0,7876.0,344.0,3121,315.0,314.0,559.0,1933.0,1439,3695,708,451,1114,3768,985,368,231,515,1716,1450,602,340,479,166,6529,3232,3297,36,6,30,1655,843,812,1287.391,6.385006575313948,2008
8023,1697,TOTAL,1245,415,37,3536,1856,1680,2200,1415.0,0.0,1254.0,161.0,24388.0,16525.0,1001.0,3201.0,335.0,1454,277.0,197.0,265.0,715.0,807,1567,325,284,759,1646,356,257,211,291,697,633,316,9,212,135,2866,1512,1354,10,4,6,660,340,320,1226.952,2.8819383317358787,2008
8025,1558,TOTAL,552,976,30,5897,4104,1793,1575,1591.0,0.0,1478.0,113.0,38189.0,18966.0,771.0,5535.0,362.0,1163,123.0,97.0,159.0,784.0,1685,2324,932,275,1580,2956,516,1146,328,106,1531,989,436,270,208,38,4580,2897,1683,553,545,8,764,662,102,787.421,7.489005246240575,2008
8027,2629,TOTAL,912,1672,45,3899,1996,1903,183,1783.0,0.0,1596.0,187.0,39909.0,26860.0,589.0,3815.0,84.0,1850,150.0,124.0,325.0,1251.0,605,2016,523,203,271,2044,868,108,93,70,499,1005,540,103,535,230,3724,1982,1742,5,0,5,170,14,156,738.625,5.278727365036385,2008
8029,15434,TOTAL,5084,10067,283,30533,15389,15144,4120,14149.0,0.0,13166.0,983.0,40451.0,22080.0,3906.0,29098.0,1435.0,12700,787.0,1150.0,1685.0,9078.0,4080,15626,3391,1926,3693,15996,4040,1782,765,1146,5581,6506,3909,1072,1934,1034,28518,14127,14391,231,186,45,1784,1076,708,1142.05,26.735256775097415,2008
8031,271533,TOTAL,204882,62567,4084,578087,289443,288644,185463,327437.0,635.0,301268.0,25534.0,45501.0,30806.0,108813.0,481857.0,96230.0,254181,25402.0,16137.0,30394.0,182248.0,188284,189032,69128,24137,75118,209670,168159,41895,20195,13028,119807,59293,30570,100666,50244,17249,421523,212131,209392,59749,29714,30035,96815,47598,49217,153.0,3778.346405228758,2008
8033,1217,TOTAL,369,818,30,2027,1126,901,47,965.0,0.0,876.0,89.0,43058.0,19244.0,321.0,2023.0,4.0,799,67.0,52.0,81.0,599.0,240,1010,194,137,274,1054,216,183,33,58,353,477,224,67,73,76,1924,1070,854,0,0,0,103,56,47,1067.051,1.8996280402717398,2008
8035,151819,TOTAL,61960,88108,1751,273440,135274,138166,19892,150967.0,372.0,143457.0,7138.0,99198.0,42418.0,7774.0,257256.0,16184.0,98725,1704.0,1309.0,2844.0,92868.0,39063,139883,18157,4959,6295,85812,97374,3815,1347,1133,43812,32855,9145,53092,37266,7016,248595,123424,125171,3228,1780,1448,21617,10070,11547,840.248,325.4277308604126,2008
8037,21652,TOTAL,13187,8179,286,50793,27149,23644,14706,32682.0,12.0,31223.0,1447.0,71337.0,36753.0,4763.0,40690.0,10103.0,18183,693.0,578.0,1328.0,15584.0,14745,20364,4269,928,5595,16466,16344,4296,1049,250,10025,5620,821,8822,6077,1445,46274,24615,21659,97,32,65,4422,2502,1920,1684.53,30.152624174101977,2008
