fips,totalvotes,mode,dem,repub,other,pop_tot,pop_male,pop_female,hispanic,labor_total,labor_armed,labor_employed,labor_unemployed,income_median,income_percapita,income_poverty,native_yes,native_no,houses_tot,income_10,income_10-15,income_15-25,income_25,marital_single,marital_married,marital_sepdiv,marital_widow,edu_low,edu_mid,edu_high,edu_low_age_18,edu_low_age_45,edu_low_age_65,edu_mid_age_18,edu_mid_age_45,edu_mid_age_65,edu_high_age_18,edu_high_age_45,edu_high_age_65,race_wht_total,race_wht_male,race_wht_female,race_blk_total,race_blk_male,race_blk_female,race_other_total,race_other_male,race_other_female,CENSUSAREA,pop_density,year
30083,5798,TOTAL,875,4800,123,11366,5710,5656,658,5915.0,0.0,5625.0,290.0,67515.0,34169.0,942.0,10992.0,374.0,4529,324.0,192.0,351.0,3662.0,2664,4565,1054,746,413,6811,1251,160,115,138,2845,2349,1617,810,270,171,10278,5346,4932,22,4,18,1066,360,706,2103.466,5.40346266590475,2020
30085,4017,TOTAL,1910,1996,111,10799,5464,5335,396,4026.0,5.0,3675.0,346.0,51038.0,20564.0,3271.0,10688.0,111.0,3050,355.0,215.0,271.0,2209.0,3765,2687,735,608,673,5279,1232,462,97,114,2770,1573,936,462,565,205,3586,1923,1663,35,30,5,7178,3511,3667,2369.488,4.557524663556009,2020
30087,3773,TOTAL,1199,2486,88,8310,4176,4134,443,3615.0,11.0,3271.0,333.0,57656.0,27655.0,1670.0,8161.0,149.0,3043,258.0,218.0,257.0,2310.0,2003,3127,709,445,676,4159,1060,337,150,189,1812,1387,960,455,381,224,4463,2315,2148,10,0,10,3837,1861,1976,5025.191,1.6536684874266472,2020
30089,7622,TOTAL,1820,5660,142,12615,6532,6083,429,4344.0,0.0,4119.0,225.0,47110.0,29707.0,2027.0,12494.0,121.0,5425,265.0,358.0,740.0,4062.0,2377,5613,1844,1014,1133,7501,1768,481,371,281,1805,2763,2933,513,442,813,11427,5902,5525,39,25,14,1149,605,544,2789.884,4.521693375065056,2020
30091,2030,TOTAL,574,1403,53,3700,1945,1755,168,1820.0,6.0,1786.0,28.0,67457.0,42653.0,356.0,3637.0,63.0,1439,53.0,50.0,130.0,1206.0,839,1539,406,218,275,1929,691,86,80,109,751,661,517,256,227,208,3433,1814,1619,0,0,0,267,131,136,1705.934,2.168899851928621,2020
30093,18658,TOTAL,10392,7745,521,35306,18120,17186,1636,17308.0,69.0,16448.0,791.0,56297.0,35047.0,5438.0,34790.0,516.0,15080,964.0,1020.0,1352.0,11744.0,9620,13053,4809,1843,2061,19141,6960,1161,251,649,8534,6150,4457,2709,2478,1773,32662,16569,16093,53,9,44,2591,1542,1049,718.566,49.13396960056557,2020
30095,5724,TOTAL,1156,4462,106,8978,4560,4418,379,4412.0,27.0,4269.0,116.0,78380.0,45245.0,713.0,8866.0,112.0,3801,130.0,125.0,272.0,3274.0,1534,4642,773,555,608,4576,1938,278,195,135,1562,1722,1292,503,669,766,8380,4298,4082,8,1,7,590,261,329,1805.901,4.971479610454836,2020
30097,2446,TOTAL,549,1840,57,3697,1906,1791,85,1892.0,4.0,1848.0,40.0,64872.0,35495.0,219.0,3669.0,28.0,1446,50.0,53.0,91.0,1252.0,722,1931,295,146,125,2177,650,49,38,38,880,680,617,223,173,254,3448,1818,1630,57,23,34,192,65,127,1862.267,1.9852147946561904,2020
30099,3679,TOTAL,1007,2608,64,6238,3087,3151,112,2944.0,22.0,2862.0,60.0,65224.0,30874.0,886.0,6174.0,64.0,2464,116.0,102.0,178.0,2068.0,1072,3081,468,332,476,3114,1103,208,142,126,1145,999,970,363,408,332,5771,2864,2907,55,5,50,412,218,194,2291.924,2.721730738017491,2020
30101,2119,TOTAL,467,1596,56,5018,2921,2097,211,2215.0,0.0,2128.0,87.0,54040.0,28621.0,468.0,4802.0,216.0,1795,34.0,83.0,257.0,1421.0,1265,2085,616,231,508,2668,806,261,115,132,1100,946,622,425,249,132,4387,2528,1859,78,78,0,553,315,238,1944.981,2.5799737889470387,2020
30103,460,TOTAL,78,373,9,680,359,321,29,368.0,0.0,364.0,4.0,70096.0,37349.0,67.0,669.0,11.0,333,19.0,15.0,11.0,288.0,57,373,101,43,40,345,177,14,14,12,97,136,112,56,93,28,647,349,298,0,0,0,33,10,23,984.418,0.6907634764906777,2020
30105,4261,TOTAL,1030,3135,96,7552,3862,3690,205,3617.0,0.0,3471.0,146.0,59725.0,30941.0,910.0,7515.0,37.0,2833,97.0,131.0,234.0,2371.0,1787,3024,849,480,511,4263,1068,281,126,104,1518,1436,1309,371,337,360,6388,3237,3151,29,7,22,1135,618,517,5061.761,1.4919708773290559,2020
30107,1068,TOTAL,225,823,20,2060,942,1118,44,829.0,0.0,827.0,2.0,48272.0,28410.0,460.0,2001.0,59.0,875,167.0,22.0,64.0,622.0,338,977,235,154,162,1152,315,121,24,17,324,359,469,67,141,107,1946,876,1070,49,49,0,65,17,48,1427.498,1.443084333568243,2020
30109,598,TOTAL,77,516,5,1119,542,577,81,489.0,0.0,489.0,0.0,58750.0,31089.0,195.0,1075.0,44.0,466,29.0,10.0,55.0,372.0,233,510,59,84,60,575,185,27,3,30,182,236,157,42,81,62,1042,505,537,10,0,10,67,37,30,890.246,1.2569559425147656,2020
30111,83821,TOTAL,30679,50772,2370,165524,82077,83447,10268,87182.0,38.0,84122.0,3022.0,72300.0,40978.0,17356.0,162420.0,3104.0,67897,2621.0,2282.0,4858.0,58136.0,39818,67358,19042,7503,7557,79635,40029,3959,2011,1587,36602,25083,17950,17585,12938,9506,144877,71611,73266,1378,886,492,19269,9580,9689,2648.879,62.488320531062385,2020
31001,14602,TOTAL,4213,10085,304,31143,15385,15758,3629,15970.0,0.0,15546.0,424.0,61502.0,34688.0,3563.0,29268.0,1875.0,12717,629.0,660.0,1254.0,10174.0,7484,12641,2952,1664,1788,15955,5822,720,552,516,7012,5249,3694,2707,1681,1434,27135,13465,13670,218,190,28,3790,1730,2060,564.228,55.195771921988985,2020
31003,3583,TOTAL,452,3093,38,6302,3193,3109,226,3329.0,0.0,3260.0,69.0,61924.0,32172.0,686.0,6201.0,101.0,2607,96.0,110.0,196.0,2205.0,1245,2825,565,386,394,3427,951,177,98,119,1149,1165,1113,402,290,259,6043,3036,3007,65,37,28,194,120,74,858.588,7.33995816386905,2020
31005,284,TOTAL,21,260,3,485,255,230,6,224.0,0.0,223.0,1.0,66667.0,31210.0,34.0,475.0,10.0,178,3.0,8.0,13.0,154.0,79,214,39,41,17,215,99,8,4,5,60,64,91,29,52,18,455,238,217,0,0,0,30,17,13,718.1,0.6753933992480156,2020
31007,410,TOTAL,43,362,5,670,328,342,34,360.0,0.0,348.0,12.0,62375.0,38474.0,49.0,623.0,47.0,249,7.0,1.0,12.0,229.0,39,433,37,38,45,331,155,0,10,35,91,120,120,60,47,48,621,297,324,0,0,0,49,31,18,746.187,0.897898248026299,2020
31009,317,TOTAL,35,280,2,384,204,180,0,210.0,0.0,206.0,4.0,52083.0,40093.0,44.0,384.0,0.0,201,9.0,13.0,22.0,157.0,25,242,27,33,33,227,67,7,6,20,53,82,92,9,26,32,384,204,180,0,0,0,0,0,0,714.334,0.5375636606965369,2020
31011,3217,TOTAL,499,2653,65,5397,2721,2676,149,2820.0,0.0,2792.0,28.0,66800.0,36583.0,389.0,5339.0,58.0,2240,105.0,60.0,160.0,1915.0,916,2648,416,372,248,3101,771,50,113,85,963,1149,989,440,168,163,5223,2619,2604,4,0,4,170,102,68,687.214,7.853448852904626,2020
31013,5181,TOTAL,1051,4002,128,10778,5486,5292,1429,5463.0,0.0,5245.0,218.0,67893.0,32141.0,1271.0,10045.0,733.0,4573,316.0,128.0,436.0,3693.0,2030,4498,1254,713,865,5825,1364,459,263,143,2232,2021,1572,428,593,343,9166,4610,4556,365,180,185,1247,696,551,1077.903,9.99904444091908,2020
31015,1153,TOTAL,135,1010,8,1767,918,849,57,877.0,0.0,861.0,16.0,57120.0,35198.0,202.0,1708.0,59.0,807,34.0,35.0,96.0,642.0,325,921,82,149,69,1122,252,24,15,30,285,364,473,90,76,86,1637,818,819,5,5,0,125,95,30,544.524,3.245036031469687,2020
31017,1679,TOTAL,191,1470,18,2691,1324,1367,108,1291.0,0.0,1285.0,6.0,44267.0,31772.0,236.0,2643.0,48.0,1217,59.0,71.0,145.0,942.0,451,1260,261,275,188,1525,463,108,34,46,494,486,545,165,111,187,2504,1205,1299,2,1,1,185,118,67,1225.139,2.19648546001719,2020
31019,23589,TOTAL,6350,16640,599,50103,25127,24976,4867,28393.0,83.0,27501.0,809.0,70093.0,36327.0,5653.0,47833.0,2270.0,19544,1025.0,525.0,1752.0,16242.0,14170,19411,4532,2492,2786,24466,11418,1316,774,696,13489,6060,4917,5430,3766,2222,44442,22147,22295,452,252,200,5209,2728,2481,975.395,51.36688213492995,2020
31021,3731,TOTAL,1063,2580,88,6717,3358,3359,241,3131.0,0.0,3048.0,83.0,54950.0,33457.0,941.0,6661.0,56.0,2790,184.0,92.0,203.0,2311.0,1425,2813,712,517,480,3571,1127,140,138,202,1245,1217,1109,441,385,301,6178,3105,3073,30,18,12,509,235,274,497.061,13.513431953019852,2020
31023,4498,TOTAL,873,3542,83,8373,4192,4181,410,4501.0,0.0,4470.0,31.0,75690.0,39639.0,647.0,8186.0,187.0,3508,241.0,73.0,300.0,2894.0,1637,3967,629,561,566,4366,1474,287,138,141,1503,1631,1232,702,426,346,7741,3908,3833,10,10,0,622,274,348,590.808,14.172116829833042,2020
31025,15284,TOTAL,4737,10121,426,26749,13586,13163,1027,14240.0,81.0,13850.0,309.0,87673.0,40941.0,1482.0,26445.0,304.0,10339,257.0,200.0,432.0,9450.0,5320,13275,1892,1126,1216,13307,5984,639,267,310,5219,4982,3106,2346,2227,1411,24948,12700,12248,44,19,25,1757,867,890,565.889,47.26898738091746,2020
31027,4996,TOTAL,725,4174,97,8375,4291,4084,196,4392.0,3.0,4303.0,86.0,72035.0,35820.0,444.0,8339.0,36.0,3354,102.0,90.0,235.0,2927.0,1505,3949,558,584,385,4480,1363,145,60,180,1427,1682,1371,687,420,256,8075,4132,3943,12,2,10,288,157,131,745.843,11.228904742687135,2020
31029,1993,TOTAL,226,1740,27,3704,1752,1952,694,1776.0,0.0,1729.0,47.0,57313.0,34477.0,298.0,3477.0,227.0,1478,29.0,68.0,132.0,1249.0,652,1805,171,310,346,1810,657,173,45,128,579,586,645,298,208,151,3232,1553,1679,13,13,0,459,186,273,897.495,4.127042490487412,2020
31031,3265,TOTAL,373,2844,48,5473,2815,2658,115,2938.0,0.0,2925.0,13.0,62373.0,31424.0,530.0,5318.0,155.0,2110,55.0,93.0,165.0,1797.0,1107,2530,424,356,140,2970,1045,66,29,45,1118,1023,829,456,326,263,4646,2374,2272,26,26,0,801,415,386,6009.404,0.9107392347061372,2020
31033,4765,TOTAL,855,3813,97,9489,4734,4755,775,4748.0,0.0,4626.0,122.0,54038.0,30467.0,1086.0,9312.0,177.0,4311,164.0,289.0,396.0,3462.0,1735,4142,1162,653,605,5058,1668,211,175,219,1999,1750,1309,718,506,444,8772,4416,4356,101,40,61,616,278,338,1196.116,7.933177049717586,2020
31035,3558,TOTAL,632,2848,78,6088,3093,2995,570,3196.0,12.0,3115.0,69.0,73933.0,36425.0,520.0,5891.0,197.0,2475,86.0,74.0,240.0,2075.0,958,3013,513,336,350,3276,947,169,109,72,1202,1154,920,416,287,244,5584,2849,2735,23,15,8,481,229,252,573.536,10.614852424259333,2020
31037,3717,TOTAL,1025,2636,56,10563,5742,4821,4874,5454.0,89.0,5275.0,90.0,71205.0,29436.0,1057.0,7160.0,3403.0,3616,147.0,24.0,267.0,3178.0,2355,4399,693,416,2025,4397,959,872,992,161,1569,1782,1046,495,261,203,6883,3780,3103,345,232,113,3335,1730,1605,416.514,25.360492084299686,2020
31039,4451,TOTAL,870,3507,74,9000,4582,4418,927,4823.0,12.0,4684.0,127.0,68917.0,34825.0,678.0,8471.0,529.0,3711,131.0,101.0,287.0,3192.0,1633,4354,658,521,569,4700,1523,228,234,107,1560,1673,1467,770,386,367,8147,4087,4060,39,39,0,814,456,358,574.647,15.66178888952696,2020
31041,5993,TOTAL,786,5090,117,10566,5314,5252,388,5345.0,0.0,5261.0,84.0,62288.0,35562.0,1177.0,10400.0,166.0,4543,116.0,169.0,510.0,3748.0,1898,5065,903,598,545,5528,1957,281,95,169,2061,1771,1696,753,729,475,10058,5030,5028,61,61,0,447,223,224,2575.942,4.101800428736361,2020
31043,6794,TOTAL,2744,3926,124,21308,10530,10778,8481,10899.0,32.0,10539.0,328.0,66112.0,29584.0,2354.0,16364.0,4944.0,7181,167.0,196.0,477.0,6341.0,4935,8172,1986,1040,3113,9908,2085,1513,1014,586,5047,2947,1914,1189,581,315,11203,5603,5600,1618,851,767,8487,4076,4411,267.419,79.68020222946014,2020
31045,4121,TOTAL,1082,2931,108,8279,3951,4328,478,4440.0,0.0,4373.0,67.0,53760.0,27256.0,964.0,8243.0,36.0,3484,283.0,73.0,328.0,2800.0,2786,3284,598,355,301,4331,2158,247,4,50,2112,1141,1078,1068,652,438,7268,3532,3736,194,121,73,817,298,519,1400.97,5.909477005217814,2020
31047,9178,TOTAL,2497,6524,157,24037,12528,11509,8240,12664.0,18.0,12386.0,260.0,67462.0,34648.0,3378.0,18923.0,5114.0,8810,426.0,354.0,742.0,7288.0,5396,10246,1794,1115,3512,11337,2630,1518,1384,610,5154,3325,2858,1342,724,564,16408,8212,8196,1689,1120,569,5940,3196,2744,1019.428,23.578908956787533,2020
31049,1032,TOTAL,141,871,20,1858,918,940,216,916.0,0.0,881.0,35.0,58875.0,38667.0,132.0,1850.0,8.0,861,29.0,43.0,70.0,719.0,266,915,294,119,147,1073,327,52,41,54,333,410,330,87,143,97,1676,845,831,2,2,0,180,71,109,440.71,4.215924303964059,2020
31051,3083,TOTAL,651,2335,97,5579,2874,2705,839,2894.0,10.0,2800.0,84.0,60568.0,36911.0,518.0,5158.0,421.0,2215,36.0,99.0,230.0,1850.0,1105,2511,558,273,655,2684,848,275,242,138,1040,846,798,297,330,221,4766,2417,2349,11,2,9,802,455,347,482.715,11.557544306681997,2020
31053,16876,TOTAL,5544,10984,348,37175,18572,18603,5592,18917.0,56.0,18088.0,773.0,66793.0,33674.0,3255.0,34980.0,2195.0,14624,514.0,542.0,1217.0,12351.0,8753,15006,3758,2149,3165,19014,5890,1408,956,801,7757,6206,5051,2675,1837,1378,32888,16392,16496,220,105,115,4067,2075,1992,543.0,68.4622467771639,2020
31055,274951,TOTAL,150350,119159,5442,582638,289721,292917,77807,318012.0,1103.0,304777.0,12132.0,76083.0,42802.0,62856.0,524385.0,58253.0,231469,10760.0,8402.0,14434.0,197873.0,163323,221147,53731,21036,39829,229278,165803,21975,11534,6320,113005,70558,45715,87101,51957,26745,427980,212259,215721,62372,30577,31795,92286,46885,45401,339.348,1716.9336492332354,2020
31057,999,TOTAL,105,883,11,1825,943,882,27,977.0,0.0,975.0,2.0,58977.0,36436.0,224.0,1815.0,10.0,788,28.0,50.0,92.0,618.0,345,787,239,99,90,958,347,36,20,34,308,359,291,171,127,49,1775,910,865,4,2,2,46,31,15,920.85,1.9818645816365315,2020
31059,3134,TOTAL,693,2359,82,5557,2789,2768,210,3039.0,6.0,3004.0,29.0,72335.0,41909.0,375.0,5490.0,67.0,2383,62.0,40.0,236.0,2045.0,932,2783,503,467,278,3257,965,75,91,112,1051,1142,1064,508,307,150,5303,2663,2640,16,11,5,238,115,123,576.522,9.638834250904562,2020
31061,1724,TOTAL,276,1437,11,2901,1456,1445,82,1413.0,0.0,1378.0,35.0,55625.0,34650.0,421.0,2879.0,22.0,1255,50.0,66.0,106.0,1033.0,538,1465,279,150,169,1749,423,35,49,85,573,598,578,148,138,137,2761,1389,1372,7,7,0,133,60,73,576.001,5.0364495894972405,2020
31063,1440,TOTAL,189,1229,22,2491,1340,1151,84,1250.0,14.0,1181.0,55.0,62928.0,30189.0,295.0,2469.0,22.0,1033,57.0,67.0,66.0,843.0,536,1138,275,131,123,1442,417,40,44,39,582,381,479,165,142,110,2329,1227,1102,32,23,9,130,90,40,980.075,2.541642221258577,2020
31065,2601,TOTAL,399,2163,39,4630,2344,2286,228,2241.0,0.0,2219.0,22.0,58895.0,32494.0,506.0,4543.0,87.0,2003,93.0,109.0,189.0,1612.0,654,2442,347,381,393,2472,746,152,80,161,808,842,822,260,294,192,4435,2231,2204,15,7,8,180,106,74,720.64,6.42484458259325,2020
31067,11068,TOTAL,3385,7445,238,21654,10964,10690,671,11016.0,12.0,10781.0,223.0,60035.0,33435.0,2835.0,21290.0,364.0,9154,509.0,414.0,842.0,7389.0,4587,9153,2456,1480,1357,12301,3104,554,410,393,4572,4214,3515,1208,1179,717,20695,10431,10264,150,90,60,809,443,366,859.956,25.180358064831225,2020
31069,1195,TOTAL,161,1016,18,1778,861,917,74,723.0,0.0,698.0,25.0,47139.0,28787.0,168.0,1771.0,7.0,829,34.0,35.0,71.0,689.0,291,781,201,152,103,958,303,35,30,38,278,309,371,126,78,99,1668,823,845,0,0,0,110,38,72,1730.861,1.0272344226370576,2020
31071,1075,TOTAL,133,933,9,1833,938,895,59,967.0,0.0,956.0,11.0,64957.0,31710.0,213.0,1815.0,18.0,775,23.0,28.0,77.0,647.0,184,1071,132,122,76,928,445,23,3,50,324,279,325,159,163,123,1773,883,890,9,9,0,51,46,5,571.382,3.2080114529334143,2020
31073,1118,TOTAL,215,893,10,1873,986,887,81,931.0,0.0,917.0,14.0,76583.0,38057.0,120.0,1835.0,38.0,751,31.0,22.0,82.0,616.0,376,942,161,121,107,1006,410,63,30,14,272,394,340,136,149,125,1819,959,860,5,0,5,49,27,22,462.721,4.047795539860953,2020
31075,402,TOTAL,20,375,7,649,363,286,2,355.0,0.0,350.0,5.0,65139.0,32905.0,68.0,627.0,22.0,281,12.0,21.0,48.0,200.0,126,302,84,28,41,336,128,4,5,32,139,106,91,70,42,16,625,352,273,1,1,0,23,10,13,783.352,0.8284908955361064,2020
31077,1258,TOTAL,229,1016,13,2212,1134,1078,46,1010.0,0.0,992.0,18.0,52813.0,28736.0,271.0,2190.0,22.0,907,41.0,68.0,67.0,731.0,465,997,159,155,143,1278,272,56,46,41,453,388,437,99,83,90,2106,1067,1039,14,13,1,92,54,38,570.654,3.8762542626530263,2020
31079,24374,TOTAL,7681,16189,504,62575,32000,30575,18797,32201.0,32.0,31229.0,940.0,63553.0,32671.0,7860.0,53424.0,9151.0,24026,1138.0,1036.0,1797.0,20055.0,15099,24423,6271,2577,6998,29607,8916,3383,2254,1361,13644,9477,6486,4060,3033,1823,45387,22315,23072,2147,1438,709,15041,8247,6794,552.142,113.33135316639559,2020
31081,5533,TOTAL,1118,4309,106,9400,4738,4662,365,4908.0,11.0,4721.0,176.0,73254.0,34813.0,510.0,9308.0,92.0,3577,81.0,44.0,229.0,3223.0,1722,4684,803,330,279,5189,1634,176,36,67,1964,1696,1529,673,648,313,8858,4524,4334,19,15,4,523,199,324,544.737,17.256033645594112,2020
31083,1928,TOTAL,282,1615,31,3094,1590,1504,104,1518.0,0.0,1487.0,31.0,64583.0,38129.0,224.0,3010.0,84.0,1221,48.0,37.0,172.0,964.0,559,1475,279,188,247,1590,545,112,64,71,472,526,592,177,207,161,2904,1509,1395,3,2,1,187,79,108,574.058,5.3896992986771375,2020
31085,534,TOTAL,34,494,6,919,457,462,62,429.0,0.0,428.0,1.0,59405.0,35135.0,135.0,860.0,59.0,374,24.0,32.0,32.0,286.0,145,474,51,79,55,535,126,8,29,18,155,225,155,45,35,46,867,429,438,0,0,0,52,28,24,713.279,1.2884158933601018,2020
31087,1469,TOTAL,175,1264,30,2620,1352,1268,103,1209.0,0.0,1186.0,23.0,49456.0,30595.0,319.0,2610.0,10.0,1109,68.0,48.0,153.0,840.0,497,1096,317,180,142,1491,352,68,44,30,495,464,532,128,120,104,2502,1280,1222,2,2,0,116,70,46,718.473,3.6466227680093755,2020
31089,5537,TOTAL,686,4769,82,10149,5119,5030,535,5299.0,0.0,5230.0,69.0,66325.0,34952.0,986.0,9881.0,268.0,3996,188.0,158.0,324.0,3326.0,1943,4498,860,702,483,5175,1930,178,135,170,1685,1933,1557,942,469,519,9639,4849,4790,43,35,8,467,235,232,2417.484,4.1981663580813775,2020
31091,442,TOTAL,59,376,7,659,322,337,0,347.0,0.0,336.0,11.0,43333.0,29390.0,51.0,659.0,0.0,292,1.0,11.0,48.0,232.0,194,222,69,62,37,339,139,14,3,20,132,109,98,102,30,7,588,259,329,10,10,0,61,53,8,721.498,0.9133774452597234,2020
31093,3501,TOTAL,648,2786,67,6476,3314,3162,187,3333.0,0.0,3199.0,134.0,70766.0,33509.0,312.0,6357.0,119.0,2544,107.0,56.0,224.0,2157.0,1034,3143,571,444,228,3658,1027,83,46,99,1301,1262,1095,451,362,214,6057,3062,2995,29,13,16,390,239,151,575.59,11.251064125506002,2020
31095,3716,TOTAL,1016,2616,84,7185,3475,3710,363,3520.0,0.0,3483.0,37.0,54494.0,30363.0,780.0,7027.0,158.0,3122,178.0,143.0,292.0,2509.0,1418,3197,701,562,457,4078,1069,204,111,142,1347,1452,1279,395,320,354,6783,3336,3447,55,32,23,347,107,240,575.664,12.481239056116069,2020
31097,2229,TOTAL,647,1518,64,5294,3208,2086,545,2194.0,3.0,2161.0,30.0,64352.0,28046.0,265.0,5141.0,153.0,1722,58.0,53.0,97.0,1514.0,1488,2129,551,300,524,3023,742,305,157,62,1288,952,783,343,252,147,4353,2449,1904,291,264,27,650,495,155,376.732,14.052429844027053,2020
31099,3604,TOTAL,701,2822,81,6655,3337,3318,517,3532.0,0.0,3477.0,55.0,74276.0,37233.0,619.0,6312.0,343.0,2683,83.0,60.0,218.0,2322.0,1135,3135,629,352,356,3134,1446,182,4,170,1269,1099,766,566,485,395,6299,3158,3141,6,6,0,350,173,177,516.347,12.888619474888012,2020
31101,4364,TOTAL,763,3544,57,8303,4218,4085,641,4167.0,0.0,4060.0,107.0,59511.0,34905.0,978.0,8077.0,226.0,3781,231.0,220.0,254.0,3076.0,1439,3901,967,631,703,4674,1241,297,169,237,1574,1588,1512,268,460,513,7568,3869,3699,119,119,0,616,230,386,1109.858,7.481137226564119,2020
31103,529,TOTAL,49,476,4,987,498,489,18,450.0,0.0,449.0,1.0,63977.0,33995.0,85.0,967.0,20.0,323,12.0,21.0,20.0,270.0,237,434,68,57,45,486,182,33,12,0,123,214,149,35,94,53,947,480,467,1,0,1,39,18,21,773.919,1.2753272629306167,2020
31105,1874,TOTAL,268,1563,43,3395,1774,1621,357,1686.0,0.0,1649.0,37.0,53151.0,31290.0,333.0,3351.0,44.0,1501,66.0,37.0,227.0,1171.0,743,1351,384,360,428,2001,310,152,195,81,749,610,642,62,91,157,3059,1613,1446,7,6,1,329,155,174,952.496,3.5643194302128305,2020
31107,4697,TOTAL,905,3721,71,8415,4225,4190,286,4207.0,2.0,4034.0,171.0,61250.0,31269.0,983.0,8308.0,107.0,3269,155.0,184.0,246.0,2684.0,1766,3739,727,514,545,4711,1124,162,146,237,1628,1561,1522,456,337,331,7197,3575,3622,59,47,12,1159,603,556,1139.717,7.383411846976047,2020
31109,156091,TOTAL,82293,70092,3706,322063,162505,159558,24790,181701.0,574.0,175401.0,5726.0,70387.0,38509.0,36483.0,294981.0,27082.0,129869,5716.0,3808.0,8613.0,111732.0,99099,124308,27576,10920,16572,142563,90415,8654,4872,3046,77923,36750,27890,46669,27698,16048,268359,134653,133706,12021,6998,5023,41683,20854,20829,846.378,380.51910612043315,2020
31111,17107,TOTAL,3692,13071,344,34532,17250,17282,3334,17459.0,0.0,16860.0,599.0,63019.0,33437.0,3699.0,33660.0,872.0,14485,670.0,848.0,1270.0,11697.0,7200,14766,4154,1910,2139,19452,4921,989,543,607,7697,6960,4795,1946,1405,1570,30789,15338,15451,420,220,200,3323,1692,1631,2575.108,13.409923001287712,2020
31113,450,TOTAL,38,407,5,839,456,383,14,446.0,0.0,444.0,2.0,69250.0,35645.0,77.0,836.0,3.0,307,16.0,21.0,7.0,263.0,129,469,42,30,27,423,147,13,4,10,110,192,121,57,69,21,741,395,346,0,0,0,98,61,37,571.16,1.468940401988935,2020
31115,454,TOTAL,75,370,9,629,349,280,74,331.0,0.0,331.0,0.0,50000.0,28251.0,50.0,612.0,17.0,272,23.0,19.0,35.0,195.0,120,338,33,34,5,393,90,2,2,1,160,103,130,22,38,30,539,293,246,0,0,0,90,56,34,571.073,1.1014353681578362,2020
31117,302,TOTAL,17,275,10,456,239,217,3,252.0,0.0,252.0,0.0,58250.0,32675.0,35.0,454.0,2.0,193,2.0,6.0,10.0,175.0,60,291,5,27,23,276,71,3,4,16,66,105,105,30,28,13,449,237,212,0,0,0,7,2,5,860.286,0.5300562836080095,2020
31119,15765,TOTAL,3478,11940,347,35538,17653,17885,5707,18625.0,45.0,18105.0,475.0,61139.0,34690.0,4201.0,33151.0,2387.0,14002,925.0,511.0,1140.0,11426.0,8595,14438,3098,1828,1933,18526,6098,856,624,453,8486,5797,4243,2788,2212,1098,29618,14588,15030,304,157,147,5616,2908,2708,575.448,61.757100554698255,2020
31121,4257,TOTAL,743,3419,95,7675,3895,3780,412,3992.0,0.0,3973.0,19.0,57873.0,31349.0,772.0,7411.0,264.0,3175,238.0,86.0,333.0,2518.0,1591,3407,889,405,480,4524,986,148,81,251,1645,1688,1191,513,265,208,7128,3616,3512,5,5,0,542,274,268,496.777,15.449588044535073,2020
31123,2557,TOTAL,386,2113,58,4562,2449,2113,721,2291.0,0.0,2166.0,125.0,57325.0,29741.0,423.0,4406.0,156.0,1814,155.0,58.0,167.0,1434.0,1006,1959,417,361,442,2401,664,208,91,143,925,818,658,336,178,150,3922,2084,1838,4,3,1,636,362,274,1430.052,3.1900937867993613,2020
31125,1828,TOTAL,359,1437,32,3366,1697,1669,117,1737.0,0.0,1660.0,77.0,60054.0,32568.0,446.0,3356.0,10.0,1307,27.0,55.0,151.0,1074.0,715,1485,363,183,198,1921,484,59,43,96,682,730,509,228,154,102,3203,1647,1556,19,10,9,144,40,104,448.229,7.509554268019249,2020
31127,3423,TOTAL,921,2428,74,7019,3595,3424,214,3486.0,0.0,3263.0,223.0,57196.0,36367.0,1001.0,6948.0,71.0,2851,99.0,137.0,280.0,2335.0,1899,2643,778,447,541,3516,1424,311,97,133,1680,911,925,472,588,364,6427,3251,3176,113,97,16,479,247,232,409.603,17.136104960168748,2020
31129,2303,TOTAL,409,1857,37,4092,2046,2046,60,2189.0,0.0,2160.0,29.0,66000.0,39201.0,253.0,4038.0,54.0,1748,45.0,54.0,192.0,1457.0,718,2057,434,215,302,2156,829,153,57,92,661,771,724,267,252,310,3824,1902,1922,8,8,0,260,136,124,575.816,7.106436778415326,2020
31131,8315,TOTAL,2490,5649,176,15995,8239,7756,1355,8430.0,9.0,8154.0,267.0,73031.0,36817.0,1804.0,14909.0,1086.0,6408,203.0,208.0,669.0,5328.0,3134,7046,1586,1032,865,8233,3048,346,251,268,3244,2705,2284,1220,1140,688,14161,7045,7116,112,89,23,1722,1105,617,619.016,25.839396719955545,2020
31133,1429,TOTAL,322,1071,36,2553,1241,1312,53,1147.0,0.0,1119.0,28.0,55833.0,29091.0,332.0,2524.0,29.0,1070,25.0,107.0,100.0,838.0,446,1077,333,183,303,1273,374,85,104,114,405,390,478,163,79,132,2430,1188,1242,6,4,2,117,49,68,432.946,5.896809301852887,2020
31135,1544,TOTAL,199,1321,24,2860,1480,1380,137,1465.0,0.0,1448.0,17.0,61786.0,34696.0,245.0,2784.0,76.0,1154,31.0,62.0,111.0,950.0,421,1443,210,193,245,1395,513,140,66,39,519,412,464,202,133,178,2693,1397,1296,2,2,0,165,81,84,884.405,3.233812563248738,2020
