fips,totalvotes,mode,dem,repub,other,pop_tot,pop_male,pop_female,hispanic,labor_total,labor_armed,labor_employed,labor_unemployed,income_median,income_percapita,income_poverty,native_yes,native_no,houses_tot,income_10,income_10-15,income_15-25,income_25,marital_single,marital_married,marital_sepdiv,marital_widow,edu_low,edu_mid,edu_high,edu_low_age_18,edu_low_age_45,edu_low_age_65,edu_mid_age_18,edu_mid_age_45,edu_mid_age_65,edu_high_age_18,edu_high_age_45,edu_high_age_65,race_wht_total,race_wht_male,race_wht_female,race_blk_total,race_blk_male,race_blk_female,race_other_total,race_other_male,race_other_female,CENSUSAREA,pop_density
1001,23932,TOTAL,6363,17379,190,55136,26774,28362,1391,26951,556,24143,2252,52475,24644,7006,54364.0,772.0,20304,1233,1235,1842,15994,10667,23585,6709,2508,6002,26765,8155,2503,1968,1531,13201,8751,4813,3566,3612,977,43011,21153,21858,10257,4875,5382,1868,746,1122,604.385,91.22661879431158
1003,85338,TOTAL,18424,66016,898,191205,93229,97976,8630,91667,281,83530,7856,50183,26851,25988,184394.0,6811.0,73058,4912,3653,8864,55629,36354,85443,22439,11190,17674,90938,39407,8440,4589,4645,38116,33348,19474,14362,15382,9663,165673,80822,84851,17907,8517,9390,7625,3890,3735,2027.303,94.31495933267004
1005,11509,TOTAL,5912,5550,47,27119,14562,12557,1283,10764,0,9237,1527,35634,17350,5832,26350.0,769.0,9145,1145,995,1452,5553,7338,9195,3942,1752,5378,13246,2633,2392,1459,1527,6299,4919,2028,995,1013,625,12806,6882,5924,12565,6560,6005,1748,1120,628,904.512,29.981912898889128
1007,8420,TOTAL,2202,6132,86,22653,12220,10433,455,8934,5,7954,975,37984,18110,3596,22354.0,299.0,7078,533,448,1270,4827,5376,9019,2875,1507,4024,12087,1639,1754,1091,1179,5652,4608,1827,817,619,203,17379,8900,8479,4797,2960,1837,477,360,117,626.166,36.177307614913616
1009,24006,TOTAL,2970,20757,279,57645,28574,29071,4880,24754,31,22432,2291,44409,20501,9866,55263.0,2382.0,20934,1724,1210,2544,15456,9150,27137,6327,3631,9712,29152,4904,4036,2895,2781,13181,10642,5329,1792,2050,1062,54927,27033,27894,885,516,369,1833,1025,808,650.625,88.59942363112393
1011,5322,TOTAL,4061,1251,10,10693,5799,4894,431,4654,0,3845,809,34804,17706,2085,10190.0,503.0,3746,621,281,554,2290,3934,2321,1647,864,2736,4648,1026,1184,904,648,2421,1509,718,362,501,163,2803,1841,962,7640,3747,3893,250,211,39,625.14,17.104968487058898
1013,9496,TOTAL,4374,5087,35,20523,9590,10933,233,8845,22,7748,1075,31571,18115,5239,20362.0,161.0,8253,1088,848,1503,4814,5030,7063,2702,1673,3651,9994,2043,1374,952,1325,4250,3951,1793,824,745,474,11204,5355,5849,8975,3998,4977,344,237,107,777.878,26.383314607174903
1015,46257,TOTAL,15511,30278,468,117186,56478,60708,4017,53813,246,46310,7257,40919,21306,24794,114413.0,2773.0,45348,5215,3400,6107,30626,25784,45635,16340,7516,17602,59425,13822,7040,5319,5243,28709,20870,9846,5562,5529,2731,88125,42865,45260,24396,11334,13062,4665,2279,2386,612.284,191.39157645798355
1017,14611,TOTAL,6871,7626,114,34091,16271,17820,158,15134,8,13210,1916,32835,21240,8051,33745.0,346.0,13901,1783,1430,2155,8533,8217,12282,5015,2522,5762,17909,3022,1745,2040,1977,7969,6543,3397,1232,1123,667,19771,9566,10205,13722,6457,7265,598,248,350,603.111,56.52524991253683
1019,9779,TOTAL,2132,7506,141,26042,12960,13082,375,11554,0,10440,1114,34983,22234,5370,25741.0,301.0,11726,1261,1129,1925,7411,3101,13725,3211,1692,4266,13820,2661,1182,1457,1627,5544,5483,2793,896,1181,584,24207,12027,12180,1283,686,597,552,247,305,599.975,43.4051418809117
1021,17462,TOTAL,3397,13932,133,43781,21573,22208,3366,19594,15,17682,1897,41785,21718,8128,41432.0,2349.0,16281,1478,1114,2033,11656,8128,19348,4813,2517,7124,21828,4104,3016,2035,2073,10540,7607,3681,1674,1793,637,37018,18001,19017,4484,2083,2401,2279,1489,790,700.799,62.47297727308401
1023,7968,TOTAL,3786,4152,30,13546,6469,7077,56,5421,0,4694,727,34325,21268,2867,13516.0,30.0,5526,802,485,880,3359,3100,5232,1674,1181,2706,6684,1245,811,809,1086,2695,2635,1354,463,565,217,7558,3698,3860,5896,2729,3167,92,42,50,920.855,14.710242111950306
1025,13851,TOTAL,6334,7470,47,25331,11958,13373,110,10351,0,8288,2063,30951,20022,6757,25191.0,140.0,9791,1867,760,1529,5635,6446,9055,3278,1785,3954,13341,2080,1366,1286,1302,6096,4744,2501,542,1023,515,13613,6583,7030,11401,5153,6248,317,222,95,1252.569,20.2232372029006
1027,6662,TOTAL,1777,4817,68,13617,6681,6936,424,5729,3,5102,624,35286,18957,2481,13329.0,288.0,5572,654,499,908,3511,2371,6005,1735,1065,2565,7130,901,767,1046,752,3051,2573,1506,241,431,229,11150,5450,5700,1986,959,1027,481,272,209,605.999,22.470334109462225
1029,6305,TOTAL,971,5272,62,14990,7374,7616,331,6399,0,5849,550,37008,19736,2691,14843.0,147.0,5639,550,584,731,3774,2524,6484,1905,1062,2763,7503,1147,804,931,1028,3352,2725,1426,506,492,149,14095,6991,7104,430,161,269,465,222,243,561.011,26.719618688403617
1031,19770,TOTAL,4925,14666,179,50726,25135,25591,3236,23203,1513,20114,1576,45558,24204,9403,48422.0,2304.0,19086,1607,1544,2354,13581,11018,20461,6220,3029,6627,23669,8306,2698,1777,2152,11087,8397,4185,4013,2977,1316,39064,19648,19416,8671,4184,4487,2991,1303,1688,680.492,74.54312468037831
1033,23385,TOTAL,9166,13936,283,54491,26358,28133,1276,23665,38,21271,2356,39914,21763,9860,53494.0,997.0,22442,2470,1268,3395,15309,10731,23368,7217,3458,7200,28594,6790,2699,1925,2576,12097,10809,5688,2711,2642,1437,43356,20932,22424,8712,4110,4602,2423,1316,1107,623.517,87.39296602979549
1035,7022,TOTAL,3555,3439,28,12985,6178,6807,206,4893,0,3587,1306,24433,15441,4256,12867.0,118.0,5030,909,710,940,2471,3364,4750,1352,1133,2452,6862,773,770,948,734,2798,2519,1545,274,313,186,6778,3396,3382,5821,2672,3149,386,110,276,852.718,15.22777753020342
1037,5269,TOTAL,2191,3049,29,11247,5754,5493,238,4863,0,3893,970,32340,17749,2190,11060.0,187.0,4446,583,426,764,2673,2503,4350,1775,905,2151,6212,745,869,681,601,2384,2690,1138,274,254,217,7549,3873,3676,3524,1775,1749,174,106,68,666.347,16.878593285480388
1039,15423,TOTAL,3158,12153,112,37881,18323,19558,564,16464,13,14718,1733,36256,20941,7479,37447.0,434.0,14979,1682,1128,2341,9828,6812,16178,4934,3053,6011,19488,3984,2003,1851,2157,8167,7195,4126,1477,1484,1023,32025,15562,16463,4868,2304,2564,988,457,531,1043.782,36.29206098591469
1041,6418,TOTAL,2050,4331,37,13938,6808,7130,229,6308,45,5590,673,37349,20366,2358,13621.0,317.0,5424,549,588,763,3524,3076,5479,1754,945,2519,6911,1266,833,775,911,3057,2654,1200,573,492,201,10007,4919,5088,3269,1526,1743,662,363,299,610.913,22.8150325823808
1043,34457,TOTAL,5052,28999,406,80668,40068,40600,3481,35718,43,32471,3204,39415,21105,14354,78378.0,2290.0,31160,3302,2187,4566,21105,13319,37364,9585,5224,11707,42050,8562,4148,3531,4028,19074,15172,7804,3217,3566,1779,77079,38124,38955,1096,685,411,2493,1259,1234,755.017,106.84262738454895
1045,18557,TOTAL,5286,13108,163,50013,24730,25283,2929,23941,2406,19212,2323,44473,22368,9114,48472.0,1541.0,19470,2041,1538,2202,13689,10165,20395,6635,2802,5928,26078,5943,2273,1920,1735,12972,8757,4349,2881,2008,1054,37509,19034,18475,9712,4468,5244,2792,1228,1564,562.698,88.88071398867599
1047,20953,TOTAL,14612,6288,53,42743,19775,22968,160,17056,19,13978,3059,26494,17614,15163,42491.0,252.0,16259,3333,1514,2979,8433,13881,10751,5725,3261,7067,20564,4086,2733,2423,1911,9708,7656,3200,1245,1633,1208,12318,5908,6410,29758,13679,16079,667,188,479,993.8,43.00965989132622
1049,23863,TOTAL,5239,18331,293,71074,35262,35812,9922,30392,1,27498,2893,37977,18416,14128,65686.0,5388.0,24743,2450,2072,3592,16629,13047,30984,7906,4366,14147,33560,5512,5951,4325,3871,15994,12066,5500,2135,2334,1043,62960,30902,32058,1279,657,622,6835,3703,3132,778.682,91.27474373364223
1051,35485,TOTAL,8954,26253,278,80321,39310,41011,2180,37823,475,34119,3229,54159,24185,9700,78808.0,1513.0,28617,1750,1342,2772,22753,17507,33580,9384,4489,8731,40989,12061,4449,2307,1975,19931,14666,6392,5549,4590,1922,60602,29460,31142,16631,8345,8286,3088,1505,1583,657.039,122.24692902552208
1053,14869,TOTAL,5489,9287,93,38042,19634,18408,768,14826,168,12287,2371,31422,16673,9309,37750.0,292.0,13737,2014,1458,2395,7870,9959,13244,5278,2459,6787,19409,3348,3215,2057,1515,8729,6981,3699,1351,1196,801,23633,11907,11726,12361,6663,5698,2048,1064,984,953.135,39.912499278696096
1055,42530,TOTAL,12803,29130,597,104126,50316,53810,3669,45133,146,40153,4834,38467,20445,20059,101650.0,2476.0,40001,3769,3361,6712,26159,21644,42582,13461,7315,14750,54552,11395,6294,4242,4214,24115,19804,10633,4481,4596,2318,84904,41294,43610,16000,7397,8603,3222,1625,1597,548.626,189.79414027042102
1057,7946,TOTAL,1817,6054,75,17019,8457,8562,128,6830,0,6056,774,33144,19040,3492,16922.0,97.0,6967,1018,623,1153,4173,3271,7087,2215,1371,3042,8549,1707,954,978,1110,3624,3116,1809,576,898,233,14663,7261,7402,2088,1106,982,268,90,178,629.353,27.042057478076693
1059,10859,TOTAL,3171,7567,121,31663,15544,16119,4882,13752,0,12450,1302,35450,18559,7601,28550.0,3113.0,12247,1358,943,2123,7823,6122,12641,3933,2371,6162,15427,2373,2805,1560,1797,7161,5611,2655,926,924,523,28420,13920,14500,1545,786,759,1698,838,860,646.52,48.97450968260843
1061,11320,TOTAL,2039,9175,106,26816,13125,13691,947,12110,99,10730,1281,36268,20027,5983,26275.0,541.0,10898,1003,1059,1854,6982,4844,11628,3495,1910,4667,14050,2147,1719,1318,1630,5848,5339,2863,940,804,403,23215,11391,11824,2605,1314,1291,996,420,576,578.948,46.318494925278266
1063,5340,TOTAL,4521,804,15,8798,4118,4680,39,3315,0,2456,859,22170,13956,3204,8783.0,15.0,3282,620,541,624,1497,2691,2356,1291,815,1624,4420,686,533,476,615,1944,1871,605,105,314,267,1559,755,804,7107,3311,3796,132,52,80,659.937,13.331575589791147
1065,8643,TOTAL,5411,3210,22,15393,7260,8133,164,6028,9,5210,809,30839,18774,4213,15286.0,107.0,5931,975,635,900,3421,4324,5101,1725,1283,2430,7814,1472,754,819,857,3384,3151,1279,589,494,389,6133,3003,3130,8995,4153,4842,265,104,161,656.498,23.44713921443782
1067,8760,TOTAL,3083,5628,49,17270,8226,9044,418,7465,0,6635,830,42926,22682,2526,16844.0,426.0,6900,660,649,877,4714,3264,7677,2160,1128,2731,8614,2172,698,1097,936,3447,3170,1997,1054,739,379,12050,5932,6118,4777,2025,2752,443,269,174,568.306,30.38855827670304
1069,41918,TOTAL,12367,29270,281,103079,49416,53663,3251,48551,214,44436,3901,41077,23492,18730,100620.0,2459.0,39464,3694,2958,5294,27518,23007,39219,14136,6063,12580,51200,14443,5171,3676,3733,23404,18099,9697,6438,5699,2306,72001,34984,37017,26960,12326,14634,4118,2106,2012,581.652,177.21764904100732
1071,20577,TOTAL,5822,14439,316,53012,26187,26825,1413,23361,0,20934,2427,36874,20055,9567,51769.0,1243.0,20425,2109,1767,3203,13346,9298,24028,6202,3866,10186,26160,4958,3712,3365,3109,11127,9840,5193,1978,2078,902,48395,23876,24519,1715,890,825,2902,1421,1481,1126.765,47.0479647486388
1073,303918,TOTAL,159876,141683,2359,658834,311540,347294,25116,322969,472,290448,32049,45239,26896,120510,632890.0,25944.0,259397,25939,16451,31197,185810,177681,232231,82858,37994,63867,300940,140739,29176,17941,16750,141275,106328,53337,69506,51493,19740,349052,168812,180240,278587,126543,152044,31195,16185,15010,1123.811,586.2498231464187
1075,7166,TOTAL,1646,5457,63,14268,6863,7405,195,6142,25,5526,591,36021,19094,3195,14170.0,98.0,6147,740,504,807,4096,1739,7305,1554,1108,2591,7414,1169,845,729,1017,3073,2867,1474,433,496,240,12460,6076,6384,1659,688,971,149,99,50,605.462,23.565475620270142
1077,36924,TOTAL,12511,23911,502,92780,44459,48321,2174,43524,33,40047,3444,42703,23975,16944,90898.0,1882.0,38691,4265,2826,4897,26703,20181,40024,10640,6046,11331,47515,14493,3890,3799,3642,22366,15707,9442,5696,5635,3162,80695,38829,41866,9228,4255,4973,2857,1375,1482,719.597,128.9332779319536
1079,14112,TOTAL,5069,8874,169,33835,16435,17400,663,14585,52,12876,1657,40356,21093,5751,33555.0,280.0,13312,1061,922,1906,9423,6152,14857,4239,2276,5633,17804,2813,1816,2050,1767,7735,7024,3045,1479,936,398,26344,12838,13506,3751,1829,1922,3740,1768,1972,717.195,47.176848695264184
1081,54359,TOTAL,21381,32194,784,147790,72908,74882,5434,73978,923,66893,6162,43641,24126,33625,139457.0,8333.0,56637,7412,3943,6564,38718,48337,53159,14142,5181,12902,70885,31523,6195,3532,3175,45357,18029,7499,17621,10312,3590,104328,52118,52210,34142,15715,18427,9320,5075,4245,615.846,239.9788258753
1083,35459,TOTAL,9829,25295,335,87167,43986,43181,4934,40430,151,36895,3384,49461,25658,11684,83250.0,3917.0,32156,2151,1885,3626,24494,17507,38746,9623,4302,11862,40613,14120,5088,3904,2870,19550,14648,6415,6408,5707,2005,70843,35422,35421,11133,5818,5315,5191,2746,2445,607.185,143.55921177235933
1085,7521,TOTAL,5747,1756,18,10918,5150,5768,102,4331,25,3586,720,25678,18046,3165,10881.0,37.0,4287,667,669,782,2169,3584,3159,1284,755,2250,5095,999,803,737,710,2352,2037,706,317,370,312,2820,1415,1405,8060,3712,4348,38,23,15,725.067,15.05791878543638
1087,10394,TOTAL,9045,1331,18,20505,9413,11092,305,9412,24,7627,1761,30254,17113,4840,20244.0,261.0,8039,1340,744,1326,4629,8024,5424,2458,1473,2754,11256,2569,1017,839,898,6261,3442,1553,780,1092,697,3377,1746,1631,16738,7493,9245,390,174,216,613.204,33.43911650935089
1089,155059,TOTAL,62015,90884,2160,343229,168021,175208,15984,180549,1252,162126,17171,58203,32307,44895,324670.0,18559.0,135409,9428,6982,12504,106495,84300,139509,38688,15938,27478,144344,92411,13370,7560,6548,72963,48201,23180,38042,39798,14571,236921,117807,119114,82307,38257,44050,24001,11957,12044,812.697,422.333292727794
1091,11537,TOTAL,6167,5336,34,20489,9550,10939,425,8082,13,7179,890,33714,22529,5054,20322.0,167.0,8477,1547,558,1317,5055,4804,7856,2342,1587,2575,10874,2257,843,750,982,4649,4047,2178,816,966,475,9623,4660,4963,10512,4762,5750,354,128,226,982.667,20.850399982903667
1093,12105,TOTAL,2249,9697,159,30527,15151,15376,706,13022,20,11517,1485,33819,20125,5738,30023.0,504.0,12602,1421,1041,2068,8072,5162,14759,3196,2120,6082,15541,2488,2125,1835,2122,6211,6111,3219,1153,822,513,28674,14167,14507,1129,678,451,724,306,418,743.568,41.054752221720136
1095,32566,TOTAL,6299,25867,400,94121,46300,47821,11830,41962,44,37953,3965,39473,20975,18479,86870.0,7251.0,34524,2848,2743,5532,23401,17586,40060,11054,5995,16186,44086,10533,7504,4450,4232,19735,15848,8503,4548,4116,1869,87082,42709,44373,1703,931,772,5336,2660,2676,623.176,151.03437873088822
1097,174864,TOTAL,78760,94893,1211,414045,198288,215757,10710,191763,925,169695,21143,43844,23009,80412,400903.0,13142.0,154400,16329,10767,19927,107377,104720,149757,52816,22933,49897,201796,61108,22450,14548,12899,96198,71648,33950,27781,23397,9930,249439,121959,127480,144637,66398,78239,19969,9931,10038,1644.005,251.8514238095383
1099,10708,TOTAL,4914,5741,53,22509,10774,11735,234,8902,0,7229,1673,30569,16273,6496,22321.0,188.0,8390,1732,589,1357,4712,5442,8301,2855,1441,3668,11406,1942,1210,1116,1342,5133,4322,1951,540,895,507,12436,6056,6380,9449,4405,5044,624,313,311,1034.413,21.76016736061902
1101,101924,TOTAL,63085,38332,507,228850,108811,120039,7956,110621,1858,99057,9706,44830,25089,48575,218926.0,9924.0,89143,8731,6621,10425,63366,69573,72202,29323,11443,27590,97450,47907,14251,7268,6071,51181,31713,14556,22017,17815,8075,90109,44324,45785,127389,58843,68546,11352,5644,5708,799.908,286.09540097111164
1103,49323,TOTAL,13439,35391,493,119744,58833,60911,9304,58689,32,52294,6363,45341,24222,17858,114105.0,5639.0,45856,3633,2916,5751,33556,23784,50005,16336,6397,16785,58113,16712,8222,4630,3933,25894,21424,10795,6538,7036,3138,99065,48667,50398,14413,6905,7508,6266,3261,3005,599.051,199.8894918796563
1105,6099,TOTAL,4568,1506,25,10203,4739,5464,88,3182,17,2596,569,25528,12988,3534,10128.0,75.0,3263,735,390,482,1656,3810,2426,1178,813,2096,5110,613,768,542,786,2489,1742,879,150,248,215,3110,1473,1637,6974,3240,3734,119,26,93,723.876,14.094955489614243
1107,9611,TOTAL,4455,5124,32,19629,9462,10167,154,7805,0,6499,1306,29839,17310,4929,19575.0,54.0,7741,1369,652,1330,4390,4841,7309,2447,1468,3277,10648,1348,1190,966,1121,4345,4323,1980,563,430,355,11012,5445,5567,8387,3931,4456,230,86,144,890.122,22.052033316781298
1109,14107,TOTAL,6035,7963,109,33216,15785,17431,750,16486,39,14821,1626,32798,19424,8513,32005.0,1211.0,12909,2021,973,2089,7826,11389,11364,3479,1527,4152,17437,5047,1433,1452,1267,10749,4368,2320,2645,1570,832,19497,9539,9958,12103,5456,6647,1616,790,826,673.003,49.35490629313688
1111,10398,TOTAL,3078,7224,96,22724,11091,11633,658,9634,24,8515,1095,36498,19324,5191,22276.0,448.0,9016,1286,797,1103,5830,4105,10033,2743,1606,4524,10955,2087,1563,1475,1486,4685,4150,2120,822,742,523,17491,8576,8915,4555,2088,2467,678,427,251,584.132,38.9021659487924
1113,18879,TOTAL,10500,8278,101,56980,27662,29318,2592,26446,1151,22168,3127,36066,19652,12417,55720.0,1260.0,21568,2451,1682,3165,14270,14515,19261,7779,3445,8374,28323,5902,2989,2673,2712,14964,9622,3737,3356,1890,656,30610,15259,15351,23836,11290,12546,2534,1113,1421,647.189,88.04228749252538
1115,35148,TOTAL,5801,29031,316,85242,42650,42592,1861,40002,83,36138,3781,51317,23863,13363,83589.0,1653.0,31673,2300,1743,3217,24413,14735,38005,11211,4684,11741,44183,9416,4902,3592,3247,20115,16520,7548,4763,3404,1249,75106,37162,37944,7952,4364,3588,2184,1124,1060,653.637,130.41183409139936
1117,92507,TOTAL,20051,71436,1020,201168,98040,103128,11892,106996,137,100194,6665,69723,33135,17115,189950.0,11218.0,74790,2968,2274,6488,63060,40111,91266,20077,8158,13755,80852,56403,6651,3887,3217,39645,27851,13356,26543,22587,7273,164508,80382,84126,23050,10718,12332,13610,6940,6670,809.52,248.50281648384228
1119,7027,TOTAL,5421,1586,20,13433,6056,7377,63,5624,1,4686,937,22865,14042,4930,13247.0,186.0,4962,1084,740,774,2364,5202,3563,1402,1024,2150,7128,1363,522,581,1047,3803,2525,800,681,447,235,3322,1531,1791,9811,4383,5428,300,142,158,913.318,14.707911154712816
1121,33373,TOTAL,13905,19246,222,81673,39727,41946,1742,35798,9,30462,5327,35896,19134,18253,80413.0,1260.0,31277,3469,2807,5001,20000,18153,31875,11298,5065,12910,43054,7176,5373,3803,3734,19818,16020,7216,2750,3092,1334,53259,26049,27210,26046,12399,13647,2368,1279,1089,760.303,107.4216463699341
1123,18829,TOTAL,6319,12396,114,41295,19983,21312,1036,18096,0,16236,1860,38644,21034,8589,40564.0,731.0,16437,1748,1226,2404,11059,8976,16658,5253,2977,6470,20550,5247,2538,2236,1696,8543,7382,4625,1663,2345,1239,29076,14281,14795,11457,5378,6079,762,324,438,766.251,53.892262457079994
1125,78590,TOTAL,32048,45748,794,198670,96008,102662,6319,95201,69,87331,7801,46448,23124,34729,191803.0,6867.0,68103,6265,4795,8075,48968,65133,69987,19267,9022,19447,100813,36284,9311,5231,4905,60378,27831,12604,19165,12376,4743,132211,65529,66682,60376,27506,32870,6083,2973,3110,1351.245,147.02737105410196
1127,28521,TOTAL,6557,21651,313,66211,32202,34009,1438,27722,61,24045,3616,36712,20580,14997,65395.0,816.0,25571,2476,2107,4694,16294,12402,27758,9696,4222,11504,34840,5106,3839,4033,3632,15351,12604,6885,1994,2217,895,60224,29335,30889,3764,1781,1983,2223,1086,1137,805.19,82.23028105167724
1129,8778,TOTAL,2976,5761,41,17137,8508,8629,200,7218,1,5791,1426,44731,20737,2679,16974.0,163.0,6218,528,332,904,4454,3340,7714,1788,932,2367,9442,1198,751,892,724,4342,3566,1534,363,480,355,11225,5593,5632,4169,1984,2185,1743,931,812,1088.561,15.74280173550219
1131,6551,TOTAL,4868,1679,4,11367,5336,6031,68,3534,34,2743,757,23406,13881,4513,11359.0,8.0,3843,973,380,645,1845,3739,3130,1302,762,1825,5697,911,546,650,629,2605,2089,1003,303,375,233,3082,1457,1625,8205,3877,4328,80,2,78,907.407,12.52690358350773
1133,9714,TOTAL,1286,8312,116,24256,11793,12463,665,10039,5,9018,1016,34064,19078,5297,24036.0,220.0,9526,1155,872,1609,5890,3873,10849,3478,1814,4942,12172,1977,1575,1676,1691,5011,4611,2550,720,904,353,23330,11395,11935,168,99,69,758,299,459,631.868,38.38776453309868
2013,5707,TOTAL,2425,3078,204,3296,2299,997,441,2670,4,2607,59,59886,27122,538,1664.0,1632.0,577,16,22,73,466,1001,1457,445,85,586,2002,334,264,241,81,1149,780,73,134,187,13,747,582,165,342,317,25,2207,1400,807,15010.039,0.21958637149443783
2016,7181,TOTAL,4013,2876,292,5650,3481,2169,596,4065,37,3918,110,82284,32700,481,3655.0,1995.0,1105,46,24,72,963,1947,1946,938,180,690,3379,661,334,278,78,1832,1345,202,318,300,43,1849,1269,580,295,276,19,3506,1936,1570,14116.27,0.40024737412928485
2020,7964,TOTAL,3081,4544,339,298178,151865,146313,24687,171079,8593,151197,11289,78121,36508,24091,269249.0,28929.0,105164,2820,2969,6741,92634,80472,112845,33185,8428,18781,139549,64246,10186,4823,3772,81312,45377,12860,30650,26103,7493,195593,101984,93609,17607,9358,8249,84978,40523,44455,1961.101,152.0462230145209
4001,25848,TOTAL,17147,8250,451,72142,35823,36319,4428,23148,3,18492,4653,32396,12828,25330,70715.0,1427.0,19046,3649,1699,2536,11162,25704,18764,6328,3349,12267,33656,4397,4483,3706,4078,17796,11846,4014,1456,2049,892,16881,8600,8281,422,201,221,54839,27022,27817,11218.386,6.430693327899396
4003,49003,TOTAL,18546,29497,960,130807,66768,64039,43777,54436,4364,45415,4657,45974,23552,21165,115823.0,14984.0,48846,4615,3151,5548,35532,28541,53447,16227,7715,14438,65492,21077,6002,4121,4315,30191,21251,14050,7055,8383,5639,104360,53724,50636,5148,3166,1982,21299,9878,11421,6218.536,21.035015315501912
4005,51731,TOTAL,29257,21220,1254,135817,67166,68651,18683,71063,51,64141,6871,48540,23459,30222,128158.0,7659.0,46391,4608,2622,4913,34248,48480,45525,12835,3665,12287,65127,27734,6149,3455,2683,40549,18523,6055,12553,10438,4743,84667,42327,42340,2009,1097,912,49141,23742,25399,18661.076,7.27809050239118
4007,21528,TOTAL,7697,13455,376,53242,26542,26700,9807,20667,0,18172,2495,40042,20857,11705,51100.0,2142.0,20824,1888,1450,3246,14240,10598,22344,7369,3799,7209,28381,6617,2614,2232,2363,9807,10193,8381,1073,3105,2439,42170,20966,21204,319,214,105,10753,5362,5391,4795.414,11.102691029387662
4009,11855,TOTAL,3609,8076,170,37311,20023,17288,11672,13753,10,11934,1809,46965,17687,7158,35424.0,1887.0,10975,1149,530,1419,7877,9690,13319,3860,1642,4259,19505,3119,2367,898,994,10849,5942,2714,1126,1293,700,28436,15060,13376,798,718,80,8077,4245,3832,4640.931,8.039550684981096
4011,2974,TOTAL,1310,1592,72,8800,4652,4148,4161,3744,0,3418,326,50818,22334,1265,8296.0,504.0,3446,146,186,483,2631,1873,3509,960,395,974,4643,665,424,357,193,2380,1491,772,411,183,71,7590,4019,3571,125,77,48,1085,556,529,1848.424,4.7608124542853805
4012,5717,TOTAL,1880,3714,123,20348,10396,9952,5037,7322,0,6426,896,37009,21772,3706,17900.0,2448.0,9707,734,963,1531,6479,3120,9958,2228,2079,3958,11243,1590,1316,1356,1286,2710,3581,4952,401,426,763,14617,7534,7083,49,49,0,5682,2813,2869,4513.734,4.508019302865432
4013,1376558,TOTAL,602288,749885,24385,3947382,1951241,1996141,1181100,1941091,4206,1765058,171827,53689,27477,666748,3360500.0,586882.0,1424244,98229,64744,145865,1115406,1037845,1478824,430511,156124,408292,1732903,794708,226809,113064,68419,887903,542567,302433,363214,288810,142684,3162279,1561363,1600916,203650,103323,100327,581453,286555,294898,9224.362,427.9300834030582
4015,70010,TOTAL,19533,49168,1309,202482,101778,100704,31101,78614,46,67341,11227,38456,20709,38836,187424.0,15058.0,80529,6780,5142,12760,55847,40061,85012,29798,14997,27431,116713,18664,10720,8516,8195,36948,43671,36094,5192,7040,6432,180836,90646,90190,2193,1520,673,19453,9612,9841,13460.647,15.042516158398627
4017,37335,TOTAL,16945,19884,506,107489,53627,53862,11779,40017,27,32043,7947,36591,16355,32138,104802.0,2687.0,34018,5235,2665,4418,21700,29634,36563,10751,5025,15747,51195,9709,7115,4366,4266,24055,18603,8537,2647,4223,2839,52875,26780,26095,601,425,176,54013,26422,27591,9959.684,10.792410682909217
4019,382250,TOTAL,201251,174779,6220,993144,488310,504834,351329,473652,5100,418055,50497,46233,25524,184229,866038.0,127106.0,386155,32627,24575,46820,282133,269903,367091,122661,49096,100024,465732,205418,47337,28610,24077,233150,145488,87094,75351,76654,53413,782395,383590,398805,35426,19380,16046,175323,85340,89983,9189.034,108.07926056210044
4021,108315,TOTAL,44306,62079,1930,390160,202711,187449,113046,152929,190,135058,17681,50248,20983,61397,351306.0,38854.0,126128,9320,4925,13204,98679,89253,153397,46188,16659,48149,195503,46800,26682,12069,9398,93892,62375,39236,17579,15908,13313,309920,160318,149602,18113,10324,7789,62127,32069,30058,5374.26,72.5979018506734
4023,13894,TOTAL,9486,4235,173,47250,22651,24599,39134,20010,0,17658,2352,38802,17900,11452,31865.0,15385.0,15514,1766,1318,2175,10255,10275,19167,4483,1977,9181,17739,6477,2903,3413,2865,9502,5676,2561,2290,2731,1456,35779,17393,18386,216,113,103,11255,5145,6110,1238.101,38.163283932409385
4025,100283,TOTAL,33918,64468,1897,213689,104595,109094,29702,91282,76,81263,9943,44000,25068,33813,199015.0,14674.0,91508,6619,5921,12165,66803,39078,97503,30833,14622,19559,114887,40404,8689,5895,4975,36176,43838,34873,8598,15545,16261,196410,95625,100785,1188,688,500,16091,8282,7809,8127.958,26.290613214290726
4027,41953,TOTAL,18059,23352,542,201453,102508,98945,122270,84806,3412,70508,10886,41380,18887,40145,149503.0,51950.0,69915,5646,4265,10036,49968,42968,87361,17292,8802,39888,89285,17978,15099,14679,10110,48869,21669,18747,8242,5624,4112,154867,77867,77000,4123,2654,1469,42463,21987,20476,5519.059,36.50133111459761
5001,6494,TOTAL,2455,3897,142,18861,9084,9777,549,9196,0,8489,707,37813,23237,3277,18541.0,320.0,7787,695,500,1161,5431,3645,7876,2239,1465,2379,10169,1897,657,697,1025,4526,3810,1833,743,781,373,13643,6651,6992,4842,2256,2586,376,177,199,1033.744,18.245329598043618
