fips,totalvotes,mode,dem,repub,other,pop_tot,pop_male,pop_female,hispanic,labor_total,labor_armed,labor_employed,labor_unemployed,income_median,income_percapita,income_poverty,native_yes,native_no,houses_tot,income_10,income_10-15,income_15-25,income_25,marital_single,marital_married,marital_sepdiv,marital_widow,edu_low,edu_mid,edu_high,edu_low_age_18,edu_low_age_45,edu_low_age_65,edu_mid_age_18,edu_mid_age_45,edu_mid_age_65,edu_high_age_18,edu_high_age_45,edu_high_age_65,race_wht_total,race_wht_male,race_wht_female,race_blk_total,race_blk_male,race_blk_female,race_other_total,race_other_male,race_other_female,CENSUSAREA,pop_density
1021,18369,TOTAL,2911,15081,377,43930,21672,22258,3416,18836.0,0.0,17500.0,1336.0,45182.0,24611.0,8034.0,41960.0,1970.0,16751,1575.0,1288.0,1809.0,12079.0,8862,18522,5075,2732,5856,23114,4313,2440,1989,1427,10861,7795,4458,1626,1645,1042,36599,17839,18760,4148,2018,2130,3183,1815,1368,700.799,62.68559173172336
1023,7292,TOTAL,3109,4106,77,13075,6253,6822,73,4768.0,0.0,4264.0,504.0,34884.0,22182.0,2864.0,13010.0,65.0,5350,672.0,461.0,909.0,3308.0,3061,5098,1859,919,2029,7160,1236,660,614,755,2577,2718,1865,524,448,264,7420,3579,3841,5590,2661,2929,65,13,52,920.855,14.198760934131867
1025,13031,TOTAL,5749,7140,142,24387,11539,12848,48,8941.0,11.0,7647.0,1283.0,36127.0,21111.0,6088.0,24294.0,93.0,9358,1863.0,676.0,1041.0,5778.0,6587,9434,2522,1514,3491,13335,2172,994,1333,1164,5960,4619,2756,688,778,706,12935,6213,6722,11173,5167,6006,279,159,120,1252.568,19.46960165036948
1027,6624,TOTAL,1237,5245,142,13378,6464,6914,415,5920.0,0.0,5542.0,378.0,41225.0,23147.0,2405.0,13117.0,261.0,5236,504.0,394.0,578.0,3760.0,2482,5961,1682,935,2475,7140,944,825,995,655,3172,2237,1731,125,553,266,11106,5414,5692,1977,920,1057,295,130,165,605.999,22.075944019709603
1029,6593,TOTAL,684,5764,145,14938,7281,7657,362,6108.0,22.0,5628.0,458.0,40188.0,21989.0,2719.0,14713.0,225.0,5726,572.0,414.0,918.0,3822.0,2520,6632,1810,1138,2587,7462,1451,755,962,870,3224,2588,1650,606,562,283,14068,6950,7118,393,157,236,477,174,303,561.011,26.62692888374738
1031,20767,TOTAL,4221,15875,671,51288,25314,25974,3549,24240.0,1144.0,21725.0,1371.0,53155.0,27577.0,7604.0,49448.0,1840.0,19789,1463.0,1046.0,1784.0,15496.0,10256,21991,6298,2726,5619,24963,8545,2389,1839,1391,11399,8404,5160,3665,3056,1824,38923,19361,19562,8829,4334,4495,3536,1619,1917,680.492,75.36899772517532
1033,24915,TOTAL,7312,16746,857,54495,26075,28420,1349,23880.0,47.0,22436.0,1397.0,47558.0,24918.0,8785.0,53590.0,905.0,21799,1950.0,1342.0,3062.0,15445.0,11128,23310,6809,3689,6609,28848,7430,2143,2179,2287,12424,9966,6458,2714,2959,1757,43288,20812,22476,8615,4073,4542,2592,1190,1402,623.517,87.39938125183434
1035,6585,TOTAL,3080,3420,85,12514,6037,6477,105,4397.0,0.0,3892.0,505.0,33177.0,17542.0,2752.0,12425.0,89.0,4574,464.0,539.0,816.0,2755.0,3647,3918,1549,1219,1904,7006,953,535,599,770,2771,2549,1686,348,354,251,6369,3173,3196,5971,2840,3131,174,24,150,852.718,14.675426108045098
1037,5252,TOTAL,1782,3381,89,10855,5501,5354,50,4363.0,0.0,4110.0,253.0,38301.0,22963.0,1459.0,10804.0,51.0,4103,255.0,354.0,606.0,2888.0,2780,4168,1510,901,1831,6201,973,525,704,602,2400,2342,1459,269,397,307,7133,3539,3594,3713,1962,1751,9,0,9,666.347,16.290311204222427
1039,15940,TOTAL,2387,13267,286,37351,18172,19179,604,16348.0,21.0,14899.0,1428.0,40601.0,23071.0,6702.0,37073.0,278.0,15008,1520.0,952.0,2107.0,10429.0,6711,15793,4923,3148,4854,20218,4089,1477,1509,1868,8170,7372,4676,1468,1515,1106,31624,15389,16235,4826,2257,2569,901,526,375,1043.782,35.7842921223014
1041,6267,TOTAL,1664,4513,90,13865,6814,7051,275,6006.0,47.0,5612.0,347.0,39812.0,23353.0,2148.0,13595.0,270.0,5025,468.0,529.0,733.0,3295.0,3358,5253,1639,1035,2319,6906,1524,820,718,781,2933,2571,1402,630,535,359,9938,4884,5054,3198,1514,1684,729,416,313,610.913,22.695539299376506
1043,37873,TOTAL,3798,32989,1086,82313,40560,41753,3543,34955.0,49.0,33003.0,1903.0,42558.0,22980.0,12831.0,80328.0,1985.0,30730,2504.0,1803.0,4208.0,22215.0,14729,36563,10342,5368,11786,43790,8165,4868,3611,3307,18670,15499,9621,3335,2955,1875,78392,38681,39711,998,536,462,2923,1343,1580,755.018,109.02124187767708
1045,18749,TOTAL,4413,13808,528,49255,24234,25021,3070,22131.0,2368.0,18025.0,1738.0,45960.0,23837.0,8798.0,47618.0,1637.0,18670,1793.0,1211.0,2302.0,13364.0,10323,19917,6497,2977,5402,26335,6012,2163,1676,1563,12542,8541,5252,2604,2284,1124,35889,18075,17814,9749,4417,5332,3617,1742,1875,562.674,87.53736621916066
1047,18792,TOTAL,12836,5789,167,40029,18448,21581,412,16213.0,12.0,14295.0,1906.0,31602.0,18910.0,12247.0,39501.0,528.0,16336,2768.0,1270.0,2848.0,9450.0,12761,11836,4758,2673,5755,20340,4154,1984,1980,1791,9520,7175,3645,1274,1611,1269,11257,5398,5859,28210,12797,15413,562,253,309,993.8,40.27872811430871
1049,25826,TOTAL,3622,21405,799,71200,35304,35896,10220,29993.0,5.0,28637.0,1351.0,39233.0,21004.0,15500.0,65875.0,5325.0,26132,2682.0,1891.0,3868.0,17691.0,14620,29663,8189,4410,13566,33975,6179,5352,4623,3591,16021,11321,6633,2080,2704,1395,60972,30012,30960,1004,405,599,9224,4887,4337,778.682,91.43655561577127
1051,37260,TOTAL,8443,27634,1183,81212,39450,41762,2347,36488.0,458.0,33811.0,2219.0,59347.0,27475.0,9462.0,79766.0,1446.0,29143,1843.0,1168.0,2875.0,23257.0,19057,33276,9596,4326,8641,40329,14003,4173,2466,2002,19468,13974,6887,5871,5251,2881,60824,29473,31351,17402,8629,8773,2986,1348,1638,657.038,123.60320103251257
1053,14845,TOTAL,4605,9935,305,37328,19067,18261,838,14077.0,0.0,12182.0,1895.0,35000.0,18161.0,8268.0,36963.0,365.0,13428,2037.0,1116.0,1960.0,8315.0,10493,12825,4523,2584,5515,20141,3344,2585,1579,1351,9086,6890,4165,1148,1236,960,23095,11544,11551,11920,6290,5630,2313,1233,1080,953.135,39.163392384079906
1055,44164,TOTAL,10442,32353,1369,102939,49651,53288,3880,45330.0,18.0,42367.0,2945.0,44023.0,24065.0,17524.0,99962.0,2977.0,38777,2848.0,2615.0,5808.0,27506.0,23096,40988,13770,6934,12573,54782,13303,4924,3844,3805,23758,19198,11826,5018,5039,3246,82710,40262,42448,16212,7528,8684,4017,1861,2156,548.626,187.6305534189047
1057,8249,TOTAL,1362,6712,175,16585,8170,8415,285,6876.0,13.0,6380.0,483.0,37458.0,21862.0,3258.0,16433.0,152.0,6947,677.0,665.0,924.0,4681.0,2887,7562,2105,1156,2247,9222,1554,689,773,785,3771,3197,2254,620,581,353,14095,6936,7159,1978,967,1011,512,267,245,629.353,26.35246038391809
1059,12040,TOTAL,2197,9466,377,31542,15602,15940,5333,13691.0,2.0,12849.0,840.0,40459.0,19776.0,6299.0,28623.0,2919.0,11210,835.0,690.0,1865.0,7820.0,6673,12356,3829,2252,5339,15533,2864,2466,1432,1441,7118,5323,3092,1305,992,567,26467,12965,13502,1388,646,742,3687,1991,1696,646.519,48.78742929442136
1061,11758,TOTAL,1525,9994,239,26491,12971,13520,1027,11081.0,89.0,10047.0,945.0,38142.0,20471.0,6282.0,26085.0,406.0,10479,1068.0,857.0,1860.0,6694.0,4952,11456,3444,1810,4240,14260,2135,1579,1244,1417,5795,5286,3179,752,827,556,22871,11211,11660,2529,1186,1343,1091,574,517,578.948,45.75713190131066
1063,4880,TOTAL,4013,838,29,8426,3950,4476,143,2619.0,0.0,2204.0,415.0,21804.0,14209.0,3225.0,8418.0,8.0,2955,671.0,506.0,435.0,1343.0,3044,1919,1154,794,1538,4414,612,346,304,888,1890,1818,706,267,223,122,1445,722,723,6713,3007,3706,268,221,47,659.938,12.767866072267395
1065,8040,TOTAL,4775,3173,92,14887,7019,7868,130,5813.0,44.0,5083.0,686.0,30571.0,20272.0,3809.0,14801.0,86.0,5658,926.0,657.0,717.0,3358.0,4634,4834,1683,892,1921,8042,1443,655,597,669,3400,2975,1667,597,465,381,5898,2898,3000,8748,4022,4726,241,99,142,656.498,22.67638286788383
1067,8072,TOTAL,2292,5632,148,17124,8232,8892,448,7372.0,10.0,6868.0,494.0,48610.0,24069.0,2270.0,16939.0,185.0,6669,519.0,501.0,748.0,4901.0,3657,7581,1878,1068,2566,8719,2252,697,901,968,3645,2986,2088,823,789,640,12179,5918,6261,4749,2220,2529,196,94,102,568.306,30.131654425608737
1069,42639,TOTAL,10664,30728,1247,104352,50029,54323,3437,47797.0,152.0,44291.0,3354.0,45496.0,25990.0,18913.0,101985.0,2367.0,39253,3334.0,2559.0,4946.0,28414.0,25332,38846,13820,6311,11653,52719,15594,4708,3787,3158,23718,17817,11184,6407,5914,3273,72387,35225,37162,28078,12990,15088,3887,1814,2073,581.675,179.39914900932652
1071,20984,TOTAL,3673,16672,639,52094,25536,26558,1505,21471.0,5.0,20189.0,1277.0,39816.0,21608.0,10418.0,51195.0,899.0,20626,2214.0,1772.0,2563.0,14077.0,9032,23958,6265,3723,7089,28510,5336,2250,2347,2492,12183,10121,6206,1753,2309,1274,47412,23257,24155,1799,938,861,2883,1341,1542,1126.765,46.23324295660586
1073,304191,TOTAL,156873,134768,12550,659892,312348,347544,25048,326611.0,520.0,302428.0,23663.0,51979.0,30657.0,109707.0,633282.0,26610.0,260924,21985.0,15131.0,28807.0,195001.0,183891,232226,81564,35595,53102,302661,152471,23326,15548,14228,141011,102920,58730,73897,52386,26188,342591,165994,176597,281702,128399,153303,35599,17955,17644,1123.811,587.1912625877484
1075,6966,TOTAL,1036,5823,107,13933,6800,7133,218,5803.0,0.0,5338.0,465.0,36756.0,21666.0,2916.0,13847.0,86.0,5974,522.0,678.0,776.0,3998.0,2189,6726,1361,1145,1972,7627,1269,420,632,920,3145,2838,1644,444,451,374,12187,5938,6249,1558,745,813,188,117,71,605.462,23.012179129326036
1077,39525,TOTAL,9952,27899,1674,92585,44315,48270,2412,42473.0,76.0,40130.0,2267.0,46265.0,27189.0,13703.0,90680.0,1905.0,38514,2796.0,2305.0,4990.0,28423.0,20443,40029,10511,6451,8838,49267,15958,2890,3083,2865,22403,15563,11301,6500,5748,3710,80561,38736,41825,9364,4325,5039,2660,1254,1406,719.597,128.66229292228846
1079,14829,TOTAL,3627,10833,369,33171,16003,17168,707,13353.0,19.0,12568.0,766.0,44515.0,23557.0,5508.0,32847.0,324.0,12811,1045.0,823.0,1685.0,9258.0,6180,15386,3726,1828,5378,17654,2907,1727,1886,1765,7378,6767,3509,1413,981,513,25942,12520,13422,3627,1771,1856,3602,1712,1890,717.194,46.2510840860353
1081,59191,TOTAL,21230,34617,3344,159287,78372,80915,5865,78041.0,674.0,72956.0,4411.0,48056.0,26960.0,32815.0,150602.0,8685.0,59373,7215.0,3662.0,6815.0,41681.0,51870,57346,15741,5849,10886,78501,35698,4885,2921,3080,48681,20371,9449,18634,11854,5210,111986,56077,55909,36675,16698,19977,10626,5597,5029,615.846,258.64745407131005
1083,40294,TOTAL,9468,29067,1759,93052,46427,46625,5479,42646.0,94.0,39595.0,2957.0,56460.0,27699.0,12384.0,89613.0,3439.0,32126,2082.0,1614.0,3693.0,24737.0,21335,39032,10336,4998,11744,42919,16977,5157,3763,2824,19623,15156,8140,7345,6873,2759,75143,37420,37723,12468,6596,5872,5441,2411,3030,607.185,153.25148019137495
1085,6684,TOTAL,4883,1751,50,10236,4830,5406,70,3907.0,0.0,3457.0,450.0,30833.0,19491.0,2820.0,10204.0,32.0,4180,638.0,447.0,767.0,2328.0,3239,3073,1247,744,1727,5164,1015,686,518,523,2144,1918,1102,369,443,203,2546,1280,1266,7601,3524,4077,89,26,63,725.067,14.117316054930097
1087,9140,TOTAL,7566,1431,143,19054,8790,10264,328,8309.0,14.0,7289.0,1006.0,32074.0,20125.0,4302.0,18853.0,201.0,7637,1438.0,478.0,1229.0,4492.0,7359,5495,2312,1093,2472,10519,2652,916,693,863,5523,3220,1776,872,877,903,3025,1544,1481,15740,7127,8613,289,119,170,613.205,31.07280599473259
1089,163389,TOTAL,62822,89520,11047,357560,174665,182895,17294,184407.0,1144.0,172631.0,10632.0,63417.0,35526.0,45960.0,337989.0,19571.0,145256,8447.0,7961.0,12791.0,116057.0,88434,148103,39891,16063,25284,147783,105298,11613,6725,6946,73145,48207,26431,42679,44688,17931,243835,121331,122504,86012,40096,45916,27713,13238,14475,812.711,439.9595920321
1091,10994,TOTAL,5615,5233,146,19538,9446,10092,115,7269.0,0.0,6563.0,706.0,32809.0,23056.0,4201.0,19451.0,87.0,7768,1517.0,544.0,1182.0,4525.0,5436,6513,2157,1757,2575,10406,2089,749,840,986,4609,3474,2323,738,970,381,8855,4283,4572,10518,5071,5447,165,92,73,982.667,19.88262554863448
1093,12984,TOTAL,1432,11274,278,29965,14898,15067,752,12710.0,22.0,11980.0,708.0,35392.0,21391.0,5144.0,29589.0,376.0,12212,1032.0,1319.0,2035.0,7826.0,5321,13746,3329,2460,4838,15956,2855,1695,1215,1928,6307,5973,3676,1062,1178,615,27886,13683,14203,1097,679,418,982,536,446,743.568,40.29893701719278
1095,35316,TOTAL,4917,29233,1166,95145,46977,48168,12961,41119.0,31.0,38997.0,2091.0,42490.0,23833.0,20354.0,88900.0,6245.0,34896,2777.0,2741.0,4886.0,24492.0,18112,39792,11570,5996,13677,45180,12634,6448,4190,3039,19913,15674,9593,4738,4587,3309,87887,43002,44885,2456,1339,1117,4802,2636,2166,623.177,152.67732923390946
1097,172737,TOTAL,72186,95116,5435,414659,197928,216731,11973,186507.0,764.0,174229.0,11514.0,46166.0,25215.0,78208.0,401061.0,13598.0,155831,14735.0,9367.0,20357.0,111372.0,110845,146515,52265,23625,44711,205172,66439,18948,14191,11572,95626,70529,39017,30825,22553,13061,243658,118542,125116,147434,67911,79523,23567,11475,12092,1644.005,252.22490199239053
1099,10271,TOTAL,4332,5795,144,21512,10230,11282,302,7781.0,0.0,6422.0,1359.0,30141.0,18890.0,6561.0,21376.0,136.0,8149,1801.0,762.0,1148.0,4438.0,5835,7723,2485,1502,2617,11741,2234,760,817,1040,4901,4468,2372,848,738,648,11814,5762,6052,8927,4084,4843,771,384,387,1034.412,20.79635580407033
1101,95878,TOTAL,58916,34003,2959,226941,107354,119587,7749,110586.0,1744.0,100599.0,8243.0,47990.0,28008.0,45479.0,216322.0,10619.0,89835,8321.0,5721.0,11020.0,64773.0,70862,71982,28057,11187,25310,98254,49708,11990,7034,6286,51630,30319,16305,21128,18988,9592,82862,40516,42346,130866,60170,70696,13213,6668,6545,799.908,283.7088765207999
1103,50644,TOTAL,11254,37486,1904,119122,58660,60462,9691,54363.0,35.0,51513.0,2815.0,49751.0,25907.0,17920.0,114075.0,5047.0,45646,3303.0,2481.0,5480.0,34382.0,25594,50017,14296,6811,15307,58166,18265,6920,4708,3679,25432,20616,12118,6759,7438,4068,95966,47378,48588,15228,7342,7886,7928,3940,3988,599.051,198.85118295437283
1105,5278,TOTAL,3824,1407,47,9486,4436,5050,89,2658.0,7.0,2325.0,326.0,23561.0,13678.0,3616.0,9343.0,143.0,3079,589.0,387.0,689.0,1414.0,4012,1443,1378,975,1525,4962,930,452,508,565,2656,1364,942,423,250,257,2838,1328,1510,6588,3065,3523,60,43,17,723.876,13.10445435406064
1107,9542,TOTAL,3972,5456,114,20298,9708,10590,932,7978.0,0.0,7136.0,842.0,37458.0,22417.0,4430.0,19635.0,663.0,7530,884.0,859.0,1116.0,4671.0,5316,7667,2633,1465,3209,11069,2018,1180,874,1155,4829,4084,2156,740,860,418,11362,5549,5813,8367,4016,4351,569,143,426,890.122,22.803615684142176
1109,13168,TOTAL,5056,7693,419,33403,16027,17376,263,15325.0,6.0,14093.0,1226.0,34678.0,21137.0,8374.0,31968.0,1435.0,11547,2083.0,721.0,1565.0,7178.0,13471,9435,3128,1900,3986,17605,5273,1182,1266,1538,11021,4110,2474,2714,1685,874,18960,9324,9636,12697,5929,6768,1746,774,972,673.003,49.63276538143217
1111,10187,TOTAL,2291,7705,191,22574,10989,11585,665,9079.0,0.0,8628.0,451.0,41449.0,23247.0,3912.0,22214.0,360.0,8643,856.0,866.0,843.0,6078.0,4967,9205,2603,1777,3705,11514,2441,1202,1271,1232,4958,3937,2619,804,976,661,17443,8535,8908,4547,2244,2303,584,210,374,584.132,38.64537467558703
1113,19256,TOTAL,9579,9210,467,58213,28124,30089,3120,26795.0,1245.0,23550.0,2000.0,40978.0,22055.0,11491.0,56732.0,1481.0,22740,2576.0,1638.0,3029.0,15497.0,14828,20580,7897,2819,7510,29680,6665,2960,2255,2295,15239,10082,4359,3061,2482,1122,29256,14377,14879,24957,11699,13258,4000,2048,1952,647.189,89.94744966308143
1115,38400,TOTAL,5589,31651,1160,87306,43755,43551,2089,41104.0,35.0,38881.0,2188.0,54887.0,24861.0,11268.0,85807.0,1499.0,32172,2041.0,1579.0,3344.0,25208.0,15971,38771,11145,4841,10177,46907,10224,3309,3811,3057,21232,16657,9018,4748,3660,1816,76224,37786,38438,8252,4448,3804,2830,1521,1309,653.637,133.5695500713699
1117,101254,TOTAL,22977,73020,5257,211261,102478,108783,12125,110274.0,139.0,105724.0,4411.0,75761.0,36576.0,17557.0,200101.0,11160.0,78328,3102.0,2417.0,5809.0,67000.0,43749,97673,19891,8544,13425,85164,62061,6273,4204,2948,39966,28518,16680,27086,24478,10497,169598,82511,87087,25455,11939,13516,16208,8028,8180,809.52,260.97069868564085
1119,6411,TOTAL,4746,1581,84,12985,6014,6971,13,4799.0,12.0,4207.0,580.0,23132.0,15882.0,3792.0,12717.0,268.0,5047,1311.0,541.0,880.0,2315.0,5041,3439,1430,1019,1635,7047,1781,628,333,674,3722,2168,1157,626,788,367,3201,1510,1691,9346,4325,5021,438,179,259,913.318,14.21739197081411
1121,33407,TOTAL,12121,20614,672,80565,39156,41409,1818,34131.0,45.0,31082.0,3004.0,41012.0,22498.0,15401.0,79174.0,1391.0,31407,3153.0,2445.0,4430.0,21379.0,20056,30651,10551,5170,12008,42952,8257,4486,3733,3789,19190,15459,8303,3326,3266,1665,51720,25341,26379,26010,12180,13830,2835,1635,1200,760.302,105.96447201243716
1123,19486,TOTAL,5519,13594,373,40636,19517,21119,954,16838.0,0.0,15083.0,1755.0,43361.0,23655.0,8131.0,40039.0,597.0,16448,1637.0,1464.0,2190.0,11157.0,8763,17379,4779,2637,6392,20329,5341,2628,2227,1537,8043,7034,5252,1441,2415,1485,28251,13859,14392,11145,5193,5952,1240,465,775,766.251,53.032230953042806
1125,82700,TOTAL,31762,47723,3215,206213,99539,106674,7437,99830.0,123.0,93450.0,6257.0,52221.0,26064.0,34058.0,198660.0,7553.0,72379,6378.0,4103.0,7395.0,54503.0,70117,71719,19593,8767,17056,104696,41285,7632,5404,4020,61410,27981,15305,21429,13496,6360,132877,65610,67267,65260,29698,35562,8076,4231,3845,1351.245,152.60963037791075
1127,29472,TOTAL,4497,24266,709,64493,31506,32987,1545,27108.0,26.0,24707.0,2375.0,41748.0,22772.0,12525.0,63590.0,903.0,25036,2326.0,1816.0,3510.0,17384.0,12210,27251,8611,4596,9453,35379,5308,3269,3064,3120,14756,12890,7733,2341,1796,1171,58547,28550,29997,4007,1894,2113,1939,1062,877,805.189,80.09672263282286
1129,8533,TOTAL,2374,6042,117,16643,8420,8223,182,6055.0,0.0,5538.0,517.0,40794.0,22776.0,3446.0,16468.0,175.0,6007,653.0,422.0,757.0,4175.0,3746,6733,2125,1112,2411,9232,1297,601,911,899,3851,3555,1826,477,507,313,11003,5459,5544,4086,2131,1955,1554,830,724,1088.561,15.288991613699187
1131,6118,TOTAL,4339,1737,42,10809,5134,5675,70,3437.0,25.0,2882.0,530.0,27237.0,16584.0,3254.0,10751.0,58.0,3804,701.0,405.0,660.0,2038.0,3718,2781,1341,876,1895,5354,918,572,663,660,2566,1795,993,289,297,332,2903,1413,1490,7511,3522,3989,395,199,196,907.407,11.911964531902443
1133,10313,TOTAL,872,9228,213,23875,11840,12035,734,9758.0,18.0,9000.0,740.0,38504.0,21799.0,3817.0,23616.0,259.0,9403,690.0,801.0,1742.0,6170.0,4091,10416,3522,1754,4189,12322,2372,1217,1416,1556,4874,4646,2802,867,836,669,23001,11377,11624,90,65,25,784,398,386,631.866,37.78491009169666
2013,6533,TOTAL,1684,4028,821,3425,1989,1436,346,2486.0,4.0,2395.0,87.0,69706.0,32510.0,525.0,2307.0,1118.0,860,34.0,35.0,81.0,710.0,1172,1400,355,118,421,2160,356,133,186,102,1015,960,185,151,190,15,605,424,181,144,136,8,2676,1429,1247,15010.091,0.2281798291562656
2016,7436,TOTAL,3294,3203,939,5750,3432,2318,798,4028.0,60.0,3889.0,79.0,85517.0,37070.0,472.0,3470.0,2280.0,1176,23.0,27.0,45.0,1081.0,1862,2166,668,215,538,3506,743,208,227,103,1927,1371,208,397,323,23,1699,1194,505,246,214,32,3805,2024,1781,14116.351,0.40732906117168666
2020,7140,TOTAL,4151,2187,802,296112,151144,144968,26847,167429.0,8246.0,150201.0,8982.0,83280.0,39839.0,26498.0,264444.0,31668.0,106524,3378.0,2491.0,5805.0,94850.0,80133,114952,31656,7848,15450,137281,70184,8178,4225,3047,78776,42763,15742,33451,26030,10703,186522,97312,89210,16439,8724,7715,93151,45108,48043,1962.599,150.87748439696546
4001,27661,TOTAL,17083,8240,2338,71522,35240,36282,4445,20871.0,1.0,18365.0,2505.0,32963.0,14499.0,24761.0,70331.0,1191.0,20395,4280.0,1534.0,2682.0,11899.0,26344,19709,5951,3249,10937,35541,5213,3979,3014,3944,18311,12090,5140,1543,2334,1336,16362,8360,8002,513,233,280,54647,26647,28000,11218.329,6.375459304144138
4003,50015,TOTAL,17450,28092,4473,126279,64135,62144,44598,50142.0,3703.0,43097.0,3342.0,48649.0,25436.0,20192.0,112382.0,13897.0,49250,3562.0,3285.0,6294.0,36109.0,27648,52629,15215,7613,13218,64646,20619,5282,4024,3912,28758,20240,15648,6652,6977,6990,107243,54694,52549,4734,2789,1945,14302,6652,7650,6217.452,20.310410116555783
4005,59784,TOTAL,32404,21108,6272,140217,68918,71299,19666,71820.0,120.0,66310.0,5390.0,57616.0,26387.0,24168.0,133424.0,6793.0,47276,3867.0,2467.0,4477.0,36465.0,53392,45788,12590,3969,10307,69005,31258,4710,3098,2499,44251,17635,7119,13911,10706,6641,89502,44724,44778,1869,845,1024,48846,23349,25497,18661.083,7.513872587137628
4007,22312,TOTAL,7003,14182,1127,53400,26370,27030,9992,20214.0,0.0,18162.0,2052.0,42092.0,22939.0,11807.0,51392.0,2008.0,21708,1998.0,1507.0,3027.0,15176.0,11056,22060,7335,3835,6599,28556,7396,2398,2117,2084,9401,9727,9428,1497,2628,3271,41095,20459,20636,317,146,171,11988,5765,6223,4795.47,11.135509136747805
