fips,totalvotes,mode,dem,repub,other,pop_tot,pop_male,pop_female,hispanic,labor_total,labor_armed,labor_employed,labor_unemployed,income_median,income_percapita,income_poverty,native_yes,native_no,houses_tot,income_10,income_10-15,income_15-25,income_25,marital_single,marital_married,marital_sepdiv,marital_widow,edu_low,edu_mid,edu_high,edu_low_age_18,edu_low_age_45,edu_low_age_65,edu_mid_age_18,edu_mid_age_45,edu_mid_age_65,edu_high_age_18,edu_high_age_45,edu_high_age_65,race_wht_total,race_wht_male,race_wht_female,race_blk_total,race_blk_male,race_blk_female,race_other_total,race_other_male,race_other_female,CENSUSAREA,pop_density
1045,19320,TOTAL,5270,13886,164,49730,24536,25194,2606,24275,2520,20097,1658,43353,21722.0,7173,47962.0,1768.0,19545,1730,1341,2484,13990,8849,21463,6269,2803,6798,24425,6071,2733,1897,2168,12457,8275,3693,2989,2336,746,37298,18720,18578,9888,4636,5252,2544,1180,1364,561.15,88.62158068252695
1047,20852,TOTAL,13986,6798,68,44066,20296,23770,312,18168,30,15373,2765,26029,16646.0,13881,43743.0,323.0,16795,3556,1726,2899,8614,12750,12887,5599,3113,7646,20323,4211,3003,2383,2260,9728,7617,2978,1600,1808,803,13226,6280,6946,30322,13741,16581,518,275,243,978.695,45.02526323318296
1049,24015,TOTAL,5658,17957,400,70038,34584,35454,8574,31329,10,28636,2683,35065,18152.0,13932,64965.0,5073.0,25937,2599,2345,4407,16586,11232,32031,7368,4257,16668,29967,5181,6929,5263,4476,14837,10830,4300,2267,2123,791,64779,31919,32860,1120,509,611,4139,2156,1983,777.093,90.12820859279391
1051,34315,TOTAL,8301,25777,237,77650,38248,39402,1965,36203,561,32740,2902,53128,22640.0,8787,75970.0,1680.0,27762,1717,1370,2902,21773,15414,34339,8658,4058,10576,37558,10751,5073,3136,2367,19462,13138,4958,4694,4496,1561,59044,28727,30317,15611,7875,7736,2995,1646,1349,618.485,125.54871985577661
1053,14674,TOTAL,5188,9375,111,37996,19429,18567,722,14918,153,13243,1522,31927,16259.0,8505,37568.0,428.0,13804,2178,1046,2331,8249,9078,14309,4701,2663,8080,18140,2861,3878,2326,1876,8488,6398,3254,984,1452,425,24065,12079,11986,11936,6360,5576,1995,990,1005,945.08,40.204003893850256
1055,44737,TOTAL,13497,30595,645,104066,50213,53853,3204,46024,71,41331,4622,36422,20439.0,17202,101704.0,2362.0,41584,4371,3216,6467,27530,18514,45153,12975,7725,15854,52334,11668,6780,4104,4970,23188,19517,9629,5264,4788,1616,85437,41628,43809,15658,7236,8422,2971,1349,1622,534.991,194.51916013540415
1057,7957,TOTAL,1994,5883,80,17472,8533,8939,184,7285,3,6796,486,34560,17711.0,3094,17380.0,92.0,7164,816,831,980,4537,2823,8230,1811,1315,3217,9093,1214,925,966,1326,4020,3408,1665,339,727,148,15128,7446,7682,1954,919,1035,390,168,222,627.66,27.83672689035465
1059,11693,TOTAL,3469,8048,176,31383,15579,15804,4134,14574,0,13397,1177,33942,18094.0,6019,28906.0,2477.0,12367,1448,1178,2055,7686,5155,14479,3549,1757,7243,13894,2515,3344,1833,2066,6749,4941,2204,970,1160,385,27392,13295,14097,1329,671,658,2662,1613,1049,633.821,49.513979498943705
1061,11657,TOTAL,2134,9417,106,26541,12893,13648,850,12125,15,11185,925,34140,18351.0,4237,26106.0,435.0,10720,1460,939,1795,6526,4513,11463,3767,1875,5832,13157,1543,1966,1924,1942,5700,5080,2377,769,521,253,23154,11332,11822,2711,1226,1485,676,335,341,574.408,46.20583278784418
1063,5305,TOTAL,4408,876,21,9255,4435,4820,97,3692,0,2883,809,22222,14738.0,2785,9172.0,83.0,3522,723,340,792,1667,2766,2480,1153,964,1852,4440,617,521,641,690,2103,1762,575,122,331,164,1663,856,807,7444,3493,3951,148,86,62,647.11,14.302050655993572
1065,8214,TOTAL,4982,3200,32,16168,7732,8436,57,7007,2,6015,990,29299,16523.0,3978,16021.0,147.0,5843,941,729,934,3239,4542,4855,2084,1353,3692,7207,1077,1527,1008,1157,3297,2963,947,379,509,189,6457,3192,3265,9570,4461,5109,141,79,62,643.943,25.107812337427383
1067,8648,TOTAL,3018,5585,45,17148,8193,8955,334,8033,38,7134,861,38379,19716.0,2562,16719.0,429.0,6656,752,814,708,4382,3352,7512,1908,1261,3189,8275,1845,998,1161,1030,3601,2991,1683,756,822,267,11673,5664,6009,5021,2302,2719,454,227,227,561.75,30.5260347129506
1069,41735,TOTAL,12225,29254,256,99029,47512,51517,2608,47309,323,43872,3114,41022,22725.0,16348,96862.0,2167.0,38035,3728,2623,5580,26104,19916,40150,12780,5901,13885,47610,12946,5655,4083,4147,22876,16833,7901,5725,5496,1725,69839,33936,35903,25150,11540,13610,4040,2036,2004,579.824,170.791481553023
1071,20874,TOTAL,6374,14083,417,53386,26224,27162,1212,24031,3,22247,1781,36312,18905.0,9255,52598.0,788.0,21173,2655,1720,3371,13427,8461,24923,6383,3581,10746,25793,4592,3607,3723,3416,11892,9731,4170,1894,1946,752,49167,24190,24977,1786,950,836,2433,1084,1349,1077.868,49.529255901464744
1073,318524,TOTAL,166121,149921,2482,656912,310892,346020,22577,330602,752,301018,28832,45244,26529.0,99549,630177.0,26735.0,260441,23665,16726,32700,187350,171674,238213,79487,39126,70822,297549,132706,31640,17481,21701,144568,105246,47735,66979,49668,16059,358121,173117,185004,274357,124655,149702,24434,13120,11314,1111.276,591.1330758515436
1075,7075,TOTAL,1614,5419,42,14743,7083,7660,174,6282,0,5669,613,33887,19789.0,2689,14707.0,36.0,5944,852,493,988,3611,2134,6887,1707,1215,2991,7401,987,1190,766,1035,2899,3060,1442,421,386,180,12824,6244,6580,1804,787,1017,115,52,63,604.846,24.374799535749595
1077,38104,TOTAL,13329,24068,707,91762,43841,47921,1872,42674,23,38981,3670,39345,22341.0,15891,90071.0,1691.0,37713,4164,3500,5171,24878,18577,40570,9712,6600,12127,45811,13861,4538,3249,4340,21884,15695,8232,5640,5738,2483,80106,38455,41651,9395,4183,5212,2261,1203,1058,667.697,137.430601006145
1079,14680,TOTAL,5164,9277,239,34235,16765,17470,598,15900,20,14473,1407,40516,19370.0,4630,33669.0,566.0,13412,1167,939,1977,9329,5824,16711,3218,1919,6467,17165,2536,2431,2242,1794,8168,6326,2671,1321,985,230,26727,13130,13597,3842,1877,1965,3666,1758,1908,690.678,49.56723683105586
1081,54325,TOTAL,21498,32230,597,135010,66748,68262,4062,68545,998,61882,5665,40894,22794.0,24966,128376.0,6634.0,54016,6695,4181,7171,35969,43097,49212,12585,4800,13259,64885,26262,5750,3980,3529,43514,15765,5606,14613,8879,2770,98194,49206,48988,30775,14285,16490,6041,3257,2784,607.536,222.22551420821156
1083,33551,TOTAL,9536,23598,417,78614,39883,38731,3917,37216,182,34257,2777,46682,24007.0,10158,75838.0,2776.0,30028,2006,1748,3773,22501,14210,36027,9111,3594,12002,36128,11526,5432,3580,2990,17712,13385,5031,5605,4437,1484,65164,32716,32448,10043,5303,4740,3407,1864,1543,559.936,140.39818836438448
1085,7278,TOTAL,5449,1809,20,11731,5464,6267,106,4915,3,4202,710,29714,16524.0,3163,11696.0,35.0,4205,758,436,672,2339,3670,3496,1451,740,2307,5430,1001,929,606,772,2456,2345,629,390,385,226,3020,1481,1539,8566,3919,4647,145,64,81,715.911,16.386115033851976
1087,10877,TOTAL,9450,1396,31,21699,9926,11773,139,9308,56,7986,1266,27544,16380.0,5141,21599.0,100.0,7969,1397,771,1431,4370,7949,5637,2762,1567,3134,11013,2861,1044,928,1162,6386,3510,1117,939,1197,725,3269,1641,1628,18038,8109,9929,392,176,216,608.885,35.63727140593051
1089,152899,TOTAL,64117,86965,1817,323080,158503,164577,13034,171163,2572,154996,13595,55851,29918.0,37679,305288.0,17792.0,126564,9164,5723,13158,98519,73453,134854,36398,14846,31779,131352,82151,15872,8462,7445,68348,42831,20173,36156,34817,11178,225860,112311,113549,76057,35615,40442,21163,10577,10586,801.593,403.04743180142543
1091,11471,TOTAL,5926,5516,29,21296,10064,11232,72,8482,29,7524,929,32940,18323.0,4714,21235.0,61.0,8494,1427,751,1412,4904,5135,7506,2729,1576,3274,10009,2523,1082,1025,1167,4437,3780,1792,1096,1014,413,9762,4768,4994,11309,5145,6164,225,151,74,976.882,21.79997174684353
1093,12355,TOTAL,2600,9536,219,30792,15232,15560,587,13682,14,12584,1084,32769,19030.0,5345,30344.0,448.0,12744,1391,1092,2566,7695,4835,14577,3715,2234,6711,15474,1940,1878,2358,2475,7092,5645,2737,886,706,348,28844,14137,14707,892,547,345,1056,548,508,742.292,41.48232770931116
1095,33166,TOTAL,7038,25727,401,90867,44733,46134,9891,41812,43,39115,2654,37661,19875.0,17913,84099.0,6768.0,34433,3690,3192,5131,22420,15510,39898,10612,5810,17975,40850,9108,8656,4059,5260,18838,15573,6439,3743,3860,1505,85322,41912,43410,1471,739,732,4074,2082,1992,565.842,160.5872310645021
1097,181424,TOTAL,82181,98049,1194,408620,196200,212420,8854,193846,830,174321,18695,40996,21548.0,76987,395596.0,13024.0,153302,17971,11183,19245,104903,98124,151393,50361,23346,55398,194074,54992,24317,15784,15297,96487,69013,28574,25285,22091,7616,250336,122619,127717,140847,64602,76245,17437,8979,8458,1229.435,332.3640534066462
1099,11252,TOTAL,5025,6175,52,23329,11262,12067,248,9731,6,8708,1017,30235,17652.0,5863,23022.0,307.0,9191,1599,932,1264,5396,4760,8952,3073,1659,4249,11302,1735,1502,1304,1443,5257,4278,1767,602,864,269,12981,6348,6633,9474,4438,5036,874,476,398,1025.675,22.745021571160457
1101,104743,TOTAL,62166,42031,546,228018,108532,119486,7177,112883,1902,102224,8757,43725,24622.0,41324,219023.0,8995.0,88772,8233,6841,10576,63122,63910,76296,28701,12085,27667,97439,46164,13602,6838,7227,53784,30396,13259,21152,18644,6368,95733,46943,48790,122759,56791,65968,9526,4798,4728,784.247,290.74768535933197
1103,50542,TOTAL,13895,36014,633,117632,57601,60031,7987,57598,199,52500,4899,44349,23090.0,17351,111686.0,5946.0,46375,3778,2646,6733,33218,21658,52881,13383,6308,17697,55942,15499,8623,4686,4388,26051,20327,9564,6599,6709,2191,97135,47744,49391,13893,6588,7305,6604,3269,3335,579.337,203.045895566829
1105,6159,TOTAL,4457,1679,23,10684,4901,5783,124,3957,26,3325,606,25950,13433.0,2807,10672.0,12.0,3828,743,391,742,1952,3536,3222,926,771,2089,4964,919,667,743,679,2646,1482,836,364,351,204,3176,1456,1720,7368,3436,3932,140,9,131,719.664,14.845816936792726
1107,10067,TOTAL,4594,5434,39,19917,9437,10480,225,8436,0,7246,1190,28280,16278.0,5317,19827.0,90.0,8008,1398,967,1342,4301,4405,7612,2492,1470,3250,10262,1556,1019,890,1341,4667,3796,1799,511,877,168,11332,5547,5785,8400,3831,4569,185,59,126,881.408,22.596799665988964
1109,13955,TOTAL,5879,8004,72,32147,15200,16947,705,15642,71,14143,1428,29181,19013.0,8865,30903.0,1244.0,13013,2454,1150,2109,7300,10363,10977,3536,1729,4531,15863,4969,1946,1393,1192,9287,4432,2144,2732,1557,680,18967,9189,9778,11663,5262,6401,1517,749,768,672.094,47.83110695825286
1111,10384,TOTAL,3064,7175,145,22817,11254,11563,563,10019,29,8944,1046,34593,19844.0,4706,22464.0,353.0,8529,889,820,1251,5569,4603,9529,2692,1573,4907,10599,1905,1755,1575,1577,4980,3781,1838,671,836,398,17609,8729,8880,4781,2245,2536,427,280,147,580.55,39.30238566876238
1113,18915,TOTAL,10085,8705,125,51663,24660,27003,1734,24141,779,20656,2706,32481,17415.0,11856,50877.0,786.0,20174,2543,1688,3649,12294,12368,16932,8063,3417,9024,25204,4090,3725,2645,2654,12646,9179,3379,2040,1463,587,28082,13804,14278,21484,9839,11645,2097,1017,1080,641.14,80.57990454502917
1115,34088,TOTAL,6091,27649,348,80658,40348,40310,1586,38302,234,35338,2730,48837,22192.0,8283,79089.0,1569.0,29574,2027,2006,3261,22280,13875,36442,9604,4863,12977,40260,8116,5690,3770,3517,19508,14911,5841,4001,3227,888,72052,35752,36300,6906,3754,3152,1700,842,858,631.902,127.64321049783035
1117,90643,TOTAL,20625,69060,958,187880,92040,95840,9750,101237,165,95469,5603,68380,33978.0,13681,177283.0,10597.0,71759,2692,2072,5665,61330,33981,89508,16746,7194,12825,75410,51288,6160,3149,3516,38350,26256,10804,26477,20228,4583,158707,77800,80907,19271,8892,10379,9902,5348,4554,784.93,239.35892372568256
1119,7020,TOTAL,5264,1731,25,13871,6325,7546,101,6406,0,5341,1065,25338,14460.0,4777,13857.0,14.0,4952,1214,600,634,2504,5363,3474,1389,1020,2450,6926,1172,721,666,1063,3669,2420,837,482,552,138,3381,1611,1770,10197,4563,5634,293,151,142,903.887,15.345944791771538
1121,34204,TOTAL,13779,20112,313,82347,40125,42222,1567,36820,114,32482,4224,36948,18713.0,14395,80821.0,1526.0,31151,3932,2231,4637,20351,17414,33166,10799,4999,15098,40837,6821,6101,4774,4223,19731,15132,5974,2922,2800,1099,54116,26509,27607,26278,12605,13673,1953,1011,942,736.775,111.76682162125479
1123,19311,TOTAL,6063,13116,132,41534,20052,21482,887,19568,0,17707,1861,36904,22542.0,7161,40896.0,638.0,16282,1402,1493,2741,10646,8190,17984,4707,3052,7925,19414,4749,3397,2217,2311,7997,7696,3721,1837,1941,971,29573,14564,15009,11095,5099,5996,866,389,477,716.521,57.9662005719302
1125,78912,TOTAL,32796,45405,711,188331,91206,97125,5214,91943,136,85887,5920,42311,22546.0,35646,182094.0,6237.0,69175,9096,4799,8324,46956,60540,66686,18337,8587,22082,92614,32506,10519,5887,5676,55616,26259,10739,17983,10796,3727,126696,62911,63785,56014,25531,30483,5621,2764,2857,1321.755,142.48555897272942
1127,28652,TOTAL,7420,20722,510,67612,32867,34745,1237,28840,52,25437,3351,37191,20516.0,12407,66888.0,724.0,25800,2475,2205,4150,16970,11829,28783,9089,5270,12601,34839,4748,4407,3935,4259,16102,13026,5711,1940,2088,720,62143,30284,31859,4082,1886,2196,1387,697,690,791.192,85.4558691190002
1129,8775,TOTAL,3067,5654,54,17556,8925,8631,132,7209,0,6467,742,36431,18824.0,3372,17470.0,86.0,6672,900,594,1215,3963,2956,8002,1665,1212,2927,8987,1102,951,907,1069,4344,3396,1247,354,532,216,11466,5725,5741,4468,2356,2112,1622,844,778,1080.207,16.252440504458868
1131,6494,TOTAL,4612,1868,14,12012,5658,6354,33,3232,0,2532,700,23491,12573.0,4328,11974.0,38.0,3732,827,418,787,1700,4060,3052,1415,762,2585,5028,1010,932,925,728,2566,1716,746,322,488,200,3229,1600,1629,8763,4058,4705,20,0,20,888.498,13.519445176016152
1133,10031,TOTAL,1757,8103,171,24687,12140,12547,618,10406,11,9594,801,33685,18055.0,4921,24317.0,370.0,9478,1053,968,1661,5796,3786,11560,3337,1505,5763,11381,1951,2021,1832,1910,5130,4406,1845,580,948,423,23904,11788,12116,75,27,48,708,325,383,612.979,40.273810358919306
2013,11526,TOTAL,2800,8432,294,3703,2662,1041,573,3227,0,3116,111,54375,22279.0,385,1028.0,2675.0,267,9,13,37,208,1101,1740,467,141,1200,1894,294,707,415,78,1255,595,44,139,150,5,579,502,77,406,387,19,2718,1773,945,6981.943,0.5303681224553107
2016,10697,TOTAL,2636,7774,287,6259,4781,1478,1178,5514,113,5296,105,72917,29920.0,716,2855.0,3404.0,521,25,11,47,438,1833,2629,1198,139,1776,3462,455,771,896,109,2079,1287,96,257,164,34,1880,1438,442,676,619,57,3703,2724,979,4390.276,1.4256506880205253
2020,5138,TOTAL,2474,2536,128,284267,144040,140227,20983,163188,8724,143069,11395,73004,34678.0,21945,257994.0,26273.0,104315,3261,3141,6435,91478,70903,112931,31671,7495,19081,130434,60306,11002,4415,3664,75798,43728,10908,28186,26923,5197,192878,100056,92822,15228,7985,7243,76161,35999,40162,1704.683,166.7565171941059
4001,24262,TOTAL,15390,8551,321,70312,35040,35272,4210,22305,0,18833,3472,30184,12294.0,23863,69158.0,1154.0,18859,3796,1935,2687,10441,23524,19818,5115,3537,13256,29934,4236,4870,4174,4212,16723,10440,2771,1292,2196,748,16895,8432,8463,179,154,25,53238,26454,26784,11197.521,6.279246986900047
4003,48820,TOTAL,18943,29026,851,129268,65729,63539,41087,57260,4219,48973,4068,44876,23010.0,19351,113413.0,15855.0,48935,4144,2867,5993,35931,26476,56946,15268,6059,15919,64064,19212,6297,4565,5057,29925,21184,12955,6576,8976,3660,107638,54748,52890,4939,3043,1896,16691,7938,8753,6165.69,20.965698891770426
4005,54344,TOTAL,31433,22186,725,131824,65445,66379,17334,69354,110,64410,4834,49510,22632.0,23048,124340.0,7484.0,45478,3830,2739,4794,34115,43262,46202,12317,3828,12815,61505,25393,6277,3318,3220,38434,18221,4850,11674,10554,3165,81677,41204,40473,1417,793,624,48730,23448,25282,18618.885,7.08012321897901
4007,22333,TOTAL,7884,14095,354,53272,26401,26871,9344,19865,0,18489,1376,37580,19600.0,9923,51603.0,1669.0,19704,1918,1505,3019,13262,10549,22407,7026,3813,7510,28257,5757,3159,1685,2666,9400,11743,7114,897,2756,2104,41791,20803,20988,136,92,44,11345,5506,5839,4757.933,11.196458630249733
4009,12007,TOTAL,3487,8376,144,36030,19269,16761,10727,13652,9,12306,1337,41683,15644.0,6425,34243.0,1787.0,10822,1157,775,1558,7332,9148,12598,4449,1449,5117,17744,2953,2878,1148,1091,9969,5383,2392,965,1222,766,25172,13092,12080,813,634,179,10045,5543,4502,4622.597,7.794319946125523
4011,2913,TOTAL,1165,1712,36,8318,4416,3902,3821,3951,0,3490,461,48696,21281.0,1116,7951.0,367.0,3327,266,163,375,2523,1659,3320,926,402,669,4530,702,274,131,264,2162,1713,655,369,301,32,6866,3657,3209,24,21,3,1428,738,690,1843.126,4.512985004823327
4012,5552,TOTAL,1929,3509,114,20549,10614,9935,4649,7633,26,7064,543,32147,21165.0,4093,18050.0,2499.0,10158,962,965,1919,6312,3034,10204,2847,1452,3925,11458,1508,1339,1121,1465,2989,4013,4456,354,495,659,14481,7464,7017,211,111,100,5857,3039,2818,4499.629,4.56682095346083
4013,1364962,TOTAL,602166,746448,16348,3751410,1860668,1890742,1087987,1879315,5831,1740825,132659,55054,27816.0,515030,3154608.0,596802.0,1382002,84008,60559,133156,1104279,907521,1471869,383390,147551,419523,1608793,718604,250473,99606,69444,853442,496396,258955,344624,264915,109065,3018608,1498338,1520270,177978,90745,87233,554824,271585,283239,9200.143,407.75561858114594
4015,67605,TOTAL,22092,44333,1180,199177,99877,99300,28650,84596,110,75389,9097,39785,21523.0,31502,186468.0,12709.0,80361,5986,5748,11015,57612,34598,88716,28437,12500,28462,110656,17367,11921,7311,9230,36204,44696,29756,5063,7530,4774,179540,89747,89793,1854,1192,662,17783,8938,8845,13311.084,14.963244165539034
4017,35800,TOTAL,15579,19761,460,107060,53361,53699,11235,42280,59,36993,5228,39774,16745.0,25493,104254.0,2806.0,35366,4424,2337,4788,23817,26590,39549,9861,4355,15895,48754,9491,7223,4474,4198,24110,17298,7346,3100,4644,1747,51689,26240,25449,869,582,287,54502,26539,27963,9950.422,10.759342669084788
4019,393428,TOTAL,206254,182406,4768,964462,473434,491028,324303,466079,5941,423298,36840,45521,25093.0,154259,836971.0,127491.0,381880,31558,23090,46305,280927,245472,372455,114684,46798,101167,442692,196045,49655,26993,24519,224988,140438,77266,73911,79730,42404,729000,356761,372239,33329,18390,14939,202133,98283,103850,9187.036,104.98075766765255
4021,104883,TOTAL,44254,59421,1208,329297,173429,155868,95091,136547,480,125577,10490,51310,21716.0,40804,294696.0,34601.0,118826,7532,5215,12905,93174,65349,144322,33367,12603,43309,160264,39876,23495,11281,8533,79301,52584,28379,17402,13429,9045,242656,126279,116377,13836,8082,5754,72805,39068,33737,5365.612,61.37175032410096
4023,13303,TOTAL,8683,4518,102,46051,22403,23648,37762,18730,6,16540,2184,36519,16209.0,11519,30614.0,15437.0,12078,1309,816,1949,8004,10710,17616,3649,2453,9538,17179,4970,3450,3650,2438,9519,5209,2451,1386,2123,1461,34027,16732,17295,169,84,85,11855,5587,6268,1236.916,37.23049907996986
