fips,totalvotes,mode,dem,repub,other,pop_tot,pop_male,pop_female,hispanic,labor_total,labor_armed,labor_employed,labor_unemployed,income_median,income_percapita,income_poverty,native_yes,native_no,houses_tot,income_10,income_10-15,income_15-25,income_25,marital_single,marital_married,marital_sepdiv,marital_widow,edu_low,edu_mid,edu_high,edu_low_age_18,edu_low_age_45,edu_low_age_65,edu_mid_age_18,edu_mid_age_45,edu_mid_age_65,edu_high_age_18,edu_high_age_45,edu_high_age_65,race_wht_total,race_wht_male,race_wht_female,race_blk_total,race_blk_male,race_blk_female,race_other_total,race_other_male,race_other_female,CENSUSAREA,pop_density
12083,204376,TOTAL,74858,127826,1692,378225,182704,195521,56818,151459,182,142390,8887,55265.0,31086,52923,347243.0,30982.0,154996,8637,6597,16314,123448,86357,161015,45524,27334,34631,210089,63040,13263,10670,10698,75216,62696,72177,16311,20353,26376,281422,135190,146232,46704,21721,24983,50099,25793,24306,1662.655,227.48255049905123
12085,98726,TOTAL,36893,61168,665,159399,78808,80591,22778,70179,131,66965,3083,77894.0,50748,16391,142842.0,16557.0,66724,2923,1885,4227,57689,34127,71267,21141,12142,10852,78368,44599,4786,2871,3195,24428,24788,29152,10191,16079,18329,132109,64657,67452,8637,4534,4103,18653,9617,9036,753.121,211.65124860414198
12086,1156816,TOTAL,617864,532833,6119,2688237,1318559,1369678,1848739,1410119,2324,1343356,64439,64215.0,35563,403997,1235247.0,1452990.0,952680,56641,51746,84132,760161,806620,961001,345091,128510,362685,1134619,650647,109285,116239,137161,550494,383716,200409,306183,235475,108989,1259156,621278,637878,426417,207539,218878,1002664,489742,512922,2389.31,1125.1101782522987
12087,48029,TOTAL,21881,25693,455,82044,42677,39367,21068,45058,1369,42210,1479,80111.0,54630,9480,65878.0,16166.0,34388,1452,998,1981,29957,19134,36143,11749,4246,5780,39540,23862,2425,1573,1782,14776,14313,10451,7380,9418,7064,62079,32731,29348,5716,3295,2421,14249,6651,7598,5289.54,15.510611508751234
12089,58811,TOTAL,15564,42566,681,91538,45302,46236,4579,43670,566,41336,1768,84085.0,44483,8343,87960.0,3578.0,36336,1353,1245,1865,31873,16553,44520,9965,5719,6097,44894,22659,1739,2048,2310,17944,16625,10325,6818,7435,8406,80013,39612,40401,5013,2523,2490,6512,3167,3345,725.917,126.0998158191639
12091,116373,TOTAL,34248,79798,2327,212021,107993,104028,21317,109805,12000,94566,3239,73988.0,40002,20998,195228.0,16793.0,83334,2824,2276,4985,73249,48972,90475,24075,8668,12929,101125,50675,6545,3636,2748,50164,30029,20932,22231,17560,10884,158058,80216,77842,19991,10699,9292,33972,17078,16894,1246.683,170.06809269076422
12093,15954,TOTAL,4390,11470,94,39870,21440,18430,10661,16377,0,15371,1006,50476.0,26904,7113,34942.0,4928.0,14919,835,745,1629,11710,10265,15348,4508,2720,6604,19789,4962,2975,2083,1546,8192,6498,5099,2026,1877,1059,30033,15508,14525,3241,2146,1095,6596,3786,2810,891.911,44.70176957117919
12095,647403,TOTAL,395014,245398,6991,1427403,704643,722760,469883,773405,1537,729283,42585,72629.0,37330,187454,1105096.0,322307.0,491378,24669,14808,32689,419212,459990,512976,151900,47253,117391,620960,380616,52462,33817,31112,339594,189092,92274,201214,125154,54248,731351,365750,365601,291433,141336,150097,404619,197557,207062,1003.43,1422.5237435595907
12097,172436,TOTAL,97297,73480,1659,393745,195519,198226,220780,202097,78,191317,10702,64312.0,28690,52441,300257.0,93488.0,119817,4767,4721,9994,100335,114553,141135,45231,15207,37280,188724,72950,16649,9823,10808,98035,60600,30089,36394,25540,11016,195489,95681,99808,42932,21996,20936,155324,77842,77482,1505.971,261.455897889136
12099,773158,TOTAL,433572,334711,4875,1494805,729568,765237,350700,742370,536,699009,42825,76066.0,48121,166938,1094644.0,400161.0,589594,29605,17718,41250,501021,391982,592886,181530,97553,139814,634527,439343,61773,41510,36531,259135,195413,179979,141173,149651,148519,919163,448380,470783,276750,133451,143299,298892,147737,151155,2383.19,627.228630533025
12101,301970,TOTAL,119073,179621,3276,569211,278905,290306,99192,261256,892,246451,13913,63187.0,35201,66197,505836.0,63375.0,223385,10129,9656,19383,184217,131935,238011,67065,37878,43844,294545,115972,17172,12967,13705,112462,96669,85414,47910,40986,27076,444803,218047,226756,34035,17199,16836,90373,43659,46714,1014.753,560.9355182985416
12103,559715,TOTAL,277450,276209,6056,959918,464021,495897,99956,485326,2118,460773,22435,66406.0,44020,107865,845398.0,114520.0,418716,23013,15182,33461,347060,250115,376729,140039,69297,63118,475459,270410,21480,19907,21731,166693,161185,147581,98699,95691,76020,738122,358120,380002,96357,45803,50554,125439,60098,65341,862.538,1112.8993737087526
12105,343256,TOTAL,145049,194586,3621,736229,363269,372960,192804,336379,599,320223,15557,60901.0,30262,106728,656320.0,79909.0,264145,14245,9677,22365,217858,195636,280117,85579,42174,76081,385265,113817,32838,23684,19559,175289,115243,94733,44859,36735,32223,474356,231606,242750,109389,54233,55156,152484,77430,75054,2010.403,366.20966045116324
12107,36373,TOTAL,10527,25514,332,73604,36564,37040,7727,28418,0,25898,2520,44852.0,25966,16506,70151.0,3453.0,29782,2419,1790,3858,21715,19231,25364,10643,5366,10361,40433,7147,3720,3763,2878,15450,13613,11370,1890,2236,3021,54928,27700,27228,11620,5365,6255,7056,3499,3557,826.917,89.01014249314018
12109,176622,TOTAL,63850,110946,1826,278722,136822,141900,22235,136556,678,129898,5980,100020.0,52096,18720,254043.0,24679.0,102056,3003,1783,4271,92999,54864,133468,28035,13737,12159,109952,96634,4887,4303,2969,44315,36962,28675,33713,36809,26112,232319,113974,118345,15352,7578,7774,31051,15270,15781,821.531,339.2714334577758
12111,172169,TOTAL,84137,86831,1201,334682,164702,169980,69088,154573,280,145080,9213,66154.0,33847,41337,277042.0,57640.0,126443,6521,3980,9935,106007,80305,137329,42423,20837,31107,175177,62736,11247,9499,10361,68955,56326,49896,20006,21422,21308,211265,103380,107885,68373,33750,34623,55044,27572,27472,687.838,486.57096583788626
12113,106928,TOTAL,27612,77385,1931,188994,97011,91983,11652,90241,5329,80950,3962,84715.0,39143,16407,179622.0,9372.0,69524,2564,1658,3206,62096,39219,86377,20801,8765,11697,93996,42090,6072,3094,2531,41398,32841,19757,18612,14899,8579,155936,78783,77153,11060,7347,3713,21998,10881,11117,1222.163,154.63894750536548
12115,270575,TOTAL,120110,148370,2095,439392,210554,228838,43353,189118,244,182485,6389,77213.0,53149,35122,386421.0,52971.0,199345,7222,5262,13299,173562,81697,217206,56302,34669,23907,216494,137676,8227,6823,8857,63484,66054,86956,27387,42174,68115,378003,180835,197168,18724,8938,9786,42665,20781,21884,975.547,450.4057723513065
12117,260815,TOTAL,132528,125241,3046,471321,229821,241500,108146,259636,506,247988,11142,79490.0,42281,44796,398622.0,72699.0,183487,7014,3963,10804,161706,124657,192535,52976,21600,24574,203503,145623,11107,7250,6217,96461,63529,43513,66652,53079,25892,311064,152147,158917,55496,26841,28655,104761,50833,53928,345.337,1364.8146593038105
12119,92485,TOTAL,29341,62761,383,131832,65425,66407,8062,30279,80,28658,1541,70105.0,44431,11443,123582.0,8250.0,64305,2572,1716,3955,56062,16592,76773,16978,13661,9865,72212,40350,4286,2384,3195,12661,16995,42556,2449,7307,30594,114749,55315,59434,9332,5892,3440,7751,4218,3533,579.823,227.36593753611015
12121,21057,TOTAL,4485,16410,162,43881,22980,20901,4547,18193,0,17198,995,49729.0,24991,5999,41979.0,1902.0,15453,1153,730,1629,11941,11103,16918,5800,2624,5438,24011,5115,2063,1943,1432,9981,7652,6378,1806,1838,1471,34243,17445,16798,4966,2845,2121,4672,2690,1982,692.253,63.388674371942045
12123,10127,TOTAL,2299,7751,77,21421,12051,9370,888,7175,12,6747,416,46239.0,26859,2777,20479.0,942.0,7465,274,512,839,5840,6121,7649,2959,1255,3181,11727,2325,1882,670,629,4370,4289,3068,639,1012,674,15733,8446,7287,4373,2766,1607,1315,839,476,1511.892,14.168340066618514
12125,6245,TOTAL,1053,5133,59,15524,10059,5465,889,4441,52,4229,160,64043.0,24293,1656,15261.0,263.0,4094,217,98,248,3531,4246,5174,2562,777,2661,8360,1160,1273,861,527,3666,2848,1846,453,441,266,11408,6513,4895,2596,2302,294,1520,1244,276,249.751,62.15790927764053
12127,307439,TOTAL,130575,173821,3043,558520,274078,284442,87375,255911,610,244700,10601,63075.0,35364,66328,512037.0,46483.0,232673,11509,9829,18445,192890,137005,225098,78511,37604,41310,307464,112218,16271,12429,12610,116814,100845,89805,37823,38053,36342,416566,203616,212950,59935,28930,31005,82019,41532,40487,1432.431,389.91057858982384
12129,18404,TOTAL,5351,12874,179,33732,18653,15079,1438,15928,0,15355,573,72035.0,31683,1888,32834.0,898.0,11932,332,221,1281,10098,8011,13782,4336,1959,3273,18510,5000,1620,1037,616,7730,7211,3569,2215,1680,1105,26690,14025,12665,4908,3345,1563,2134,1283,851,916.883,36.789863046866394
12131,43711,TOTAL,10338,32947,426,76618,38843,37775,5067,36545,249,34379,1917,74832.0,45348,7898,70906.0,5712.0,31491,1157,878,2097,27359,13164,36750,10081,3537,5304,36514,19224,2481,1244,1579,15251,13152,8111,5677,7928,5619,65723,33006,32717,2816,1519,1297,8079,4318,3761,1409.442,54.3605199788285
12133,12327,TOTAL,2347,9876,104,25014,13312,11702,1090,9108,4,8671,433,47536.0,23984,5046,24176.0,838.0,9095,530,505,1150,6910,6549,9505,3185,1656,3651,14079,2293,1733,1361,557,6068,4762,3249,700,1036,557,19455,9963,9492,3552,2389,1163,2007,960,1047,615.951,40.61037322774052
13001,8341,TOTAL,1779,6526,36,18441,9309,9132,1898,7660,10,7394,256,43268.0,23940,4577,17280.0,1161.0,6890,710,373,1019,4788,3466,8528,1870,847,2952,9624,1318,898,1179,875,4481,3062,2081,585,457,276,13032,6584,6448,3349,1676,1673,2060,1049,1011,512.259,35.999367507452284
13003,3155,TOTAL,825,2300,30,8265,4082,4183,2258,3777,0,3605,172,38007.0,23066,2266,7131.0,1134.0,3063,101,209,362,2391,1616,3768,855,281,1893,3602,647,1289,376,228,1734,1147,721,181,316,150,5517,2734,2783,1259,629,630,1489,719,770,344.532,23.989063425168055
13005,4668,TOTAL,625,4018,25,11138,5525,5613,968,4455,13,4253,189,43938.0,24654,2278,10759.0,379.0,3909,352,267,449,2841,2596,3951,1572,677,1357,6117,816,847,331,179,2564,2087,1466,266,308,242,8229,3990,4239,1679,818,861,1230,717,513,285.821,38.968445285685796
13007,1555,TOTAL,652,897,6,2878,1450,1428,24,1025,0,900,125,45417.0,23731,666,2791.0,87.0,1097,172,41,91,793,857,1171,276,131,388,1532,405,129,125,134,588,496,448,69,154,182,1505,787,718,981,497,484,392,166,226,349.137,8.243182475647096
13009,18251,TOTAL,9140,8903,208,43778,22148,21630,1161,18098,0,16838,1260,54699.0,31681,8864,42653.0,1125.0,15853,1797,837,1468,11751,16924,12846,5149,2109,5056,23546,6933,2249,1512,1295,12730,6703,4113,2797,2329,1807,23141,11852,11289,18284,9251,9033,2353,1045,1308,268.275,163.1833007175473
13011,8801,TOTAL,932,7795,74,18381,9338,9043,1409,8645,11,8420,214,69096.0,30024,2411,17351.0,1030.0,6667,297,414,628,5328,3279,8653,2257,1033,2955,9217,2251,880,1015,1060,3857,3571,1789,1119,874,258,16063,8171,7892,541,343,198,1777,824,953,234.405,78.41556280796058
13013,37921,TOTAL,10453,26804,664,84399,41722,42677,11133,43753,36,41974,1743,75053.0,30899,8009,76833.0,7566.0,28781,1249,603,1665,25264,19903,34647,9185,2971,8252,42612,12054,3892,3002,1358,21974,13743,6895,5651,3989,2414,60747,30218,30529,10655,5208,5447,12997,6296,6701,162.931,518.0045540750378
13015,50467,TOTAL,12092,37674,701,109410,54685,54725,10489,55266,125,52132,3009,74812.0,32102,11700,104399.0,5011.0,38429,2038,1031,2421,32939,23472,47009,11901,5923,10425,57097,16067,3924,3844,2657,27307,19666,10124,7342,5989,2736,87427,43373,44054,11887,5908,5979,10096,5404,4692,469.475,233.0475531178444
13017,6560,TOTAL,2392,4110,58,17169,8075,9094,1121,7498,39,7089,370,38255.0,22625,4442,16774.0,395.0,7126,957,514,807,4848,5242,5643,1798,1039,2022,9420,1512,628,770,624,4348,3009,2063,547,610,355,9917,4651,5266,6411,2908,3503,841,516,325,253.906,67.61951273305868
13019,7743,TOTAL,1269,6419,55,18187,9046,9141,1030,7684,76,7257,351,48670.0,25100,4167,17948.0,239.0,6773,595,577,664,4937,3607,7429,2588,1030,2607,9323,1895,941,869,797,4348,2925,2050,581,942,372,14934,7443,7491,1869,831,1038,1384,772,612,457.881,39.71992723000081
13021,70802,TOTAL,43468,26585,749,156554,73881,82673,5853,70508,288,64934,5286,48897.0,30115,37641,151935.0,4619.0,59480,6157,4499,5803,43021,52100,45157,18469,9072,16496,74149,27995,7776,4297,4423,36211,23011,14927,11827,10233,5935,58258,28519,29739,85028,39247,45781,13268,6115,7153,254.905,614.1660618661855
13023,5706,TOTAL,1311,4328,67,12413,6042,6371,425,5337,8,5005,324,56021.0,28207,1906,12010.0,403.0,4223,334,304,432,3153,4060,4665,1165,619,1252,7204,1582,418,354,480,3726,2184,1294,591,625,366,8731,4303,4428,3259,1463,1796,423,276,147,219.13,56.64673937845115
13025,7746,TOTAL,699,6991,56,18105,8970,9135,474,7231,7,6986,238,40166.0,22767,2933,17661.0,444.0,6649,610,362,1316,4361,4203,6566,2255,1721,2982,9735,1299,902,1511,569,4357,3368,2010,640,244,415,16805,8363,8442,667,280,387,633,327,306,447.206,40.48469832694552
13027,7100,TOTAL,2790,4260,50,16275,7883,8392,1238,6974,7,6627,340,42263.0,28004,4277,15844.0,431.0,5957,619,500,867,3971,4258,5754,2051,1244,2295,8762,1713,740,551,1004,3845,3027,1890,629,775,309,9273,4830,4443,5789,2626,3163,1213,427,786,497.798,32.69398430688753
13029,21340,TOTAL,6739,14244,357,44995,22481,22514,3669,23209,1792,20236,1181,90627.0,39829,3200,42669.0,2326.0,15255,486,233,807,13729,9029,19594,4300,1262,2694,19077,10064,1360,684,650,10188,6032,2857,5541,3298,1225,32658,16376,16282,6055,2970,3085,6282,3135,3147,454.454,99.00892059482368
13031,30084,TOTAL,11243,18386,455,79829,38876,40953,3550,39470,28,36155,3287,53675.0,28484,16576,77065.0,2764.0,29634,2245,1652,3390,22347,31429,23687,8511,2976,6057,43300,14555,2769,1950,1338,28505,9183,5612,7077,5020,2458,50820,25539,25281,22101,10180,11921,6908,3157,3751,688.634,115.92369821995429
13033,10684,TOTAL,5209,5400,75,24337,11944,12393,863,11138,0,10558,580,50321.0,29735,4150,23704.0,633.0,8913,518,888,1072,6435,6576,8758,2352,1618,2838,12915,2493,944,815,1079,5970,4487,2458,1009,1054,430,12127,5989,6138,11095,5310,5785,1115,645,470,834.979,29.14684081875113
13035,11771,TOTAL,3274,8406,91,25522,13710,11812,939,10685,3,10251,431,60076.0,27875,3612,25047.0,475.0,8483,302,377,576,7228,6925,9637,3292,1299,3426,14520,2337,1852,752,822,6503,5271,2746,1151,682,504,16962,8629,8333,7085,4174,2911,1475,907,568,188.04,135.7264411827271
13037,2194,TOTAL,1260,923,11,5594,3461,2133,314,1809,0,1603,206,48663.0,18074,1007,5362.0,232.0,1497,151,113,225,1008,2397,1317,761,404,1110,3052,492,649,295,166,1566,871,615,267,115,110,1856,1159,697,3465,2114,1351,273,188,85,283.576,19.72663412982763
13039,23688,TOTAL,7967,15251,470,55105,28750,26355,4117,26922,3850,21987,1085,68104.0,32712,8638,53642.0,1463.0,20345,1367,597,1695,16686,13541,21658,6508,2274,3572,30264,8024,1790,1181,601,17003,7891,5370,3182,2980,1862,39021,20548,18473,9859,5131,4728,6225,3071,3154,781.904,70.47540363011316
13043,4431,TOTAL,1269,3133,29,10946,5334,5612,1338,4645,0,4464,181,45519.0,24477,1947,10175.0,771.0,4103,305,231,707,2860,2298,4331,1226,806,1901,5353,1014,893,487,521,1967,2101,1285,377,423,214,6825,3385,3440,2465,1175,1290,1656,774,882,248.857,43.98509987663598
13045,54474,TOTAL,16238,37476,760,120060,58690,61370,8950,59698,68,56102,3528,66895.0,30827,19641,114251.0,5809.0,42996,2151,1484,4338,35023,31852,45430,13541,5891,13471,61266,16952,5778,4330,3363,33175,18045,10046,7305,6336,3311,85441,42267,43174,24231,11246,12985,10388,5177,5211,503.775,238.32067887449756
13047,32593,TOTAL,6932,25167,494,68052,33371,34681,2308,34003,56,32689,1258,68896.0,33515,6012,66428.0,1624.0,25775,1091,829,1700,22155,13834,29844,8795,3325,6008,35227,11538,2879,1574,1555,14570,11850,8807,5070,4508,1960,61163,29828,31335,1546,862,684,5343,2681,2662,162.459,418.8872269311026
13049,4566,TOTAL,1103,3419,44,12547,7331,5216,754,5468,23,4993,452,45770.0,22742,2381,12116.0,431.0,4043,404,224,474,2941,4079,3983,1835,744,1728,7382,1142,910,436,382,3658,2362,1362,292,533,317,7897,4269,3628,3601,2386,1215,1049,676,373,782.386,16.036841150020578
13051,133420,TOTAL,78254,53237,1929,296266,142685,153581,20098,155714,3465,142627,9622,66171.0,37637,39871,274430.0,21836.0,117383,6795,4315,8519,97754,95192,102480,32976,14153,21965,135690,77004,11806,4741,5418,68585,41048,26057,36485,23986,16533,145541,71200,74341,119042,55270,63772,31683,16215,15468,629.971,470.2851401096241
13053,1582,TOTAL,667,880,35,9402,6090,3312,1654,5976,4345,1494,137,52943.0,23574,908,8992.0,410.0,2031,194,95,160,1582,3918,2764,699,95,225,5664,1441,143,57,25,4742,732,190,1211,173,57,5700,3778,1922,1582,1060,522,2120,1252,868,251.159,37.4344538718501
13055,10050,TOTAL,1854,8064,132,24902,12763,12139,1418,9614,3,9156,455,43556.0,21576,4593,24106.0,796.0,9292,613,623,1351,6705,6037,8580,3962,1698,5020,12629,1710,2025,1838,1157,5679,4072,2878,750,505,455,20650,10227,10423,2386,1565,821,1866,971,895,313.546,79.42056348988665
13057,144830,TOTAL,42794,99587,2449,268567,132996,135571,29950,146789,202,141191,5396,100824.0,45334,17662,242373.0,26194.0,97023,2831,1806,4273,88113,57118,127109,22953,10478,17694,112884,74931,8912,5059,3723,51543,38364,22977,30573,30687,13671,216897,107315,109582,19078,9179,9899,32592,16502,16090,434.373,618.286587794361
13059,51333,TOTAL,36048,14446,839,128864,61390,67474,14220,67287,257,63458,3572,48692.0,30138,31528,116567.0,12297.0,53336,5600,2898,5710,39128,59521,35005,11567,4365,8292,58698,40097,3542,2892,1858,41654,10756,6288,23686,9732,6679,76090,37063,39027,34353,15338,19015,18421,8989,9432,121.032,1064.710159296715
13061,1434,TOTAL,790,637,7,2855,1335,1520,12,1173,0,1132,41,43264.0,22191,720,2776.0,79.0,1143,79,113,155,796,1021,858,399,158,355,1493,347,81,149,125,729,375,389,65,84,198,1050,583,467,1747,728,1019,58,24,34,217.236,13.142388922646338
13063,112344,TOTAL,95476,15813,1055,296312,139076,157236,39824,148467,324,138006,10137,56207.0,25549,49313,258162.0,38150.0,104820,6685,3952,8911,85272,104524,79233,34344,10676,31914,142777,40291,15349,10567,5998,78898,46004,17875,19641,14916,5734,37502,18715,18787,207916,95241,112675,50894,25120,25774,144.34,2052.8751558819454
13065,2864,TOTAL,747,2105,12,6713,3337,3376,384,2583,0,2515,68,53350.0,20294,2149,6426.0,287.0,2385,448,87,188,1662,1557,2910,677,289,1295,3127,609,525,440,330,1639,962,526,308,116,185,4383,2208,2175,1778,678,1100,552,451,101,823.989,8.146953418067474
13067,393746,TOTAL,221846,165459,6441,765813,373782,392031,103006,430663,1156,409632,19875,94244.0,48510,62536,646269.0,119544.0,291171,9411,5602,12164,263994,214709,309353,74635,24061,44580,276723,269295,23443,13261,7876,140028,85834,50861,126656,101883,40756,404625,200452,204173,210450,97827,112623,150738,75503,75235,344.546,2222.6727345550376
13069,15214,TOTAL,4511,10578,125,43056,22197,20859,5297,18587,87,17710,790,48398.0,23839,8063,40126.0,2930.0,14894,1445,1034,1693,10722,11557,15405,5256,2105,6910,21877,3789,3084,2092,1734,11165,6749,3963,1781,1380,628,26766,13363,13403,12375,6688,5687,3915,2146,1769,602.647,71.44480931623322
13071,16083,TOTAL,4187,11777,119,45813,22969,22844,9214,20611,10,19342,1259,47235.0,25766,11024,40762.0,5051.0,16539,1174,1188,2504,11673,12322,15063,5974,2665,7413,21912,4668,3121,2084,2208,11036,7135,3741,1858,1737,1073,27866,13622,14244,10423,5302,5121,7524,4045,3479,556.636,82.30333647123075
13073,80579,TOTAL,29236,50013,1330,156921,76942,79979,11504,80012,2953,73121,3938,92571.0,40677,11234,145482.0,11439.0,50056,1589,877,2763,44827,36316,65439,16323,6681,8780,68440,40446,4110,2186,2484,33783,21384,13273,18643,14618,7185,108715,53911,54804,26560,12486,14074,21646,10545,11101,307.701,509.97884309768244
13075,7035,TOTAL,2059,4900,76,17242,8337,8905,1138,8176,185,7551,440,46706.0,24060,3694,16777.0,465.0,6116,531,544,804,4237,4193,6307,2114,1102,2450,8607,1837,847,906,697,4161,2718,1728,729,741,367,11068,5378,5690,4655,2163,2492,1519,796,723,233.202,73.93590106431334
13077,76799,TOTAL,24210,51501,1088,147449,71903,75546,11189,75402,192,73138,2072,90031.0,41373,12209,138031.0,9418.0,54177,1649,1168,2860,48500,33746,66339,13584,5687,11433,65456,35831,5859,3311,2263,28207,23802,13447,16258,14112,5461,107301,53222,54079,26607,12390,14217,13541,6291,7250,445.964,330.6298266227767
13079,6102,TOTAL,1615,4428,59,12156,6358,5798,473,5469,19,5008,442,56948.0,31240,1987,11888.0,268.0,4332,323,327,320,3362,3357,5031,1134,614,1791,6831,1056,326,753,712,2672,2827,1332,496,325,235,8916,4618,4298,2677,1361,1316,563,379,184,326.452,37.236714739073435
13081,8039,TOTAL,2986,4987,66,20255,10171,10084,812,9397,0,8630,767,47463.0,28063,4648,19892.0,363.0,7951,445,873,991,5642,5821,6550,2389,1586,2583,10898,2011,971,676,936,4731,3593,2574,867,738,406,10396,5291,5105,9071,4437,4634,788,443,345,280.944,72.09621846346603
13083,7434,TOTAL,1261,6066,107,16239,8015,8224,419,7488,5,7073,410,59531.0,30078,985,15906.0,333.0,6074,89,175,441,5369,3569,7741,1334,983,1590,9324,2169,300,613,677,4294,3043,1987,976,629,564,15240,7395,7845,159,113,46,840,507,333,174.16,93.24184657785945
13085,16081,TOTAL,2486,13398,197,27355,14023,13332,1592,14352,86,13604,662,84516.0,41096,2623,26208.0,1147.0,10343,464,191,407,9281,6124,12698,3165,1019,2629,12038,7235,941,1152,536,5110,3927,3001,2556,2816,1863,24956,12476,12480,357,229,128,2042,1318,724,214.407,127.58445386577863
13087,11627,TOTAL,4780,6758,89,29063,14097,14966,1940,11953,150,11043,760,47383.0,24974,6805,28159.0,904.0,10295,1166,474,1407,7248,8045,9826,3295,1966,3783,15290,2922,1623,946,1214,7590,5026,2674,958,1009,955,15237,7441,7796,11685,5417,6268,2141,1239,902,623.165,46.63772837049578
13089,370804,TOTAL,308227,58373,4204,761209,361801,399408,64968,415522,303,388455,26764,76044.0,43958,100326,636639.0,124570.0,284730,13730,8355,19427,243218,265118,235763,85566,29024,56603,276452,255142,31098,14448,11057,138023,90070,48359,131549,83209,40384,242659,119304,123355,401702,185397,216305,116848,57100,59748,271.159,2807.242245324699
13091,8070,TOTAL,2171,5843,56,19977,10501,9476,816,7973,16,7728,229,46091.0,23137,4090,19642.0,335.0,6608,583,564,667,4794,5715,6788,3066,1217,2246,11655,2220,1071,585,590,4998,3951,2706,792,926,502,13361,6925,6436,6062,3307,2755,554,269,285,503.115,39.70662770937062
13093,4105,TOTAL,1911,2159,35,11236,6299,4937,832,4277,0,3958,319,54109.0,27232,1942,10876.0,360.0,3787,263,145,555,2824,3882,3600,1796,484,1649,6634,1129,616,568,465,2726,2364,1544,439,288,402,4895,2666,2229,5360,2963,2397,981,670,311,397.317,28.279685993803437
13095,35311,TOTAL,24577,10454,280,85038,39219,45819,2685,37515,376,33442,3697,45640.0,26563,21493,83174.0,1864.0,34041,3352,2712,4454,23523,29453,21019,12386,5197,10710,40410,13556,4588,2911,3211,20027,12945,7438,5893,4294,3369,20720,9938,10782,59469,26874,32595,4849,2407,2442,334.57,254.17102549541204
13097,69097,TOTAL,42809,25451,837,144735,69255,75480,15512,75362,144,70280,4938,76930.0,34010,16579,130248.0,14487.0,50552,2756,1463,2698,43635,40553,52924,16684,4860,11361,67551,28872,5595,3474,2292,33352,23321,10878,12738,12141,3993,56989,27889,29100,70829,32731,38098,16917,8635,8282,201.073,719.813202170356
13099,5187,TOTAL,2437,2722,28,10753,5082,5671,230,4560,31,4258,271,48355.0,25929,2356,10648.0,105.0,4016,279,211,562,2964,3108,3514,1048,937,1696,5466,969,578,518,600,2462,1885,1119,269,359,341,4718,2296,2422,5685,2582,3103,350,204,146,516.343,20.825304109864955
13101,1441,TOTAL,167,1256,18,3707,1703,2004,1149,1940,0,1901,39,61184.0,24751,555,3412.0,295.0,1227,107,87,116,917,882,1498,375,239,448,2038,337,266,137,45,1162,540,336,112,130,95,2444,1082,1362,153,82,71,1110,539,571,420.718,8.811127643694826
13103,31570,TOTAL,7720,23358,492,65314,32382,32932,3597,32968,356,30888,1724,79474.0,36506,4290,63531.0,1783.0,22820,858,580,1164,20218,13424,28808,6603,2288,4709,32207,11140,1748,1673,1288,16194,11004,5009,5763,3903,1474,50603,25398,25205,8968,4514,4454,5743,2470,3273,482.901,135.2533956235336
13105,9171,TOTAL,2879,6226,66,19570,9358,10212,1212,9220,20,8514,686,48190.0,27848,3653,18645.0,925.0,7873,578,467,829,5999,4333,7917,2487,1288,2740,10552,2009,999,780,961,4023,3846,2683,837,739,433,12965,6250,6715,5400,2470,2930,1205,638,567,374.214,52.296279668852584
13107,9501,TOTAL,2884,6551,66,22907,11621,11286,1095,10094,3,9194,897,47905.0,24696,4674,22350.0,557.0,8321,527,738,790,6266,5473,7412,3752,1481,3562,11817,1811,1048,1593,921,6353,3405,2059,646,480,685,13861,6876,6985,7345,3701,3644,1701,1044,657,690.181,33.18984440313483
13109,4247,TOTAL,1324,2888,35,10759,5425,5334,1298,4727,0,4406,321,55222.0,25580,2177,10125.0,634.0,3914,305,314,381,2914,3085,3471,1270,638,1804,4997,1148,935,384,485,2248,1652,1097,459,452,237,6059,2961,3098,2947,1450,1497,1753,1014,739,186.869,57.57509271200681
13111,14850,TOTAL,2571,12169,110,25436,12481,12955,708,10563,10,9979,574,54857.0,36058,2973,24658.0,778.0,11327,700,560,842,9225,4125,13133,3205,1719,2685,14058,4672,747,862,1076,4667,4973,4418,742,1855,2075,23947,11732,12215,68,65,3,1421,684,737,392.305,64.83730770701368
13113,71993,TOTAL,33065,37952,976,119259,58066,61193,9219,57380,186,54962,2232,105910.0,51004,6226,106437.0,12822.0,42888,1023,534,1838,39493,26124,56985,9480,5549,5235,46692,40149,2508,1074,1653,18341,14998,13353,14181,18232,7736,73107,35715,37392,29734,14211,15523,16418,8140,8278,199.506,597.7714955941175
13115,41648,TOTAL,12008,29123,517,98541,48250,50291,11647,45546,68,43616,1862,57868.0,30523,16534,91426.0,7115.0,35996,1972,2022,3637,28365,26725,37158,11644,4704,11781,49297,15163,5492,3781,2508,23838,15364,10095,6014,5468,3681,73157,35318,37839,13723,6314,7409,11661,6618,5043,518.463,190.06370753554256
13117,129305,TOTAL,42203,85122,1980,253225,126773,126452,24347,135408,156,130217,5035,131660.0,54002,11591,202834.0,50391.0,84662,1537,845,2562,79718,47255,125765,18833,7479,13098,76798,96450,6753,3352,2993,33054,27182,16562,45114,39801,11535,176237,87772,88465,10391,5267,5124,66597,33734,32863,247.184,1024.439284096058
