fips,totalvotes,mode,dem,repub,other,pop_tot,pop_male,pop_female,hispanic,labor_total,labor_armed,labor_employed,labor_unemployed,income_median,income_percapita,income_poverty,native_yes,native_no,houses_tot,income_10,income_10-15,income_15-25,income_25,marital_single,marital_married,marital_sepdiv,marital_widow,edu_low,edu_mid,edu_high,edu_low_age_18,edu_low_age_45,edu_low_age_65,edu_mid_age_18,edu_mid_age_45,edu_mid_age_65,edu_high_age_18,edu_high_age_45,edu_high_age_65,race_wht_total,race_wht_male,race_wht_female,race_blk_total,race_blk_male,race_blk_female,race_other_total,race_other_male,race_other_female,CENSUSAREA,pop_density
1025,13135,TOTAL,5755,7324,56,23058,11032,12026,335,8967,10,7841,1116,47549.0,29310,5073,22876.0,182.0,8188,880,559,908,5841,6545,7740,2815,1795,3407,12241,2335,1183,1188,1036,5152,4235,2854,799,726,810,11862,5704,6158,10490,4876,5614,706,452,254,1252.568,18.408581410350575
1027,6930,TOTAL,1267,5601,62,14209,6931,7278,437,5513,33,5165,315,48074.0,27991,2440,14117.0,92.0,5485,455,427,446,4157,2949,6645,1183,1045,1929,8049,1321,839,486,604,3175,2876,1998,274,690,357,11581,5703,5878,1790,849,941,838,379,459,605.999,23.447233411276255
1029,7227,TOTAL,675,6484,68,15144,7565,7579,401,5844,0,5692,152,51553.0,28598,1931,14933.0,211.0,5761,424,278,593,4466,2746,6552,1740,1228,2029,7878,1791,802,647,580,3246,2636,1996,598,795,398,14028,6969,7059,411,229,182,705,367,338,561.011,26.994123109885546
1031,22275,TOTAL,5076,16899,300,53559,26626,26933,4500,24401,1502,21804,1095,62199.0,31227,8592,51449.0,2110.0,20363,1312,1176,1668,16207,11333,21475,7150,3173,5649,26957,8283,2495,1519,1635,12136,9396,5425,3412,2766,2105,38834,19402,19432,8997,4575,4422,5728,2649,3079,680.492,78.70628897915039
1033,27886,TOTAL,8343,19203,340,57270,27911,29359,1837,26546,54,25589,903,56149.0,30724,8998,56282.0,988.0,23266,1648,1348,2270,18000,12294,23295,8051,3632,6204,31483,7606,2167,2357,1680,13045,10320,8118,3121,2830,1655,44698,21698,23000,9185,4549,4636,3387,1664,1723,623.515,91.85023616111881
1035,6441,TOTAL,2966,3442,33,11576,5639,5937,80,3928,0,3757,171,39888.0,24426,2122,11480.0,96.0,4453,389,371,537,3156,3471,3760,1148,1248,1193,6899,1116,496,245,452,2581,2411,1907,273,488,355,5751,2880,2871,5611,2679,2932,214,80,134,852.757,13.574793288123113
1037,5479,TOTAL,1796,3631,52,10329,5306,5023,284,4096,50,3868,178,52279.0,28998,1102,10282.0,47.0,3999,84,226,451,3238,2451,4251,1501,792,1510,6264,897,515,578,417,2047,2459,1758,201,348,348,6859,3503,3356,3120,1593,1527,350,210,140,666.347,15.500932697228322
1039,17430,TOTAL,2721,14586,123,37542,18243,19299,749,16001,34,15090,877,48772.0,28528,6921,37109.0,433.0,14194,1040,1293,1582,10279,8065,14352,5302,3052,4321,20538,4456,1637,1307,1377,8130,7005,5403,1416,1655,1385,31404,15435,15969,4606,2229,2377,1532,579,953,1043.768,35.967762951153894
1041,6617,TOTAL,1700,4864,53,13205,6451,6754,335,5492,28,5132,332,48557.0,32396,1916,12862.0,343.0,4839,451,415,542,3431,3212,4852,1742,902,1787,6800,1598,525,661,601,2932,2349,1519,589,518,491,9386,4617,4769,3059,1347,1712,760,487,273,610.943,21.614127668211275
1043,41851,TOTAL,4478,36880,493,88284,43820,44464,4056,41231,2,39440,1789,58119.0,29788,11364,86237.0,2047.0,33649,1680,1642,3399,26928,17016,38936,10950,5224,10649,46507,11456,3834,3964,2851,20177,15815,10515,4437,3803,3216,81077,40439,40638,960,531,429,6247,2850,3397,755.018,116.92966260407036
1045,19738,TOTAL,5170,14303,265,49455,24461,24994,3467,21870,2228,18115,1527,52813.0,28312,8469,47791.0,1664.0,19400,1327,1075,2437,14561,11154,18863,6753,3146,5391,25759,6902,2094,1951,1346,11801,8132,5826,3352,2064,1486,34817,17443,17374,10416,4769,5647,4222,2249,1973,562.675,87.8926556182521
1047,17864,TOTAL,12230,5524,110,38326,17895,20431,430,15804,0,14359,1445,37180.0,22798,10230,37861.0,465.0,14753,1623,1417,2325,9388,12764,10359,4784,3071,4365,20794,4129,1454,1158,1753,8826,7535,4433,1565,1310,1254,10634,5193,5441,26467,12156,14311,1225,546,679,993.84,38.563551477098926
1049,29356,TOTAL,4281,24767,308,71680,35847,35833,11021,32124,39,30827,1258,47920.0,24915,14251,66403.0,5277.0,25690,1518,1868,3114,19190,14598,31040,7857,4196,11708,35544,7282,4278,4441,2989,16449,11364,7731,2812,2816,1654,59102,29348,29754,1043,558,485,11535,5941,5594,778.659,92.05570089089062
1051,41030,TOTAL,10367,30164,499,87694,42743,44951,2739,41512,562,39250,1700,73258.0,34152,7986,85886.0,1808.0,32184,1110,779,2393,27902,20924,36533,9807,4940,8106,45538,14987,3494,2845,1767,22017,15260,8261,5823,5359,3805,64769,31598,33171,18276,9188,9088,4649,1957,2692,657.037,133.46889140185408
1053,15910,TOTAL,4918,10869,123,36755,18476,18279,940,14277,0,12964,1313,41153.0,21758,7449,36486.0,269.0,13022,1326,1028,1603,9065,10091,12008,5148,2598,5018,20106,3296,2316,1375,1327,8922,6558,4626,1044,1375,877,22762,11262,11500,11138,5836,5302,2855,1378,1477,953.135,38.56221836361061
1055,47728,TOTAL,11567,35528,633,103348,50134,53214,4561,47374,19,44508,2847,52177.0,28479,16146,100892.0,2456.0,38791,2275,2338,4543,29635,24581,39564,13741,7225,11377,56526,13281,4279,4159,2939,23979,19090,13457,4847,4748,3686,80555,39323,41232,15724,7261,8463,7069,3550,3519,548.625,188.37639553429028
1057,8766,TOTAL,1395,7300,71,16297,7997,8300,61,6972,4,6296,672,45650.0,27053,3543,16176.0,121.0,6143,416,594,729,4404,3181,7015,2001,1318,2080,9295,1486,793,736,551,3729,3214,2352,438,490,558,13727,6723,7004,2074,1020,1054,496,254,242,629.353,25.894847565674592
1059,12578,TOTAL,2086,10376,116,32011,16071,15940,5892,14005,0,13469,536,47359.0,24874,5246,29241.0,2770.0,11239,649,836,1403,8351,7362,12330,3622,2099,4632,16109,3350,1817,1561,1254,7246,5273,3590,1369,1366,615,24853,12067,12786,1360,849,511,5798,3155,2643,646.519,49.5128526771835
1061,12545,TOTAL,1595,10848,102,26647,13037,13610,1185,11382,55,10890,437,47608.0,25644,5480,26179.0,468.0,10391,508,757,1287,7839,4865,11347,3783,1842,3484,14623,2706,1290,987,1207,5694,5226,3703,1029,1173,504,22360,10995,11365,2472,1120,1352,1815,922,893,578.948,46.026586152815106
1063,4775,TOTAL,3884,875,16,7706,3707,3999,24,2466,0,2355,111,32796.0,20862,2504,7603.0,103.0,2872,180,480,376,1836,2814,1898,975,584,1116,3969,925,199,289,628,1793,1285,891,346,274,305,1333,652,681,6305,2989,3316,68,66,2,659.922,11.677137601110434
1065,7900,TOTAL,4663,3192,45,14742,7020,7722,25,5902,19,5433,450,35851.0,23690,3613,14650.0,92.0,5403,505,674,956,3268,4737,4610,1478,913,2240,7414,1634,915,540,785,2977,2715,1722,813,425,396,5663,2621,3042,8373,3863,4510,706,536,170,656.498,22.455513954345633
1067,9298,TOTAL,2606,6607,85,17282,8303,8979,469,7739,6,7321,412,58395.0,30273,2608,17127.0,155.0,6686,552,291,856,4987,3679,7306,2087,1282,2490,8577,2698,873,599,1018,3553,2851,2173,781,1155,762,12194,5974,6220,4375,1954,2421,713,375,338,568.306,30.40967366172449
1069,46173,TOTAL,12917,32618,638,107040,51565,55475,3844,48358,247,45708,2403,55064.0,32126,18878,104315.0,2725.0,41543,2768,2422,4219,32134,26072,40502,13573,6748,10310,55197,17063,4185,3264,2861,24682,17962,12553,6641,6386,4036,71260,34727,36533,29166,13648,15518,6614,3190,3424,581.675,184.02028624231747
1071,23636,TOTAL,3717,19670,249,52618,25883,26735,1685,21720,3,20405,1312,46748.0,27695,9680,51755.0,863.0,20670,1155,1445,2639,15431,10618,22296,7044,3769,7485,28079,6202,2506,2654,2325,11862,9244,6973,2069,2614,1519,47208,23278,23930,1731,828,903,3679,1777,1902,1126.787,46.6973793627367
1073,325848,TOTAL,181688,138843,5317,672265,319713,352552,27950,329543,617,311193,17733,63595.0,38224,103894,645907.0,26358.0,265794,17422,13325,22919,212128,194980,232715,80744,36790,47575,301242,171102,21248,13973,12354,139109,96401,65732,84266,55171,31665,338374,164770,173604,287203,132074,155129,46688,22869,23819,1124.144,598.0239186438748
1075,7193,TOTAL,978,6174,41,13885,6930,6955,76,5674,9,5381,284,49565.0,24794,2107,13792.0,93.0,5168,288,389,684,3807,2631,5998,1473,1262,1874,7955,1030,448,546,880,3261,2662,2032,386,481,163,11913,5916,5997,1527,789,738,445,225,220,605.462,22.932900826145985
1077,44339,TOTAL,11915,31721,703,94329,45493,48836,2803,45176,70,43474,1632,56081.0,32678,12188,92113.0,2216.0,38237,2333,1964,4163,29777,23455,39005,10432,6418,7853,50465,17755,2539,2766,2548,24236,14816,11413,6384,6355,5016,79592,38679,40913,9317,4143,5174,5420,2671,2749,719.597,131.0858716753961
1079,16031,TOTAL,3562,12322,147,33116,16299,16817,829,14271,12,13836,423,54786.0,29486,5182,32749.0,367.0,12829,749,684,1266,10130,6455,14790,3576,2304,4484,17629,3831,1249,2081,1154,7289,6182,4158,1741,1253,837,25421,12528,12893,3371,1709,1662,4324,2062,2262,717.199,46.174074420070305
1081,71449,TOTAL,27860,42221,1368,175126,86692,88434,6780,85288,683,81409,3196,59288.0,33083,31003,165124.0,10002.0,65166,7569,3144,5859,48594,58233,66250,14439,5957,11095,80993,46513,4270,3769,3056,48618,20792,11583,23995,14997,7521,120255,60478,59777,39363,18206,21157,15508,8008,7500,615.847,284.3660844333089
1083,49235,TOTAL,13672,34640,923,104199,52385,51814,6588,50219,51,48090,2078,80146.0,37504,11287,100235.0,3964.0,38572,1292,1487,2821,32972,22269,46319,11641,5174,10489,48533,22173,4112,3554,2823,22361,16996,9176,9934,8215,4024,80040,40139,39901,13714,6852,6862,10445,5394,5051,607.184,171.61025323460436
1085,6835,TOTAL,4972,1836,27,10153,4842,5311,19,4036,7,3727,302,33125.0,23415,2552,10072.0,81.0,4001,385,599,541,2476,3707,2708,1292,617,1306,5376,1234,462,386,458,2232,1974,1170,545,350,339,2493,1270,1223,7603,3546,4057,57,26,31,725.067,14.002843875117748
1087,8723,TOTAL,7108,1541,74,19198,8865,10333,453,8171,89,7072,1010,41206.0,22449,4127,18971.0,227.0,7131,868,487,957,4819,8566,4867,1994,1156,2275,11168,2576,874,656,745,6041,2959,2168,710,896,970,3133,1551,1582,15142,6703,8439,923,611,312,613.205,31.3076377394183
1089,194767,TOTAL,87286,102780,4701,389781,191913,197868,20611,202425,988,192922,8515,78058.0,44720,40440,368322.0,21459.0,159569,7604,5058,11076,135831,101596,161047,40464,17575,23974,155929,126144,10505,7733,5736,77036,48550,30343,54628,47689,23827,254819,127747,127072,95400,44658,50742,39562,19508,20054,812.711,479.6059115725024
1091,10900,TOTAL,5488,5343,69,19180,9100,10080,542,7807,0,7587,220,42975.0,27210,4063,18903.0,277.0,7379,673,745,1188,4773,5569,5752,2679,1567,1693,10215,2922,736,437,520,4072,3577,2566,1133,1057,732,8705,4208,4497,9750,4431,5319,725,461,264,982.667,19.518310882526837
1093,13807,TOTAL,1463,12205,139,29203,14510,14693,790,12382,19,11563,800,49743.0,25205,4707,28898.0,305.0,11018,535,1033,1678,7772,5594,12395,4017,2295,4388,16027,2635,1296,1471,1621,6291,5706,4030,1122,1050,463,26673,13204,13469,1113,623,490,1417,683,734,743.568,39.27414843027134
1095,39655,TOTAL,5943,33191,521,97923,48686,49237,14751,43136,106,41389,1641,58272.0,29509,15992,90924.0,6999.0,35930,2077,1892,3691,28270,19894,40603,10982,6052,11508,47277,14415,5265,3479,2764,21240,15273,10764,5126,5934,3355,83991,40888,43103,2746,1502,1244,11186,6296,4890,623.177,157.13513175229508
1097,183164,TOTAL,79474,101243,2447,413878,198642,215236,12565,188337,1005,176289,11043,55352.0,30482,71353,400685.0,13193.0,159605,10795,9456,16558,122796,115528,146848,48499,23162,38154,208853,70645,16430,12215,9509,97438,67416,43999,31485,23612,15548,234657,115096,119561,150071,69693,80378,29150,13853,15297,1644.045,251.74371747731965
1099,10668,TOTAL,4455,6147,66,19816,9758,10058,44,7160,78,6220,862,39965.0,23090,4472,19728.0,88.0,7298,669,606,1200,4823,5361,6967,2385,1721,2520,11209,1899,650,818,1052,4735,3959,2515,635,670,594,10645,5255,5390,8384,4070,4314,787,433,354,1034.394,19.157110346734417
1101,99139,TOTAL,64529,33311,1299,228132,107680,120452,8597,107762,2216,98419,7127,56707.0,32769,42877,217087.0,11045.0,89721,7009,5275,8362,69075,74707,67667,29291,11489,20656,100636,53035,8714,6760,5182,52431,29283,18922,22386,19118,11531,74723,36590,38133,134763,61871,72892,18646,9219,9427,799.908,285.1977977467409
1103,53722,TOTAL,13234,39664,824,123102,60953,62149,10845,57531,32,55092,2407,61588.0,33223,16579,116776.0,6326.0,48004,2252,2150,4557,39045,26272,52260,14086,7358,13866,60358,20697,5652,4907,3307,26902,19718,13738,7586,8097,5014,94056,46249,47807,16631,8236,8395,12415,6468,5947,599.048,205.49605373859856
1105,5230,TOTAL,3860,1339,31,8479,3912,4567,82,2737,9,2301,427,32332.0,16581,2478,8427.0,52.0,3075,165,389,556,1965,3283,1955,872,872,1095,4774,818,144,374,577,2521,1345,908,219,347,252,2411,1134,1277,6004,2749,3255,64,29,35,723.876,11.71333211765551
1107,9668,TOTAL,4022,5594,52,18925,9149,9776,987,7363,30,6945,388,45339.0,26912,3864,18144.0,781.0,7083,398,681,922,5082,5135,6874,2727,1181,2254,10876,2142,855,751,648,4808,3638,2430,735,813,594,10880,5310,5570,7506,3576,3930,539,263,276,890.138,21.260748333404482
1109,13841,TOTAL,5636,8042,163,32997,15843,17154,799,14525,25,13783,717,42616.0,26685,7242,31684.0,1313.0,11996,1159,796,1701,8340,13025,9666,3354,1759,2815,18048,5914,1055,834,926,10838,4487,2723,2798,1708,1408,18678,9140,9538,12302,5653,6649,2017,1050,967,672.967,49.032121931684614
1111,10837,TOTAL,2203,8559,75,22179,10787,11392,669,8905,3,8613,289,49879.0,27558,4277,21843.0,336.0,8729,741,689,975,6324,4601,9655,2590,1496,3099,11454,2999,1190,978,931,4677,3834,2943,940,1300,759,17068,8400,8668,4203,1975,2228,908,412,496,584.132,37.969157656146216
1113,21329,TOTAL,11228,9864,237,58849,28125,30724,3451,25598,1429,22595,1574,47420.0,25855,12816,57121.0,1728.0,23462,2200,1617,3004,16641,14697,21376,8198,2658,6956,30853,6880,2722,2063,2171,14621,10900,5332,3492,2122,1266,27622,13359,14263,26410,12383,14027,4817,2383,2434,647.188,90.9303015507086
1115,44441,TOTAL,7744,36166,531,91719,45680,46039,2325,43840,153,41814,1873,73218.0,33571,9786,90384.0,1335.0,33838,1234,999,2710,28895,17870,41267,10689,5067,9660,48723,12883,3865,3228,2567,20773,17522,10428,6044,3879,2960,78169,38783,39386,8985,4552,4433,4565,2345,2220,653.356,140.38135411628576
1117,114950,TOTAL,33268,79700,1982,223916,109226,114690,13195,117512,308,113542,3662,90618.0,45701,15080,212745.0,11171.0,83776,3251,1955,3883,74687,47220,105167,20682,9469,12007,88407,72439,5254,3873,2880,41279,27346,19782,30183,28737,13519,174752,85058,89694,29118,13740,15378,20046,10428,9618,809.486,276.61503719644315
1119,6291,TOTAL,4648,1598,45,12196,5586,6610,85,4685,4,4299,382,31726.0,19720,3285,12052.0,144.0,4798,449,506,1049,2794,4669,3561,1227,768,902,7316,1675,319,164,419,4065,1976,1275,508,592,575,3109,1429,1680,8813,4039,4774,274,118,156,913.334,13.353274924616844
1121,35663,TOTAL,13138,22235,290,81105,39386,41719,1997,35164,137,32093,2934,52457.0,29236,14436,79590.0,1515.0,32359,2367,2651,3730,23611,20058,31066,10889,5374,10702,43806,9826,4372,3654,2676,19598,14590,9618,3075,3979,2772,51186,25279,25907,25893,12441,13452,4026,1666,2360,760.317,106.67261155544332
1123,20991,TOTAL,5859,14963,169,41251,20025,21226,1010,17444,30,15600,1814,53282.0,29682,6826,40547.0,704.0,16438,1229,1127,2017,12065,9582,16468,5108,3087,5905,21489,5447,2397,1909,1599,8597,7321,5571,1148,2288,2011,28516,14103,14413,10957,4926,6031,1778,996,782,766.251,53.83484001978464
1125,90172,TOTAL,37765,51117,1290,231558,111807,119751,9261,116638,210,109994,6434,61645.0,32141,36412,223387.0,8171.0,84743,7123,3656,7471,66493,79900,82741,19960,9557,15499,120946,47898,6694,5178,3627,71947,29988,19011,23900,15069,8929,143889,71062,72827,74222,33791,40431,13447,6954,6493,1351.229,171.3684356981681
1127,31170,TOTAL,4834,26002,334,64978,32122,32856,1868,27363,49,25764,1550,52987.0,28204,10437,64248.0,730.0,24718,1640,1788,3056,18234,13741,25941,8348,5070,8767,34706,7096,2781,2980,3006,14575,12125,8006,3121,2224,1751,57555,28220,29335,3890,1705,2185,3533,2197,1336,805.189,80.69906568519939
1129,8876,TOTAL,2258,6564,54,15434,7664,7770,261,5993,16,5598,379,51184.0,29210,2415,15320.0,114.0,5506,515,599,499,3893,3743,6568,1574,1030,1339,9383,1532,370,397,572,3846,3523,2014,529,538,465,10298,5069,5229,3608,1866,1742,1528,729,799,1088.561,14.178351052444466
1131,5903,TOTAL,4048,1833,22,10441,4892,5549,22,3746,0,3345,401,38208.0,20442,2735,10387.0,54.0,3579,300,483,542,2254,3873,2686,1256,673,1967,5240,837,819,543,605,2213,1741,1286,221,338,278,2876,1391,1485,7328,3366,3962,237,135,102,907.387,11.50666694585662
1133,11284,TOTAL,974,10195,115,23655,11764,11891,768,10242,17,9773,452,49494.0,26933,4217,23207.0,448.0,9103,458,788,854,7003,4270,10907,3297,1296,3838,12642,2390,1384,1181,1273,4861,4762,3019,674,872,844,22050,10991,11059,263,136,127,1342,637,705,631.865,37.436794251936725
2013,7713,TOTAL,2666,4652,395,3407,2102,1305,405,2415,4,2305,106,79961.0,42165,429,2305.0,1102.0,899,36,19,95,749,1242,1373,320,152,520,1959,511,133,240,147,1000,750,209,330,141,40,576,420,156,183,174,9,2648,1508,1140,15016.032,0.22689083241165178
2016,8118,TOTAL,4274,3516,328,5219,3484,1735,802,3701,32,3559,110,100662.0,47339,478,2921.0,2298.0,969,12,10,27,920,1671,2168,502,173,482,3221,629,224,196,62,1576,1404,241,387,216,26,1356,1011,345,201,170,31,3662,2303,1359,14116.417,0.36971137931105325
2020,7497,TOTAL,4881,2383,233,290674,149144,141530,28162,159676,9594,142335,7747,95731.0,46554,27415,259201.0,31473.0,107134,3507,1997,5224,96406,80162,111129,32180,8963,14223,134085,72978,7689,4140,2394,75956,39007,19122,34365,25361,13252,172004,90581,81423,15469,8403,7066,103201,50160,53041,1946.677,149.31804300353886
4001,35172,TOTAL,23293,11442,437,66054,32843,33211,4634,20155,7,18242,1906,37483.0,18930,21058,65029.0,1025.0,19786,3441,1478,2311,12556,25025,17976,5480,3220,7855,34739,5935,2862,1985,3008,17609,11539,5591,1809,2264,1862,13556,7019,6537,585,388,197,51913,25436,26477,11219.165,5.88760393487394
4003,60442,TOTAL,23732,35557,1153,125504,64221,61283,44809,51074,3654,44200,3220,58421.0,31423,17553,111969.0,13535.0,49680,3175,2585,4555,39365,30247,50277,15329,7728,11798,63458,23750,5178,3294,3326,28198,18319,16941,7399,7513,8838,89661,46150,43511,5001,2797,2204,30842,15274,15568,6216.542,20.18871584877895
4005,73272,TOTAL,44698,27052,1522,144705,71707,72998,21314,73103,55,67955,5093,67266.0,32592,22531,137395.0,7310.0,51993,3484,2491,3643,42375,56623,48030,12133,4192,8913,70471,36542,3681,2815,2417,44489,16834,9148,17466,11188,7888,84752,42682,42070,2212,1016,1196,57741,28009,29732,18661.3,7.754282927770306
4007,27662,TOTAL,8943,18377,342,53419,26688,26731,10276,20187,100,18692,1395,55242.0,29945,9910,51741.0,1678.0,22714,1622,1217,2098,17777,11184,22626,7171,3879,5891,29862,7319,2655,1526,1710,9305,9596,10961,1599,2598,3122,37037,18405,18632,389,207,182,15993,8076,7917,4794.801,11.141025456530938
4009,14995,TOTAL,4034,10749,212,38453,20530,17923,12885,14957,0,14064,893,64089.0,24052,6230,37502.0,951.0,12018,870,472,863,9813,11136,13010,4377,1573,4591,20028,3726,2824,986,781,10361,5974,3693,1761,1038,927,26349,14203,12146,759,594,165,11345,5733,5612,4640.186,8.286952290274572
4011,3685,TOTAL,1182,2433,70,9483,5027,4456,4577,4277,0,4148,129,73756.0,29394,1208,9101.0,382.0,3304,149,105,242,2808,2158,3720,1075,333,1022,4896,976,638,204,180,2273,1583,1040,739,158,79,7158,3687,3471,171,167,4,2154,1173,981,1847.442,5.133043418954425
4012,7458,TOTAL,2236,5129,93,16681,8617,8064,4699,6139,15,5467,657,46634.0,30399,3435,14674.0,2007.0,8911,998,580,906,6427,2853,7951,2162,1478,2453,9887,1633,657,706,1090,2640,2347,4900,317,558,758,10593,5501,5092,94,69,25,5994,3047,2947,4510.657,3.698130893127099
4013,2068144,TOTAL,1040774,995665,31705,4430871,2208150,2222721,1402753,2291310,6612,2176046,108652,80675.0,41533,503565,3787851.0,643020.0,1665560,70639,41275,91839,1461807,1242729,1710539,464150,171792,380028,1931209,1095494,181972,129448,68608,970387,571951,388871,495565,364638,235291,2954182,1469553,1484629,252690,127874,124816,1223999,610723,613276,9225.96,480.2612411066166
4015,104668,TOTAL,24831,78535,1302,214229,108677,105552,37218,82109,126,75865,6118,53592.0,32835,33597,200387.0,13842.0,95169,5401,4581,10263,74924,44065,92461,31199,17577,23037,131182,24576,7988,7255,7794,39120,42194,49868,7614,7640,9322,178146,90650,87496,2422,1611,811,33661,16416,17245,13460.782,15.915048620503624
4017,51767,TOTAL,23383,27657,727,107110,54016,53094,12728,37651,35,33969,3647,50335.0,22826,26591,104640.0,2470.0,37565,3895,2119,3680,27871,29536,38862,10706,5093,12571,54151,12619,5688,3554,3329,23796,17441,12914,3827,4685,4107,49409,24924,24485,1194,785,409,56507,28307,28200,9958.759,10.755356164357426
4019,520397,TOTAL,304981,207758,7658,1042393,516095,526298,397081,499249,7443,462957,28849,64323.0,36494,151733,914959.0,127434.0,423075,23134,17690,34993,347258,304116,390262,123958,50452,92356,479594,259726,44288,26503,21565,237376,133418,108800,98939,78587,82200,686722,337229,349493,36039,19898,16141,319632,158968,160664,9190.622,113.4192005720614
4021,184974,TOTAL,75106,107077,2791,433338,226232,207106,135346,183229,705,170772,11752,73313.0,33158,46424,393624.0,39714.0,151490,6696,3375,9042,132377,104785,183131,47504,19046,42232,228800,66881,21212,12340,8680,105150,65427,58223,22635,21192,23054,299613,153701,145912,19867,11013,8854,113858,61518,52340,5374.649,80.62628833994555
4023,19556,TOTAL,13138,6194,224,47838,23193,24645,39732,21106,42,18990,2074,51885.0,25619,9622,31876.0,15962.0,16651,1021,964,1647,13019,11639,18654,5327,1871,7553,20214,7470,2237,2210,3106,10272,6491,3451,2909,2281,2280,24750,12640,12110,142,122,20,22946,10431,12515,1237.421,38.65943765298956
